RecordID,CaseID,PersonID,Role
6112,2417,506404,Main Accused
6113,2417,503922,Main Accused
6114,2418,502354,Co-Accused
6115,2418,507476,Main Accused
6116,2418,520666,Co-Accused
6117,2418,507918,Co-Accused
6118,2419,500212,Main Accused
6119,2420,502804,Main Accused
6120,2420,517086,Co-Accused
6121,2421,510398,Co-Accused
6122,2422,505547,Co-Accused
6123,2422,514787,Main Accused
6124,2423,507759,Main Accused
6125,2423,519257,Main Accused
6126,2423,501447,Main Accused
6127,2424,502396,Co-Accused
6128,2424,516607,Co-Accused
6129,2424,507715,Main Accused
6130,2424,511960,Co-Accused
6131,2425,523331,Main Accused
6132,2425,512442,Main Accused
6133,2425,507448,Co-Accused
6134,2426,519949,Main Accused
6135,2426,523704,Co-Accused
6136,2426,505290,Main Accused
6137,2426,523185,Main Accused
6138,2427,514034,Main Accused
6139,2427,511025,Co-Accused
6140,2428,506197,Co-Accused
6141,2429,516428,Main Accused
6142,2429,514892,Co-Accused
6143,2429,507458,Co-Accused
6144,2429,516815,Main Accused
6145,2430,510102,Co-Accused
6146,2430,506845,Main Accused
6147,2430,514217,Co-Accused
6148,2430,500894,Main Accused
6149,2431,519854,Main Accused
6150,2431,511920,Main Accused
6151,2431,523281,Main Accused
6152,2431,514030,Co-Accused
6153,2432,517926,Main Accused
6154,2432,510280,Co-Accused
6155,2433,500504,Co-Accused
6156,2434,501343,Main Accused
6157,2434,523862,Main Accused
6158,2435,522360,Co-Accused
6159,2435,510850,Main Accused
6160,2435,518791,Main Accused
6161,2435,522792,Main Accused
6162,2436,523509,Main Accused
6163,2436,502958,Co-Accused
6164,2436,520038,Co-Accused
6165,2436,507675,Main Accused
6166,2437,502442,Co-Accused
6167,2437,511691,Main Accused
6168,2438,504182,Main Accused
6169,2438,521593,Main Accused
6170,2438,507635,Main Accused
6171,2438,524673,Co-Accused
6172,2439,508014,Co-Accused
6173,2440,524968,Co-Accused
6174,2440,521901,Co-Accused
6175,2440,519846,Co-Accused
6176,2440,511964,Co-Accused
6177,2441,507022,Main Accused
6178,2441,514099,Co-Accused
6179,2441,523973,Main Accused
6180,2442,508037,Main Accused
6181,2442,514390,Main Accused
6182,2443,513744,Main Accused
6183,2443,514672,Main Accused
6184,2444,512096,Main Accused
6185,2444,516107,Co-Accused
6186,2445,513086,Main Accused
6187,2445,510961,Main Accused
6188,2446,521587,Co-Accused
6189,2446,509075,Main Accused
6190,2446,513780,Main Accused
6191,2447,514445,Main Accused
6192,2448,512585,Main Accused
6193,2449,512759,Co-Accused
6194,2449,512569,Co-Accused
6195,2449,508049,Co-Accused
6196,2450,515336,Co-Accused
6197,2450,518089,Co-Accused
6198,2451,524578,Main Accused
6199,2451,500336,Co-Accused
6200,2451,511276,Co-Accused
6201,2452,500771,Main Accused
6202,2452,520774,Co-Accused
6203,2453,521220,Co-Accused
6204,2453,505053,Co-Accused
6205,2453,522924,Main Accused
6206,2454,501660,Main Accused
6207,2454,518592,Co-Accused
6208,2454,511398,Co-Accused
6209,2454,504114,Co-Accused
6210,2455,523451,Main Accused
6211,2455,509558,Main Accused
6212,2456,512187,Main Accused
6213,2456,510364,Co-Accused
6214,2456,501470,Main Accused
6215,2457,509926,Main Accused
6216,2457,524829,Main Accused
6217,2458,521065,Main Accused
6218,2459,507924,Co-Accused
6219,2459,502897,Co-Accused
6220,2459,511817,Co-Accused
6221,2460,509007,Main Accused
6222,2461,505838,Co-Accused
6223,2461,519712,Co-Accused
6224,2462,522026,Co-Accused
6225,2462,501497,Co-Accused
6226,2462,522165,Main Accused
6227,2462,510885,Co-Accused
6228,2463,502383,Co-Accused
6229,2463,501658,Main Accused
6230,2463,522811,Co-Accused
6231,2464,523853,Co-Accused
6232,2464,519442,Co-Accused
6233,2464,513825,Main Accused
6234,2464,520295,Co-Accused
6235,2465,511434,Co-Accused
6236,2465,505972,Co-Accused
6237,2466,523840,Co-Accused
6238,2466,512487,Main Accused
6239,2466,516547,Main Accused
6240,2467,503900,Co-Accused
6241,2467,501919,Co-Accused
6242,2468,501988,Co-Accused
6243,2468,512647,Main Accused
6244,2468,504504,Main Accused
6245,2468,507085,Co-Accused
6246,2469,505301,Co-Accused
6247,2470,513438,Main Accused
6248,2470,524482,Co-Accused
6249,2471,520639,Main Accused
6250,2472,522196,Co-Accused
6251,2472,506295,Co-Accused
6252,2472,517925,Co-Accused
6253,2472,516373,Main Accused
6254,2473,522980,Main Accused
6255,2473,507403,Co-Accused
6256,2474,500385,Co-Accused
6257,2474,513868,Co-Accused
6258,2474,507847,Co-Accused
6259,2474,512461,Main Accused
6260,2475,506336,Main Accused
6261,2475,509008,Main Accused
6262,2475,517511,Main Accused
6263,2475,522475,Main Accused
6264,2476,502946,Co-Accused
6265,2476,512026,Main Accused
6266,2476,504174,Main Accused
6267,2476,523093,Main Accused
6268,2477,507992,Co-Accused
6269,2478,503152,Main Accused
6270,2479,520515,Co-Accused
6271,2480,513019,Co-Accused
6272,2480,523222,Main Accused
6273,2480,508943,Main Accused
6274,2480,512998,Main Accused
6275,2481,517436,Co-Accused
6276,2481,516731,Main Accused
6277,2481,503522,Co-Accused
6278,2481,508376,Main Accused
6279,2482,518601,Co-Accused
6280,2482,514382,Co-Accused
6281,2482,506042,Co-Accused
6282,2483,511341,Main Accused
6283,2483,500975,Main Accused
6284,2484,501775,Main Accused
6285,2484,504843,Co-Accused
6286,2485,514147,Co-Accused
6287,2485,517108,Co-Accused
6288,2486,517702,Main Accused
6289,2486,500990,Co-Accused
6290,2486,514542,Co-Accused
6291,2487,515612,Main Accused
6292,2487,510987,Main Accused
6293,2487,517018,Main Accused
6294,2488,501758,Co-Accused
6295,2489,514074,Main Accused
6296,2489,518787,Main Accused
6297,2489,504279,Main Accused
6298,2490,519946,Main Accused
6299,2490,518182,Main Accused
6300,2490,505492,Co-Accused
6301,2490,520052,Co-Accused
6302,2491,509295,Main Accused
6303,2491,506079,Main Accused
6304,2491,518974,Main Accused
6305,2491,510084,Main Accused
6306,2492,513050,Co-Accused
6307,2493,502832,Co-Accused
6308,2493,523135,Co-Accused
6309,2493,503975,Main Accused
6310,2493,501510,Co-Accused
6311,2494,512573,Main Accused
6312,2494,504697,Co-Accused
6313,2494,520844,Main Accused
6314,2495,503954,Main Accused
6315,2495,520311,Co-Accused
6316,2495,518570,Main Accused
6317,2496,501243,Co-Accused
6318,2497,506916,Main Accused
6319,2497,510115,Co-Accused
6320,2497,502599,Co-Accused
6321,2497,524100,Main Accused
6322,2498,519677,Main Accused
6323,2499,519367,Co-Accused
6324,2499,516719,Co-Accused
6325,2499,501801,Co-Accused
6326,2500,516649,Main Accused
6327,2500,513670,Co-Accused
6328,2500,506270,Co-Accused
6329,2500,504328,Main Accused
6330,2501,522450,Main Accused
6331,2501,524922,Main Accused
6332,2501,520559,Co-Accused
6333,2501,500143,Main Accused
6334,2502,517931,Main Accused
6335,2502,505466,Main Accused
6336,2503,521578,Main Accused
6337,2504,500469,Co-Accused
6338,2504,503636,Main Accused
6339,2504,516009,Co-Accused
6340,2505,516107,Co-Accused
6341,2506,506340,Main Accused
6342,2506,501628,Co-Accused
6343,2507,524859,Co-Accused
6344,2507,515305,Co-Accused
6345,2507,500308,Main Accused
6346,2508,512027,Co-Accused
6347,2509,524403,Main Accused
6348,2509,521379,Co-Accused
6349,2510,524118,Co-Accused
6350,2511,505931,Co-Accused
6351,2512,523946,Co-Accused
6352,2513,522757,Co-Accused
6353,2513,501272,Co-Accused
6354,2513,523748,Main Accused
6355,2513,511676,Main Accused
6356,2514,519713,Main Accused
6357,2515,515170,Co-Accused
6358,2515,502028,Main Accused
6359,2516,510335,Main Accused
6360,2516,521937,Main Accused
6361,2516,501632,Main Accused
6362,2516,502321,Co-Accused
6363,2517,517220,Co-Accused
6364,2517,524093,Main Accused
6365,2518,500234,Co-Accused
6366,2518,509646,Main Accused
6367,2519,522776,Co-Accused
6368,2520,514469,Main Accused
6369,2520,500490,Co-Accused
6370,2520,524330,Co-Accused
6371,2521,523803,Main Accused
6372,2521,508270,Co-Accused
6373,2521,519539,Co-Accused
6374,2522,500099,Co-Accused
6375,2522,500185,Co-Accused
6376,2522,513958,Main Accused
6377,2523,518559,Co-Accused
6378,2524,503819,Main Accused
6379,2525,518885,Main Accused
6380,2525,514562,Co-Accused
6381,2526,510809,Main Accused
6382,2526,517970,Main Accused
6383,2527,502619,Main Accused
6384,2527,514485,Main Accused
6385,2527,511268,Main Accused
6386,2527,507648,Co-Accused
6387,2528,523444,Co-Accused
6388,2528,505579,Main Accused
6389,2528,517931,Main Accused
6390,2529,508686,Co-Accused
6391,2529,503035,Co-Accused
6392,2529,523294,Co-Accused
6393,2529,519471,Co-Accused
6394,2530,505558,Main Accused
6395,2530,522501,Co-Accused
6396,2530,519474,Co-Accused
6397,2531,500324,Co-Accused
6398,2531,500494,Co-Accused
6399,2531,516214,Main Accused
6400,2531,510569,Main Accused
6401,2532,509416,Main Accused
6402,2532,523263,Co-Accused
6403,2532,518866,Main Accused
6404,2532,515393,Co-Accused
6405,2533,516187,Main Accused
6406,2533,522671,Co-Accused
6407,2533,521732,Co-Accused
6408,2533,516299,Main Accused
6409,2534,522746,Main Accused
6410,2534,511200,Co-Accused
6411,2535,519613,Main Accused
6412,2535,516633,Co-Accused
6413,2536,502971,Main Accused
6414,2537,514244,Main Accused
6415,2537,510174,Main Accused
6416,2537,506322,Main Accused
6417,2538,514334,Main Accused
6418,2538,502865,Co-Accused
6419,2538,502843,Co-Accused
6420,2538,514565,Co-Accused
6421,2539,521750,Co-Accused
6422,2539,504875,Main Accused
6423,2539,517435,Main Accused
6424,2539,508376,Co-Accused
6425,2540,500005,Main Accused
6426,2540,514085,Co-Accused
6427,2540,521894,Main Accused
6428,2541,519737,Co-Accused
6429,2541,516802,Main Accused
6430,2542,506142,Main Accused
6431,2543,501099,Main Accused
6432,2544,509889,Main Accused
6433,2544,520334,Main Accused
6434,2545,511956,Co-Accused
6435,2545,513793,Main Accused
6436,2545,510762,Main Accused
6437,2546,521060,Main Accused
6438,2546,506521,Main Accused
6439,2546,515402,Main Accused
6440,2547,507462,Co-Accused
6441,2548,514357,Main Accused
6442,2548,520634,Co-Accused
6443,2548,513892,Co-Accused
6444,2549,523785,Co-Accused
6445,2549,512747,Main Accused
6446,2549,502291,Main Accused
6447,2549,507379,Co-Accused
6448,2550,504659,Main Accused
6449,2550,522048,Main Accused
6450,2550,523513,Main Accused
6451,2550,517117,Co-Accused
6452,2551,503676,Main Accused
6453,2551,506535,Main Accused
6454,2551,510949,Co-Accused
6455,2551,511683,Co-Accused
6456,2552,511694,Main Accused
6457,2552,512405,Main Accused
6458,2552,504614,Co-Accused
6459,2552,508070,Main Accused
6460,2553,515043,Main Accused
6461,2553,513820,Co-Accused
6462,2554,503910,Main Accused
6463,2554,506407,Main Accused
6464,2554,512511,Co-Accused
6465,2555,516907,Main Accused
6466,2555,509623,Main Accused
6467,2555,523806,Main Accused
6468,2556,514485,Main Accused
6469,2556,512584,Main Accused
6470,2557,519151,Main Accused
6471,2557,514623,Main Accused
6472,2558,514814,Co-Accused
6473,2559,502898,Main Accused
6474,2560,502413,Co-Accused
6475,2561,507736,Main Accused
6476,2561,521642,Co-Accused
6477,2562,509252,Co-Accused
6478,2562,511929,Co-Accused
6479,2562,503672,Main Accused
6480,2562,519365,Main Accused
6481,2563,501877,Co-Accused
6482,2564,514039,Main Accused
6483,2564,524602,Co-Accused
6484,2564,513260,Main Accused
6485,2564,521081,Co-Accused
6486,2565,510283,Co-Accused
6487,2566,507559,Main Accused
6488,2566,507626,Co-Accused
6489,2566,500376,Co-Accused
6490,2566,524250,Co-Accused
6491,2567,518796,Co-Accused
6492,2568,503512,Co-Accused
6493,2569,518766,Co-Accused
6494,2570,524455,Co-Accused
6495,2570,506950,Co-Accused
6496,2570,505508,Main Accused
6497,2571,514995,Main Accused
6498,2571,524638,Main Accused
6499,2571,516693,Main Accused
6500,2572,517813,Co-Accused
6501,2573,501303,Main Accused
6502,2573,501316,Co-Accused
6503,2574,513486,Co-Accused
6504,2574,524470,Co-Accused
6505,2574,501208,Co-Accused
6506,2574,503017,Co-Accused
6507,2575,515723,Co-Accused
6508,2575,503594,Main Accused
6509,2575,523651,Co-Accused
6510,2575,514404,Co-Accused
6511,2576,507789,Co-Accused
6512,2576,513607,Main Accused
6513,2577,510800,Main Accused
6514,2578,513617,Main Accused
6515,2578,503920,Main Accused
6516,2578,507707,Co-Accused
6517,2578,511766,Main Accused
6518,2579,521799,Main Accused
6519,2579,514952,Main Accused
6520,2580,516740,Co-Accused
6521,2580,513347,Co-Accused
6522,2580,512153,Main Accused
6523,2580,520581,Main Accused
6524,2581,500745,Main Accused
6525,2582,515959,Co-Accused
6526,2582,500610,Co-Accused
6527,2582,510755,Main Accused
6528,2582,514194,Main Accused
6529,2583,515910,Main Accused
6530,2584,511492,Main Accused
6531,2584,501248,Main Accused
6532,2584,516579,Co-Accused
6533,2585,516595,Main Accused
6534,2586,524420,Co-Accused
6535,2587,506853,Co-Accused
6536,2587,515763,Co-Accused
6537,2587,502132,Main Accused
6538,2588,509818,Co-Accused
6539,2588,505092,Co-Accused
6540,2589,519169,Co-Accused
6541,2590,521015,Co-Accused
6542,2590,522261,Co-Accused
6543,2591,515509,Main Accused
6544,2592,513230,Co-Accused
6545,2593,502652,Co-Accused
6546,2593,524076,Main Accused
6547,2594,509783,Co-Accused
6548,2594,518967,Co-Accused
6549,2594,508774,Main Accused
6550,2594,502883,Main Accused
6551,2595,516997,Co-Accused
6552,2596,519071,Co-Accused
6553,2596,507137,Main Accused
6554,2596,518205,Co-Accused
6555,2597,524090,Main Accused
6556,2598,504375,Main Accused
6557,2598,519906,Co-Accused
6558,2599,518851,Main Accused
6559,2599,519899,Main Accused
6560,2599,522710,Main Accused
6561,2599,522998,Co-Accused
6562,2600,513679,Co-Accused
6563,2600,519315,Main Accused
6564,2600,505931,Main Accused
6565,2600,519748,Co-Accused
6566,2601,523664,Co-Accused
6567,2601,521913,Main Accused
6568,2601,509167,Main Accused
6569,2601,514600,Main Accused
6570,2602,523475,Main Accused
6571,2602,508439,Co-Accused
6572,2602,523175,Co-Accused
6573,2603,522737,Co-Accused
6574,2603,509632,Co-Accused
6575,2603,503765,Main Accused
6576,2604,504779,Co-Accused
6577,2604,507145,Co-Accused
6578,2604,518918,Main Accused
6579,2604,503917,Main Accused
6580,2605,511114,Main Accused
6581,2605,515130,Co-Accused
6582,2606,504856,Main Accused
6583,2606,522190,Co-Accused
6584,2607,511762,Co-Accused
6585,2607,515363,Main Accused
6586,2607,505678,Co-Accused
6587,2607,502060,Main Accused
6588,2608,516315,Co-Accused
6589,2608,505611,Co-Accused
6590,2608,517645,Main Accused
6591,2609,524783,Main Accused
6592,2609,510965,Main Accused
6593,2610,500057,Co-Accused
6594,2611,501764,Co-Accused
6595,2611,520698,Co-Accused
6596,2611,505321,Main Accused
6597,2611,521336,Main Accused
6598,2612,522298,Co-Accused
6599,2612,516941,Main Accused
6600,2612,524376,Main Accused
6601,2613,501582,Main Accused
6602,2613,512494,Main Accused
6603,2613,500127,Co-Accused
6604,2613,522223,Main Accused
6605,2614,509650,Co-Accused
6606,2614,522531,Main Accused
6607,2615,522443,Co-Accused
6608,2615,518384,Main Accused
6609,2615,509626,Main Accused
6610,2615,520409,Main Accused
6611,2616,517902,Co-Accused
6612,2617,502593,Co-Accused
6613,2618,502829,Main Accused
6614,2618,503538,Main Accused
6615,2618,524625,Main Accused
6616,2619,500834,Co-Accused
6617,2619,505373,Co-Accused
6618,2620,501042,Co-Accused
6619,2621,510967,Main Accused
6620,2621,523742,Main Accused
6621,2621,515523,Main Accused
6622,2621,521768,Co-Accused
6623,2622,523807,Co-Accused
6624,2622,524300,Co-Accused
6625,2622,515470,Main Accused
6626,2622,500134,Co-Accused
6627,2623,519411,Co-Accused
6628,2623,513668,Main Accused
6629,2623,509241,Co-Accused
6630,2623,512851,Co-Accused
6631,2624,512883,Main Accused
6632,2624,518576,Main Accused
6633,2624,512622,Co-Accused
6634,2625,513966,Co-Accused
6635,2625,520859,Co-Accused
6636,2625,506486,Main Accused
6637,2625,515048,Co-Accused
6638,2626,503063,Co-Accused
6639,2626,509304,Main Accused
6640,2626,521273,Co-Accused
6641,2627,506902,Co-Accused
6642,2628,503889,Main Accused
6643,2628,503926,Co-Accused
6644,2628,521149,Co-Accused
6645,2629,511418,Main Accused
6646,2630,515400,Co-Accused
6647,2630,501361,Co-Accused
6648,2630,522045,Co-Accused
6649,2630,509713,Co-Accused
6650,2631,520144,Co-Accused
6651,2631,507594,Co-Accused
6652,2631,510966,Main Accused
6653,2632,500284,Main Accused
6654,2633,510029,Main Accused
6655,2634,517932,Main Accused
6656,2634,514275,Main Accused
6657,2634,504358,Co-Accused
6658,2634,522318,Co-Accused
6659,2635,509184,Co-Accused
6660,2635,500347,Co-Accused
6661,2635,523124,Main Accused
6662,2635,514035,Co-Accused
6663,2636,523080,Main Accused
6664,2636,516894,Co-Accused
6665,2637,520348,Main Accused
6666,2637,507461,Main Accused
6667,2638,512794,Co-Accused
6668,2638,522697,Main Accused
6669,2638,503042,Main Accused
6670,2639,503114,Main Accused
6671,2640,510496,Main Accused
6672,2640,511527,Co-Accused
6673,2641,515215,Main Accused
6674,2641,522992,Co-Accused
6675,2641,522949,Main Accused
6676,2642,518782,Co-Accused
6677,2642,523001,Co-Accused
6678,2642,512511,Main Accused
6679,2643,500817,Co-Accused
6680,2644,506408,Main Accused
6681,2644,500206,Main Accused
6682,2645,518374,Main Accused
6683,2645,519527,Co-Accused
6684,2645,504625,Main Accused
6685,2646,514144,Main Accused
6686,2646,519918,Co-Accused
6687,2646,510289,Main Accused
6688,2646,523554,Main Accused
6689,2647,508135,Main Accused
6690,2647,515330,Co-Accused
6691,2647,507726,Co-Accused
6692,2647,513701,Main Accused
6693,2648,514003,Main Accused
6694,2648,524098,Main Accused
6695,2649,500548,Co-Accused
6696,2649,503970,Main Accused
6697,2649,524493,Main Accused
6698,2649,502352,Main Accused
6699,2650,517322,Main Accused
6700,2650,503351,Co-Accused
6701,2650,507521,Main Accused
6702,2650,507564,Main Accused
6703,2651,512821,Co-Accused
6704,2652,503158,Co-Accused
6705,2652,522137,Main Accused
6706,2652,524435,Main Accused
6707,2653,520339,Co-Accused
6708,2653,522843,Main Accused
6709,2654,524614,Main Accused
6710,2654,503727,Co-Accused
6711,2654,522229,Co-Accused
6712,2654,515500,Co-Accused
6713,2655,522849,Co-Accused
6714,2656,500515,Co-Accused
6715,2657,511364,Co-Accused
6716,2657,510079,Main Accused
6717,2658,517881,Main Accused
6718,2658,518631,Co-Accused
6719,2659,504265,Main Accused
6720,2659,516379,Main Accused
6721,2659,519798,Co-Accused
6722,2659,521392,Main Accused
6723,2660,516818,Co-Accused
6724,2660,515057,Co-Accused
6725,2660,510786,Main Accused
6726,2660,505454,Co-Accused
6727,2661,515794,Co-Accused
6728,2661,508509,Main Accused
6729,2661,523561,Main Accused
6730,2662,519189,Main Accused
6731,2662,518875,Main Accused
6732,2662,521403,Co-Accused
6733,2662,500266,Main Accused
6734,2663,509263,Co-Accused
6735,2663,523140,Co-Accused
6736,2663,517838,Main Accused
6737,2664,504475,Main Accused
6738,2664,523861,Co-Accused
6739,2665,516338,Main Accused
6740,2665,510465,Main Accused
6741,2665,505838,Co-Accused
6742,2666,517620,Co-Accused
6743,2666,520307,Main Accused
6744,2666,522039,Main Accused
6745,2666,502837,Main Accused
6746,2667,516840,Main Accused
6747,2667,522657,Co-Accused
6748,2667,521386,Co-Accused
6749,2668,501209,Main Accused
6750,2668,522011,Co-Accused
6751,2668,522783,Main Accused
6752,2669,517308,Main Accused
6753,2669,509048,Co-Accused
6754,2669,509342,Co-Accused
6755,2669,512707,Main Accused
6756,2670,510093,Co-Accused
6757,2670,519609,Main Accused
6758,2670,523314,Main Accused
6759,2670,515015,Main Accused
6760,2671,515042,Co-Accused
6761,2671,507792,Co-Accused
6762,2671,502989,Co-Accused
6763,2672,509469,Main Accused
6764,2672,524898,Co-Accused
6765,2673,507276,Main Accused
6766,2673,501294,Main Accused
6767,2674,503848,Main Accused
6768,2674,514142,Co-Accused
6769,2674,501366,Main Accused
6770,2675,511359,Main Accused
6771,2676,521168,Main Accused
6772,2677,517044,Main Accused
6773,2677,504086,Co-Accused
6774,2677,509521,Main Accused
6775,2677,524537,Main Accused
6776,2678,509201,Main Accused
6777,2679,504575,Main Accused
6778,2680,510436,Co-Accused
6779,2680,509540,Main Accused
6780,2680,517965,Main Accused
6781,2680,518518,Main Accused
6782,2681,504871,Main Accused
6783,2681,517950,Co-Accused
6784,2681,503862,Main Accused
6785,2681,509868,Co-Accused
6786,2682,513876,Co-Accused
6787,2682,503345,Main Accused
6788,2682,510598,Co-Accused
6789,2683,519091,Main Accused
6790,2683,513503,Main Accused
6791,2683,508542,Co-Accused
6792,2684,510044,Co-Accused
6793,2684,505458,Main Accused
6794,2685,515656,Co-Accused
6795,2685,524560,Co-Accused
6796,2686,518398,Main Accused
6797,2687,500805,Co-Accused
6798,2688,516840,Main Accused
6799,2688,511245,Co-Accused
6800,2688,522342,Main Accused
6801,2688,505992,Co-Accused
6802,2689,519713,Main Accused
6803,2690,505669,Co-Accused
6804,2690,507585,Co-Accused
6805,2690,519295,Main Accused
6806,2691,515733,Main Accused
6807,2691,503483,Co-Accused
6808,2691,509701,Main Accused
6809,2691,512367,Co-Accused
6810,2692,512376,Main Accused
6811,2692,524287,Co-Accused
6812,2692,508499,Co-Accused
6813,2692,512406,Co-Accused
6814,2693,506829,Main Accused
6815,2693,523918,Main Accused
6816,2693,513543,Main Accused
6817,2693,507147,Co-Accused
6818,2694,503940,Main Accused
6819,2694,504435,Main Accused
6820,2694,500046,Main Accused
6821,2695,519255,Co-Accused
6822,2695,522409,Main Accused
6823,2695,508173,Co-Accused
6824,2695,509284,Co-Accused
6825,2696,504273,Main Accused
6826,2696,521530,Main Accused
6827,2696,516166,Main Accused
6828,2696,514001,Main Accused
6829,2697,522201,Main Accused
6830,2697,501023,Main Accused
6831,2697,524145,Co-Accused
6832,2698,505884,Main Accused
6833,2698,505333,Main Accused
6834,2699,517872,Co-Accused
6835,2700,515518,Main Accused
6836,2700,510159,Co-Accused
6837,2701,507120,Co-Accused
6838,2701,523391,Main Accused
6839,2702,510360,Co-Accused
6840,2702,506823,Co-Accused
6841,2702,515769,Main Accused
6842,2702,509440,Co-Accused
6843,2703,518066,Main Accused
6844,2704,506610,Main Accused
6845,2705,524714,Co-Accused
6846,2705,508739,Co-Accused
6847,2705,504318,Co-Accused
6848,2706,523776,Co-Accused
6849,2706,507859,Co-Accused
6850,2707,510001,Co-Accused
6851,2708,511904,Main Accused
6852,2709,512279,Co-Accused
6853,2709,523191,Main Accused
6854,2709,502983,Main Accused
6855,2710,514684,Main Accused
6856,2710,521133,Main Accused
6857,2710,508664,Main Accused
6858,2710,517461,Main Accused
6859,2711,520764,Main Accused
6860,2711,502516,Co-Accused
6861,2712,503326,Co-Accused
6862,2712,502780,Main Accused
6863,2712,506796,Main Accused
6864,2712,503675,Co-Accused
6865,2713,501505,Main Accused
6866,2714,522455,Main Accused
6867,2714,524001,Co-Accused
6868,2714,504849,Co-Accused
6869,2714,512818,Co-Accused
6870,2715,515060,Main Accused
6871,2715,506591,Main Accused
6872,2716,522960,Main Accused
6873,2717,518133,Co-Accused
6874,2717,510744,Co-Accused
6875,2717,500802,Main Accused
6876,2717,523756,Main Accused
6877,2718,510377,Main Accused
6878,2718,520712,Main Accused
6879,2718,509113,Co-Accused
6880,2718,514078,Main Accused
6881,2719,506172,Main Accused
6882,2720,522626,Main Accused
6883,2721,514128,Co-Accused
6884,2721,504974,Main Accused
6885,2722,514702,Co-Accused
6886,2723,516618,Co-Accused
6887,2723,500441,Co-Accused
6888,2723,513564,Co-Accused
6889,2724,523160,Co-Accused
6890,2724,522200,Co-Accused
6891,2725,513412,Main Accused
6892,2725,508329,Co-Accused
6893,2725,507713,Main Accused
6894,2725,522403,Main Accused
6895,2726,514259,Main Accused
6896,2727,518062,Main Accused
6897,2727,516461,Co-Accused
6898,2727,501899,Main Accused
6899,2727,512961,Co-Accused
6900,2728,503398,Main Accused
6901,2728,504510,Co-Accused
6902,2728,503287,Co-Accused
6903,2729,505118,Co-Accused
6904,2730,524037,Co-Accused
6905,2731,512275,Co-Accused
6906,2731,516611,Main Accused
6907,2731,503238,Main Accused
6908,2732,517395,Main Accused
6909,2733,524272,Main Accused
6910,2733,522088,Main Accused
6911,2733,504619,Main Accused
6912,2734,524428,Main Accused
6913,2734,520565,Co-Accused
6914,2734,524957,Main Accused
6915,2735,523963,Main Accused
6916,2735,513950,Co-Accused
6917,2735,514622,Co-Accused
6918,2735,524307,Main Accused
6919,2736,500975,Main Accused
6920,2736,501065,Main Accused
6921,2736,503747,Main Accused
6922,2736,520157,Main Accused
6923,2737,504362,Co-Accused
6924,2738,501344,Main Accused
6925,2739,507471,Main Accused
6926,2739,514159,Main Accused
6927,2739,523458,Main Accused
6928,2739,522451,Co-Accused
6929,2740,516081,Main Accused
6930,2741,510323,Main Accused
6931,2741,521090,Co-Accused
6932,2741,502302,Co-Accused
6933,2742,501462,Co-Accused
6934,2742,520398,Main Accused
6935,2742,524039,Co-Accused
6936,2742,505228,Main Accused
6937,2743,501195,Co-Accused
6938,2743,505289,Main Accused
6939,2743,510805,Co-Accused
6940,2744,501546,Main Accused
6941,2744,515246,Co-Accused
6942,2744,513658,Main Accused
6943,2745,503588,Main Accused
6944,2745,506497,Co-Accused
6945,2746,501457,Main Accused
6946,2746,523356,Co-Accused
6947,2746,506267,Main Accused
6948,2747,509652,Co-Accused
6949,2747,519541,Main Accused
6950,2748,516275,Main Accused
6951,2748,524301,Main Accused
6952,2748,518707,Co-Accused
6953,2749,524259,Main Accused
6954,2749,504565,Main Accused
6955,2749,515264,Co-Accused
6956,2749,516514,Main Accused
6957,2750,515964,Main Accused
6958,2750,514062,Co-Accused
6959,2751,514310,Co-Accused
6960,2751,522660,Main Accused
6961,2751,524913,Co-Accused
6962,2751,521594,Co-Accused
6963,2752,506075,Main Accused
6964,2752,501020,Main Accused
6965,2752,523626,Co-Accused
6966,2753,513989,Co-Accused
6967,2754,506920,Main Accused
6968,2754,514967,Main Accused
6969,2754,510218,Co-Accused
6970,2755,522853,Co-Accused
6971,2755,511991,Co-Accused
6972,2756,510469,Co-Accused
6973,2757,518952,Main Accused
6974,2758,522464,Co-Accused
6975,2758,510001,Co-Accused
6976,2759,502544,Main Accused
6977,2759,505829,Main Accused
6978,2759,503326,Co-Accused
6979,2759,508719,Main Accused
6980,2760,524036,Main Accused
6981,2760,505491,Co-Accused
6982,2760,507968,Main Accused
6983,2760,511953,Main Accused
6984,2761,502517,Co-Accused
6985,2761,505767,Co-Accused
6986,2761,514885,Co-Accused
6987,2762,501354,Co-Accused
6988,2763,519454,Main Accused
6989,2763,518878,Main Accused
6990,2763,524713,Main Accused
6991,2763,503397,Co-Accused
6992,2764,522811,Co-Accused
6993,2765,518275,Main Accused
6994,2765,502100,Main Accused
6995,2765,508497,Main Accused
6996,2766,516002,Main Accused
6997,2766,522022,Main Accused
6998,2766,501276,Main Accused
6999,2766,512769,Co-Accused
7000,2767,502410,Co-Accused
7001,2767,521983,Main Accused
7002,2767,504472,Main Accused
7003,2768,505810,Main Accused
7004,2769,510698,Co-Accused
7005,2769,519171,Main Accused
7006,2769,521832,Co-Accused
7007,2770,513010,Co-Accused
7008,2770,522721,Co-Accused
7009,2770,519875,Co-Accused
7010,2770,516402,Co-Accused
7011,2771,524492,Co-Accused
7012,2771,501168,Co-Accused
7013,2771,518755,Main Accused
7014,2771,519287,Co-Accused
