CaseID,FIRNumber,CrimeHeadID,CrimeSubHeadID,StationID,OfficerID,VictimID,AccusedID,Date,Weapon,Vehicle,Latitude,Longitude,Priority,ModusOperandi,Status
2600,FIR/2024/002600,7,25,19,101525,506988,515848,2024-01-01,Knife,Auto,12.925538,74.862373,Medium,ATM Skimming,Closed
2601,FIR/2024/002601,1,1,5,100368,508522,513342,2023-06-09,Iron Rod,Truck,12.926143,77.592615,Critical,Vehicle Lock Break,Charge Sheet Filed
2602,FIR/2026/002602,11,36,13,101068,505453,509853,2026-08-17,Iron Rod,Scooter,12.319841,76.666972,Medium,Knife Attack,Under Investigation
2603,FIR/2022/002603,4,12,17,101363,504679,513477,2025-02-23,Hands,None,12.905121,74.830442,Low,Physical Assault,Under Investigation
2604,FIR/2024/002604,6,19,19,101475,514019,510739,2023-01-22,Iron Rod,Auto,12.957824,74.832173,Medium,Social Engineering,Pending Trial
2605,FIR/2023/002605,6,22,12,100997,520786,524566,2022-05-01,Pistol,Van,12.319202,76.663796,Low,Duplicate Key,Pending Trial
2606,FIR/2022/002606,8,27,3,100222,522028,524720,2025-04-01,Knife,None,12.981025,77.600109,High,Fake Identity,Closed
2607,FIR/2024/002607,8,26,19,101479,521958,518847,2022-12-23,Pistol,Van,12.925343,74.832225,Medium,Physical Assault,Pending Trial
2608,FIR/2025/002608,5,15,5,100380,507305,513049,2025-02-28,Pistol,Scooter,12.961742,77.590143,Critical,Forced Entry,Pending Trial
2609,FIR/2026/002609,3,10,20,101586,524614,506247,2022-06-03,Stick,Scooter,12.943614,74.888738,High,Duplicate Key,Closed
2610,FIR/2023/002610,10,32,19,101531,508164,524865,2022-11-18,Knife,Motorcycle,12.926659,74.847623,Low,Knife Attack,Closed
2611,FIR/2024/002611,8,26,18,101438,521788,517448,2025-06-23,Knife,Van,12.945398,74.884267,High,Duplicate Key,Pending Trial
2612,FIR/2024/002612,4,13,20,101561,503819,513089,2026-10-29,Crowbar,Car,12.903909,74.834625,High,Duplicate Key,Pending Trial
2613,FIR/2022/002613,9,29,1,100060,501543,501449,2025-12-07,Knife,Van,13.004366,77.583148,High,Duplicate Key,Closed
2614,FIR/2023/002614,7,23,19,101477,520751,523802,2024-11-13,Knife,Motorcycle,12.952374,74.86387,Low,Physical Assault,Pending Trial
2615,FIR/2026/002615,7,24,16,101263,511956,503811,2024-05-21,Unknown,Auto,12.950897,74.859103,Medium,Fake Identity,Closed
2616,FIR/2022/002616,6,22,14,101148,521679,517918,2025-05-24,Knife,Scooter,12.276631,76.649347,Critical,Knife Attack,Charge Sheet Filed
2617,FIR/2025/002617,11,36,13,101063,521556,501836,2023-01-08,Unknown,Car,12.297409,76.669022,Medium,Online Scam,Charge Sheet Filed
2618,FIR/2024/002618,3,8,6,100538,524814,515446,2026-11-21,Unknown,Scooter,12.998608,77.572468,Critical,Social Engineering,Pending Trial
2619,FIR/2026/002619,12,38,19,101511,507146,524663,2023-07-26,Crowbar,Van,12.944028,74.841457,Medium,Knife Attack,Closed
2620,FIR/2023/002620,1,1,11,100885,514228,510634,2026-04-24,Pistol,None,12.342926,76.613933,Critical,Physical Assault,Charge Sheet Filed
2621,FIR/2025/002621,7,25,14,101121,520086,520058,2022-07-09,Hands,Motorcycle,12.303344,76.67783,Medium,Physical Assault,Closed
2622,FIR/2025/002622,6,18,12,100992,521435,508524,2026-01-21,Iron Rod,Car,12.283288,76.654967,High,Knife Attack,Pending Trial
2623,FIR/2025/002623,5,17,8,100633,521113,507177,2026-09-26,Pistol,Car,12.975911,77.57399,Low,Firearm,Pending Trial
2624,FIR/2022/002624,5,15,8,100636,510735,518801,2022-12-01,Iron Rod,Van,13.008127,77.58196,Low,Fake Identity,Pending Trial
2625,FIR/2023/002625,4,12,1,100053,507279,520357,2025-08-28,Crowbar,Scooter,12.951658,77.580659,High,Duplicate Key,Charge Sheet Filed
2626,FIR/2022/002626,3,9,5,100394,514029,511008,2026-05-30,Hands,Truck,12.964936,77.600035,High,ATM Skimming,Closed
2627,FIR/2026/002627,11,36,11,100903,504816,521671,2024-12-16,Knife,Car,12.332378,76.632507,High,Physical Assault,Charge Sheet Filed
2628,FIR/2023/002628,6,18,12,101003,511929,518245,2026-03-16,Hands,Car,12.329143,76.667219,Critical,Knife Attack,Closed
2629,FIR/2025/002629,9,30,19,101490,510303,500410,2026-12-26,Hands,Truck,12.913535,74.822821,High,Online Scam,Under Investigation
2630,FIR/2023/002630,3,9,8,100700,512733,519086,2025-03-23,Crowbar,Scooter,12.996665,77.600626,Critical,Poisoning,Pending Trial
2631,FIR/2026/002631,4,13,4,100258,523426,502803,2026-05-26,Crowbar,Auto,12.968435,77.601886,Low,Duplicate Key,Pending Trial
2632,FIR/2024/002632,3,10,9,100713,509187,503899,2024-02-15,Pistol,Car,13.020234,77.592499,Medium,Duplicate Key,Under Investigation
2633,FIR/2022/002633,9,31,3,100167,518871,509948,2022-11-11,Knife,None,12.949876,77.596939,Medium,Vehicle Lock Break,Charge Sheet Filed
2634,FIR/2025/002634,7,24,10,100787,523697,515975,2025-02-09,Pistol,None,12.939459,77.596575,High,Forced Entry,Charge Sheet Filed
2635,FIR/2026/002635,10,33,5,100406,501364,515504,2024-06-15,Unknown,Scooter,12.922774,77.553726,Critical,Social Engineering,Under Investigation
2636,FIR/2022/002636,9,29,5,100374,514999,512710,2024-08-01,Crowbar,Truck,12.934849,77.59057,Critical,Duplicate Key,Pending Trial
2637,FIR/2023/002637,8,26,4,100318,501348,511904,2024-12-12,Hands,Car,12.960197,77.625933,Critical,Fake Identity,Pending Trial
2638,FIR/2025/002638,6,21,16,101265,519685,521814,2025-01-01,Crowbar,Motorcycle,12.977889,74.849412,High,Fake Identity,Pending Trial
2639,FIR/2025/002639,5,17,17,101346,501025,502670,2024-04-02,Crowbar,Auto,12.887366,74.863333,High,Vehicle Lock Break,Charge Sheet Filed
2640,FIR/2025/002640,9,29,18,101450,514837,503747,2023-06-04,Stick,Car,12.936851,74.832768,High,Physical Assault,Charge Sheet Filed
2641,FIR/2023/002641,3,9,11,100958,518644,516008,2023-01-23,Iron Rod,Truck,12.35218,76.58826,Critical,Online Scam,Pending Trial
2642,FIR/2025/002642,11,37,16,101330,524044,500404,2025-09-24,Unknown,Van,12.948951,74.878441,Critical,Knife Attack,Pending Trial
2643,FIR/2024/002643,8,27,2,100104,514317,500429,2022-02-16,Unknown,Truck,12.945423,77.593828,Medium,Firearm,Charge Sheet Filed
2644,FIR/2025/002644,4,12,16,101300,523909,523214,2023-08-16,Crowbar,Van,12.926028,74.854482,Low,Physical Assault,Closed
2645,FIR/2026/002645,5,15,2,100122,520156,511725,2023-04-12,Stick,Scooter,12.964664,77.603727,Critical,Fake Identity,Charge Sheet Filed
2646,FIR/2022/002646,11,36,17,101360,500505,517995,2026-06-21,Crowbar,Car,12.882863,74.86135,High,Online Scam,Pending Trial
2647,FIR/2026/002647,12,40,9,100721,516026,517048,2024-09-28,Knife,Auto,13.017201,77.586715,High,Poisoning,Pending Trial
2648,FIR/2024/002648,8,27,15,101184,506373,511053,2024-03-03,Pistol,Auto,12.266341,76.636124,Medium,Social Engineering,Closed
2649,FIR/2022/002649,12,40,5,100406,508709,506203,2023-03-22,Pistol,None,12.947806,77.556661,Medium,ATM Skimming,Under Investigation
2650,FIR/2023/002650,2,6,3,100169,513565,510677,2022-05-12,Unknown,Truck,12.988035,77.61219,High,Physical Assault,Pending Trial
2651,FIR/2026/002651,1,2,5,100356,520150,511633,2024-04-30,Crowbar,Truck,12.949047,77.599593,Critical,Firearm,Under Investigation
2652,FIR/2024/002652,2,7,9,100715,503404,521756,2022-06-18,Iron Rod,Van,12.998813,77.563929,Medium,Fake Identity,Under Investigation
2653,FIR/2026/002653,6,22,2,100153,521342,517659,2022-12-09,Hands,Scooter,12.965441,77.635137,Medium,Physical Assault,Charge Sheet Filed
2654,FIR/2022/002654,12,38,19,101511,523519,500476,2023-05-23,Pistol,Auto,12.906254,74.825766,Medium,Online Scam,Pending Trial
2655,FIR/2024/002655,6,20,18,101445,508642,509729,2025-02-02,Stick,Truck,12.912498,74.854739,Low,Fake Identity,Closed
2656,FIR/2026/002656,1,4,9,100733,518388,517090,2024-12-09,Crowbar,Van,12.985449,77.555867,Low,Fake Identity,Charge Sheet Filed
2657,FIR/2022/002657,12,40,13,101094,523234,507467,2025-05-27,Unknown,None,12.328637,76.704821,Medium,Knife Attack,Closed
2658,FIR/2024/002658,10,32,3,100223,513938,502924,2022-05-18,Knife,Van,12.994554,77.581046,Critical,Forced Entry,Closed
2659,FIR/2026/002659,2,7,13,101080,512145,521797,2023-11-20,Knife,Motorcycle,12.312686,76.662567,Critical,ATM Skimming,Under Investigation
2660,FIR/2025/002660,4,11,2,100165,511805,521590,2025-05-15,Knife,Car,12.936038,77.60392,Critical,Poisoning,Under Investigation
2661,FIR/2023/002661,9,30,6,100504,523878,508992,2024-08-27,Hands,Auto,12.987886,77.561935,High,Social Engineering,Pending Trial
2662,FIR/2022/002662,9,30,9,100751,516315,508009,2023-08-09,Crowbar,Van,12.999459,77.593058,Medium,ATM Skimming,Closed
2663,FIR/2024/002663,4,12,15,101250,524453,514058,2022-01-05,Pistol,Van,12.32177,76.60662,Critical,Online Scam,Closed
2664,FIR/2024/002664,1,1,10,100820,508081,500630,2024-09-02,Hands,Scooter,12.932191,77.593685,Critical,Poisoning,Under Investigation
2665,FIR/2026/002665,2,5,1,100094,516619,524194,2026-09-26,Pistol,Truck,12.963079,77.594882,Low,Online Scam,Under Investigation
2666,FIR/2023/002666,4,11,3,100216,506461,523578,2025-01-09,Stick,Auto,12.949347,77.614999,High,Duplicate Key,Under Investigation
2667,FIR/2023/002667,2,5,5,100352,523107,517114,2023-01-24,Stick,Van,12.956213,77.579519,Critical,Duplicate Key,Under Investigation
2668,FIR/2026/002668,9,29,19,101535,506966,511151,2025-05-03,Pistol,Scooter,12.948973,74.849477,Critical,Social Engineering,Closed
2669,FIR/2024/002669,10,33,15,101188,505104,519065,2025-02-10,Knife,Truck,12.295704,76.625936,Medium,Social Engineering,Charge Sheet Filed
2670,FIR/2025/002670,7,23,2,100100,506261,523665,2023-03-30,Pistol,Car,12.954175,77.587432,Critical,Physical Assault,Charge Sheet Filed
2671,FIR/2024/002671,6,20,10,100868,522632,519512,2026-02-23,Crowbar,Car,12.972009,77.614973,Low,Fake Identity,Under Investigation
2672,FIR/2022/002672,6,22,5,100395,512633,520598,2023-11-17,Crowbar,Scooter,12.920985,77.598959,Critical,Poisoning,Charge Sheet Filed
2673,FIR/2024/002673,7,24,16,101340,506854,508469,2026-09-16,Knife,None,12.940409,74.876491,High,Fake Identity,Closed
2674,FIR/2024/002674,1,2,12,101027,502228,514684,2026-01-08,Knife,Truck,12.284368,76.693588,Critical,Poisoning,Closed
2675,FIR/2026/002675,7,23,17,101355,507580,513203,2023-09-25,Unknown,Car,12.932267,74.838351,Low,Fake Identity,Under Investigation
2676,FIR/2022/002676,9,31,10,100834,524207,511790,2023-09-23,Crowbar,Car,12.941417,77.600036,Low,Knife Attack,Under Investigation
2677,FIR/2024/002677,8,28,5,100342,503303,511421,2026-07-26,Stick,Auto,12.960175,77.546469,High,Physical Assault,Pending Trial
2678,FIR/2025/002678,4,13,20,101598,523749,524068,2025-12-25,Pistol,Car,12.910503,74.87736,Low,Vehicle Lock Break,Charge Sheet Filed
2679,FIR/2022/002679,10,32,12,100999,501960,502532,2023-10-20,Crowbar,Truck,12.283123,76.657558,Critical,Physical Assault,Pending Trial
2680,FIR/2026/002680,6,21,3,100215,502900,500733,2022-08-21,Hands,None,12.964783,77.602788,Low,Online Scam,Closed
2681,FIR/2025/002681,9,30,12,101011,500490,506630,2024-05-19,Iron Rod,Truck,12.309908,76.674889,High,Online Scam,Charge Sheet Filed
2682,FIR/2025/002682,7,23,6,100447,517479,508401,2022-10-17,Knife,Motorcycle,12.983216,77.586729,Critical,Fake Identity,Pending Trial
2683,FIR/2022/002683,7,23,16,101284,515358,518413,2025-08-31,Iron Rod,Van,12.947722,74.898232,Low,Duplicate Key,Charge Sheet Filed
2684,FIR/2025/002684,2,5,15,101243,510228,502823,2024-07-08,Stick,Van,12.272775,76.635247,High,Knife Attack,Charge Sheet Filed
2685,FIR/2023/002685,8,26,5,100391,511039,521436,2026-12-21,Iron Rod,Van,12.953366,77.548363,High,Physical Assault,Pending Trial
2686,FIR/2026/002686,11,35,6,100513,510767,522326,2026-10-20,Iron Rod,None,12.966531,77.564123,Medium,Social Engineering,Closed
2687,FIR/2025/002687,1,1,16,101262,507497,520189,2024-07-09,Pistol,Van,12.957813,74.899984,High,Knife Attack,Under Investigation
2688,FIR/2026/002688,3,10,11,100919,513549,514741,2022-04-07,Iron Rod,Truck,12.353685,76.579734,Medium,Forced Entry,Under Investigation
2689,FIR/2023/002689,6,19,16,101306,523458,519133,2025-07-11,Stick,Scooter,12.957068,74.847139,Critical,Social Engineering,Closed
2690,FIR/2025/002690,10,33,15,101226,512271,506256,2025-09-10,Hands,Car,12.271218,76.612341,Medium,Fake Identity,Charge Sheet Filed
2691,FIR/2025/002691,5,16,10,100857,514783,505188,2024-09-27,Iron Rod,Scooter,12.939928,77.565912,High,Forced Entry,Pending Trial
2692,FIR/2025/002692,4,12,1,100029,504486,514287,2023-11-24,Hands,Auto,12.951807,77.577991,Low,Forced Entry,Pending Trial
2693,FIR/2024/002693,5,15,12,100994,515897,514148,2023-05-21,Iron Rod,Auto,12.319694,76.649759,Low,Poisoning,Charge Sheet Filed
2694,FIR/2026/002694,5,15,20,101601,523487,513906,2022-07-04,Unknown,Scooter,12.940898,74.842441,Low,Online Scam,Closed
2695,FIR/2026/002695,5,17,20,101583,514563,504436,2022-03-01,Iron Rod,None,12.899376,74.839443,Medium,Forced Entry,Closed
2696,FIR/2022/002696,8,26,2,100107,516718,513938,2022-06-25,Pistol,Van,12.951404,77.602228,Critical,Vehicle Lock Break,Charge Sheet Filed
2697,FIR/2023/002697,6,19,17,101392,503143,511385,2022-12-12,Knife,Scooter,12.886936,74.838121,High,Physical Assault,Charge Sheet Filed
2698,FIR/2025/002698,5,14,4,100307,524019,503895,2026-06-21,Iron Rod,Van,12.984939,77.628296,Low,Firearm,Under Investigation
2699,FIR/2023/002699,8,28,12,100993,515450,512125,2023-10-06,Knife,Car,12.341854,76.647543,Medium,Social Engineering,Pending Trial
2700,FIR/2024/002700,8,27,8,100680,500417,504916,2023-09-10,Pistol,Van,12.991147,77.581552,Low,Online Scam,Under Investigation
2701,FIR/2025/002701,3,9,12,100975,504487,517741,2022-05-01,Crowbar,None,12.28807,76.678637,Critical,Vehicle Lock Break,Charge Sheet Filed
2702,FIR/2023/002702,3,10,20,101581,516822,517709,2023-05-06,Unknown,Auto,12.923136,74.867168,Medium,Knife Attack,Charge Sheet Filed
2703,FIR/2022/002703,1,2,15,101217,524963,516403,2024-11-26,Crowbar,Car,12.302816,76.598343,Medium,Online Scam,Pending Trial
2704,FIR/2023/002704,1,2,6,100539,522091,500079,2022-03-03,Hands,Motorcycle,12.974926,77.602356,Low,Forced Entry,Charge Sheet Filed
2705,FIR/2022/002705,6,21,19,101518,502450,520262,2025-06-29,Hands,Car,12.959633,74.820676,Medium,Social Engineering,Pending Trial
2706,FIR/2025/002706,12,38,10,100807,518794,504157,2024-04-15,Unknown,Motorcycle,12.933075,77.573382,Low,Online Scam,Pending Trial
2707,FIR/2022/002707,2,5,17,101358,520925,502152,2023-03-27,Unknown,Car,12.878816,74.873683,Low,Poisoning,Charge Sheet Filed
2708,FIR/2023/002708,5,16,12,101056,523840,504251,2023-06-08,Crowbar,None,12.333177,76.679032,Medium,Firearm,Charge Sheet Filed
2709,FIR/2024/002709,4,13,15,101251,518687,513991,2026-09-29,Iron Rod,Truck,12.269426,76.605446,Critical,Vehicle Lock Break,Closed
2710,FIR/2025/002710,4,13,6,100489,519850,513614,2025-04-09,Pistol,Truck,13.010571,77.612523,Critical,Online Scam,Under Investigation
2711,FIR/2022/002711,5,14,7,100616,517482,515420,2024-07-27,Iron Rod,Auto,12.94547,77.615098,Critical,Vehicle Lock Break,Under Investigation
2712,FIR/2025/002712,11,35,12,101052,503077,513262,2022-08-04,Hands,Car,12.298372,76.673955,Critical,Firearm,Closed
2713,FIR/2026/002713,1,4,13,101082,511910,504448,2023-07-10,Unknown,Van,12.327362,76.653602,Medium,Fake Identity,Charge Sheet Filed
2714,FIR/2022/002714,6,18,15,101241,505763,514673,2024-08-27,Pistol,Car,12.275254,76.60889,High,ATM Skimming,Pending Trial
2715,FIR/2023/002715,6,19,9,100749,510834,505651,2022-01-25,Stick,None,13.019438,77.583192,Medium,Physical Assault,Pending Trial
2716,FIR/2023/002716,1,4,12,101012,519738,514560,2025-02-02,Hands,Auto,12.311283,76.698954,High,Firearm,Closed
2717,FIR/2023/002717,1,3,10,100856,505063,513482,2024-09-24,Stick,Auto,12.982552,77.573445,High,Fake Identity,Charge Sheet Filed
2718,FIR/2025/002718,12,40,12,101012,506558,510342,2025-01-04,Knife,Van,12.335312,76.682472,Critical,Online Scam,Charge Sheet Filed
2719,FIR/2024/002719,1,2,20,101611,513860,516280,2022-04-30,Pistol,Motorcycle,12.905144,74.861308,Medium,Duplicate Key,Under Investigation
2720,FIR/2024/002720,2,7,7,100541,511447,500529,2022-09-22,Knife,None,12.962146,77.650648,Medium,Physical Assault,Under Investigation
2721,FIR/2022/002721,6,20,8,100641,500136,503377,2025-10-13,Hands,Auto,12.994536,77.569127,Critical,Physical Assault,Closed
2722,FIR/2024/002722,12,39,12,100964,509149,510327,2025-05-29,Unknown,Scooter,12.32751,76.676964,High,Fake Identity,Under Investigation
2723,FIR/2022/002723,10,34,18,101436,520229,508480,2023-01-20,Crowbar,None,12.926601,74.838095,Critical,Forced Entry,Under Investigation
2724,FIR/2025/002724,1,4,12,100989,524267,522592,2022-07-09,Pistol,Auto,12.308166,76.658837,Medium,Fake Identity,Pending Trial
2725,FIR/2023/002725,1,4,6,100428,505652,522856,2023-07-03,Pistol,Truck,12.961807,77.578383,Medium,Forced Entry,Under Investigation
2726,FIR/2024/002726,9,31,1,100067,500295,511097,2026-12-04,Stick,None,12.983316,77.540549,Medium,Online Scam,Charge Sheet Filed
2727,FIR/2024/002727,8,28,3,100194,519826,517549,2022-10-15,Crowbar,Motorcycle,12.985137,77.595325,High,ATM Skimming,Pending Trial
2728,FIR/2023/002728,8,26,12,100987,500520,503210,2026-05-28,Stick,Motorcycle,12.298262,76.686014,Medium,Knife Attack,Pending Trial
2729,FIR/2023/002729,5,14,17,101385,514456,514396,2024-06-02,Hands,Van,12.884979,74.853669,Critical,Duplicate Key,Pending Trial
2730,FIR/2024/002730,1,4,1,100005,507477,508207,2023-01-22,Hands,Truck,12.957128,77.567823,Critical,Knife Attack,Closed
2731,FIR/2024/002731,6,20,10,100806,510281,523202,2024-10-28,Unknown,Car,12.983667,77.598118,Low,ATM Skimming,Closed
2732,FIR/2022/002732,12,38,3,100207,521675,516373,2023-06-30,Crowbar,Van,12.949877,77.595639,Critical,Knife Attack,Under Investigation
2733,FIR/2024/002733,11,36,12,100977,500203,503986,2022-07-30,Iron Rod,Car,12.284254,76.670802,Low,Vehicle Lock Break,Under Investigation
2734,FIR/2023/002734,6,21,2,100163,522199,517817,2025-10-13,Stick,None,12.961893,77.589939,Low,ATM Skimming,Pending Trial
2735,FIR/2023/002735,12,39,7,100619,506526,500950,2022-01-16,Pistol,Motorcycle,12.929087,77.63716,High,Online Scam,Pending Trial
2736,FIR/2023/002736,6,21,19,101510,523029,515663,2025-06-15,Iron Rod,Auto,12.939242,74.853642,High,Poisoning,Under Investigation
2737,FIR/2022/002737,2,7,1,100053,522004,517790,2022-12-12,Crowbar,Van,12.95279,77.536486,Critical,Duplicate Key,Charge Sheet Filed
2738,FIR/2023/002738,11,37,4,100265,506515,512675,2022-12-03,Pistol,Truck,12.963452,77.616108,Critical,Poisoning,Charge Sheet Filed
2739,FIR/2026/002739,3,9,3,100207,515342,518278,2024-08-18,Unknown,Motorcycle,12.954764,77.604098,Low,Physical Assault,Under Investigation
2740,FIR/2024/002740,5,17,14,101146,520506,513740,2025-07-12,Crowbar,Car,12.287769,76.633088,Medium,ATM Skimming,Closed
2741,FIR/2023/002741,2,7,11,100931,517953,521422,2023-08-03,Hands,Car,12.326269,76.605396,Critical,Physical Assault,Pending Trial
2742,FIR/2022/002742,12,38,9,100743,511475,502435,2024-05-10,Crowbar,Truck,12.986795,77.577202,Medium,Social Engineering,Closed
2743,FIR/2022/002743,6,18,16,101307,509743,508042,2024-02-28,Stick,Truck,12.928737,74.870329,Medium,Forced Entry,Pending Trial
2744,FIR/2025/002744,11,36,7,100571,507169,514128,2026-12-01,Stick,Auto,12.964233,77.619057,Critical,Vehicle Lock Break,Pending Trial
2745,FIR/2024/002745,2,7,14,101149,515106,512504,2024-03-26,Pistol,Car,12.307827,76.642598,Low,Vehicle Lock Break,Under Investigation
2746,FIR/2024/002746,1,3,13,101089,501978,502769,2022-12-28,Iron Rod,Van,12.310325,76.672594,Medium,Duplicate Key,Under Investigation
2747,FIR/2024/002747,5,17,14,101156,508072,507120,2024-11-08,Pistol,Truck,12.267403,76.686098,Low,Fake Identity,Closed
2748,FIR/2023/002748,12,38,10,100780,501427,503906,2022-03-20,Crowbar,Car,12.927562,77.564548,Critical,Vehicle Lock Break,Under Investigation
2749,FIR/2023/002749,8,28,9,100757,503937,510504,2026-03-22,Unknown,Scooter,12.978159,77.586899,Medium,Online Scam,Closed
2750,FIR/2024/002750,8,27,6,100466,509066,514545,2022-07-02,Iron Rod,Auto,12.969295,77.590294,Low,Knife Attack,Charge Sheet Filed
2751,FIR/2024/002751,5,15,18,101411,506904,515869,2022-08-18,Stick,Motorcycle,12.95052,74.854343,High,Fake Identity,Closed
2752,FIR/2025/002752,5,17,11,100934,518083,516425,2024-04-12,Iron Rod,Scooter,12.31559,76.61988,Critical,Forced Entry,Pending Trial
2753,FIR/2022/002753,12,38,15,101219,509907,514423,2023-03-21,Crowbar,Auto,12.269483,76.612606,Low,Social Engineering,Pending Trial
2754,FIR/2024/002754,3,10,10,100851,512504,501417,2025-01-08,Knife,Scooter,12.926278,77.572015,Low,ATM Skimming,Closed
2755,FIR/2025/002755,11,35,20,101578,519475,514174,2022-09-19,Crowbar,Scooter,12.928709,74.891578,Critical,Knife Attack,Pending Trial
2756,FIR/2022/002756,5,17,12,101007,519644,502642,2022-11-25,Crowbar,Truck,12.341362,76.67139,Medium,Knife Attack,Charge Sheet Filed
2757,FIR/2023/002757,3,9,11,100896,502227,518096,2025-09-08,Stick,Truck,12.32147,76.616726,High,Knife Attack,Charge Sheet Filed
2758,FIR/2022/002758,1,4,18,101444,513409,515014,2023-08-25,Unknown,None,12.918547,74.838466,High,Vehicle Lock Break,Pending Trial
2759,FIR/2026/002759,7,25,17,101397,508501,523955,2024-10-24,Pistol,Truck,12.900495,74.863012,Medium,Knife Attack,Under Investigation
2760,FIR/2023/002760,1,4,7,100599,524407,519114,2023-12-01,Unknown,Motorcycle,12.917478,77.632193,Medium,Social Engineering,Under Investigation
2761,FIR/2024/002761,10,33,11,100896,512744,512663,2023-12-14,Hands,None,12.320473,76.618592,High,Duplicate Key,Under Investigation
2762,FIR/2024/002762,11,35,3,100169,508160,523497,2025-05-04,Pistol,Auto,12.997648,77.609984,High,Knife Attack,Closed
2763,FIR/2023/002763,12,39,12,101003,503720,517206,2024-10-02,Pistol,Motorcycle,12.326966,76.680922,Medium,Physical Assault,Charge Sheet Filed
2764,FIR/2024/002764,9,31,11,100937,512143,514831,2022-05-24,Hands,Auto,12.312712,76.630937,Medium,Forced Entry,Under Investigation
2765,FIR/2024/002765,6,22,4,100299,507272,511190,2026-11-11,Crowbar,Scooter,12.955258,77.607891,Low,Knife Attack,Closed
2766,FIR/2025/002766,9,31,10,100860,500072,522046,2024-11-20,Hands,Auto,12.925077,77.592884,High,Social Engineering,Closed
2767,FIR/2025/002767,6,18,8,100652,519164,512310,2025-06-05,Unknown,Truck,12.995432,77.58322,Medium,Firearm,Under Investigation
2768,FIR/2023/002768,1,1,4,100286,505499,519860,2022-09-04,Stick,Truck,12.952776,77.611488,Critical,Vehicle Lock Break,Under Investigation
2769,FIR/2023/002769,10,33,8,100670,506310,510813,2025-10-07,Stick,None,13.002493,77.605648,Medium,Poisoning,Charge Sheet Filed
2770,FIR/2023/002770,8,27,19,101495,519508,514432,2022-10-24,Iron Rod,Scooter,12.942927,74.848523,Low,Knife Attack,Pending Trial
2771,FIR/2022/002771,10,33,19,101504,520528,504809,2023-06-12,Hands,Auto,12.9466,74.847047,Low,Duplicate Key,Pending Trial
2772,FIR/2024/002772,12,38,3,100171,522759,500647,2026-05-14,Stick,Motorcycle,12.995065,77.60644,High,Forced Entry,Charge Sheet Filed
2773,FIR/2026/002773,4,12,14,101159,507524,517135,2023-09-10,Crowbar,Van,12.260199,76.651872,High,Online Scam,Closed
2774,FIR/2022/002774,8,26,13,101072,509936,512371,2023-12-06,Iron Rod,Van,12.307597,76.686325,Low,Physical Assault,Pending Trial
2775,FIR/2025/002775,4,11,19,101492,503852,504013,2024-04-23,Crowbar,Motorcycle,12.931533,74.834101,Critical,Physical Assault,Pending Trial
2776,FIR/2022/002776,12,40,17,101399,516221,501366,2025-09-25,Stick,Truck,12.87766,74.872649,High,Social Engineering,Charge Sheet Filed
2777,FIR/2024/002777,1,1,10,100847,513203,520652,2022-11-11,Hands,Car,12.939054,77.617345,Low,Forced Entry,Under Investigation
2778,FIR/2026/002778,4,11,12,101014,513195,516721,2023-09-21,Pistol,None,12.318268,76.661844,Medium,Fake Identity,Under Investigation
2779,FIR/2023/002779,6,22,8,100676,522514,516438,2024-05-08,Iron Rod,Van,13.006323,77.569432,Critical,Forced Entry,Charge Sheet Filed
2780,FIR/2022/002780,10,34,7,100617,503820,507661,2026-05-02,Crowbar,Truck,12.962266,77.631019,Critical,Vehicle Lock Break,Closed
2781,FIR/2026/002781,11,36,19,101534,514665,503829,2022-10-05,Stick,Auto,12.915555,74.85252,High,Fake Identity,Charge Sheet Filed
2782,FIR/2024/002782,8,28,5,100380,513493,500603,2022-10-09,Knife,Scooter,12.954388,77.583121,High,Knife Attack,Pending Trial
2783,FIR/2024/002783,6,18,8,100642,503875,523884,2024-01-16,Pistol,Motorcycle,12.997426,77.60055,Low,Fake Identity,Charge Sheet Filed
2784,FIR/2023/002784,12,38,17,101372,505946,509823,2022-11-05,Crowbar,Van,12.899245,74.838963,Medium,Firearm,Pending Trial
2785,FIR/2023/002785,6,21,2,100151,524646,515880,2026-02-01,Unknown,Van,12.923755,77.592625,Critical,Forced Entry,Charge Sheet Filed
2786,FIR/2023/002786,4,12,20,101556,520362,502055,2025-05-14,Stick,Auto,12.914024,74.883673,High,Fake Identity,Under Investigation
2787,FIR/2024/002787,9,31,9,100726,514689,513024,2026-09-02,Stick,Motorcycle,13.009812,77.555145,Medium,Duplicate Key,Charge Sheet Filed
2788,FIR/2025/002788,10,33,7,100546,520340,522929,2026-03-27,Unknown,None,12.909771,77.601281,Low,Fake Identity,Closed
2789,FIR/2023/002789,11,36,9,100759,522200,509941,2025-05-29,Iron Rod,Motorcycle,12.99687,77.57092,Low,ATM Skimming,Charge Sheet Filed
2790,FIR/2026/002790,12,38,15,101220,505453,523004,2022-11-04,Iron Rod,Motorcycle,12.278507,76.638218,Low,Physical Assault,Closed
2791,FIR/2023/002791,11,37,5,100401,508028,508856,2022-05-03,Stick,Car,12.92604,77.573186,Medium,Forced Entry,Closed
2792,FIR/2024/002792,4,11,14,101131,517556,501603,2023-03-25,Unknown,Scooter,12.294455,76.687291,Low,Social Engineering,Closed
