VehicleID,RegistrationNumber,OwnerPersonID,VehicleType,Brand,Color,ManufactureYear,IsStolen
14209,KA19MP8584,515594,Bus,Kia,Green,2024,False
14210,KA11CB7740,515595,Van,Royal Enfield,Yellow,2021,True
14211,KA01GZ4894,515595,Car,Bajaj,Silver,2022,False
14212,KA03AY3504,515599,Scooter,Tata,White,2015,False
14213,KA05QO4526,515600,Scooter,Hero,White,2012,False
14214,KA05ST4178,515602,Car,Hyundai,Green,2013,True
14215,KA03KY5023,515603,Van,Bajaj,Red,2010,False
14216,KA09UO2585,515603,Van,Hyundai,Silver,2020,False
14217,KA02ZY4956,515604,Motorcycle,Hyundai,Yellow,2021,True
14218,KA04ZD3387,515607,Van,Hyundai,Black,2010,False
14219,KA01XO9376,515608,Motorcycle,TVS,Grey,2011,False
14220,KA02ER6192,515608,SUV,Honda,Grey,2016,True
14221,KA05PP8583,515610,Truck,TVS,Grey,2014,False
14222,KA05HU2151,515610,Bus,TVS,Black,2025,True
14223,KA02NU9826,515612,Motorcycle,Hyundai,Grey,2021,False
14224,KA05YP7685,515612,Van,Maruti Suzuki,Blue,2012,True
14225,KA19IZ1795,515615,Motorcycle,Tata,Red,2024,False
14226,KA11QI5121,515615,Truck,Mahindra,Blue,2008,False
14227,KA11WD3020,515616,Car,Royal Enfield,Grey,2025,False
14228,KA09DZ6222,515616,Scooter,Kia,Black,2016,True
14229,KA11TR2824,515617,Auto Rickshaw,Hero,White,2017,False
14230,KA09NL7763,515617,Car,Toyota,Black,2018,False
14231,KA02VN6968,515618,Motorcycle,Honda,Red,2010,False
14232,KA04UW9803,515618,Truck,Hyundai,Black,2021,True
14233,KA05YI5166,515619,SUV,Honda,Green,2020,True
14234,KA02BY5946,515620,Auto Rickshaw,Tata,Yellow,2012,False
14235,KA04EV2212,515621,Car,Mahindra,Green,2017,True
14236,KA01VC1085,515621,Motorcycle,Tata,Silver,2020,False
14237,KA19IJ1054,515622,Van,TVS,Grey,2022,False
14238,KA19PO4259,515622,Van,Maruti Suzuki,Black,2011,False
14239,KA04SF3336,515624,Car,Honda,Yellow,2014,False
14240,KA02XD2148,515625,SUV,Toyota,Black,2019,True
14241,KA02MN8882,515625,Van,Hero,Yellow,2023,False
14242,KA05OD6463,515627,Van,TVS,Green,2012,False
14243,KA05QL9865,515628,Motorcycle,Kia,Black,2017,False
14244,KA05FP9364,515628,Van,Royal Enfield,Green,2015,False
14245,KA19PP4863,515629,Van,Bajaj,Silver,2010,False
14246,KA02ZH7253,515629,Car,Tata,Green,2011,False
14247,KA11TL3582,515630,Truck,Maruti Suzuki,Grey,2012,False
14248,KA11EG3745,515630,Car,Mahindra,White,2018,True
14249,KA02MQ7846,515633,Motorcycle,Honda,Black,2014,False
14250,KA04UG3864,515633,Motorcycle,Hero,Green,2011,False
14251,KA19KR5910,515634,Scooter,Hero,Black,2016,True
14252,KA01YZ9282,515635,SUV,Mahindra,Yellow,2015,False
14253,KA11HU7071,515635,SUV,TVS,Blue,2019,True
14254,KA04MG3813,515636,Scooter,Maruti Suzuki,Green,2008,False
14255,KA04CM1556,515636,Van,Hero,Black,2008,False
14256,KA19EI5138,515638,Bus,Bajaj,Blue,2016,True
14257,KA09TE7697,515638,Auto Rickshaw,Hyundai,Silver,2015,False
14258,KA04XO1981,515640,Van,Honda,Green,2009,True
14259,KA01BH3466,515641,Truck,Hero,Grey,2024,False
14260,KA09NQ4423,515641,Truck,Hyundai,Yellow,2013,False
14261,KA19BE3393,515642,Van,TVS,White,2012,False
14262,KA03PT9843,515642,Motorcycle,Honda,White,2023,True
14263,KA11JI2208,515643,SUV,Tata,Black,2023,False
14264,KA05EM9911,515643,Van,Toyota,Blue,2025,False
14265,KA11ZA9639,515644,Car,Tata,Green,2013,True
14266,KA19VK7406,515646,Motorcycle,Maruti Suzuki,Blue,2013,False
14267,KA19EL4601,515646,Scooter,Maruti Suzuki,Grey,2016,False
14268,KA03RF9599,515648,Motorcycle,Honda,Blue,2022,False
14269,KA04GT5180,515648,Auto Rickshaw,Kia,Red,2013,False
14270,KA03XM4798,515651,Bus,Toyota,Yellow,2013,False
14271,KA11CE7273,515652,Scooter,Honda,Grey,2017,False
14272,KA19VQ1497,515653,Motorcycle,Mahindra,Grey,2019,True
14273,KA02NQ4441,515653,Scooter,Royal Enfield,White,2010,False
14274,KA09HU6803,515654,Bus,Royal Enfield,Grey,2019,True
14275,KA03LD7119,515654,Auto Rickshaw,Honda,Grey,2021,True
14276,KA03WV2569,515655,Scooter,Honda,Black,2009,False
14277,KA19LQ6142,515655,Car,Tata,White,2012,False
14278,KA03RK3462,515658,Auto Rickshaw,Bajaj,Yellow,2018,False
14279,KA01OR1571,515658,Van,Tata,White,2009,False
14280,KA01QR1373,515659,Car,Honda,Grey,2019,False
14281,KA19LM8648,515661,Truck,Bajaj,Grey,2015,False
14282,KA04NA3652,515663,Motorcycle,TVS,Grey,2021,True
14283,KA19IJ1061,515663,Bus,Hero,Green,2016,False
14284,KA05MK6014,515665,Van,Toyota,Green,2023,True
14285,KA09HC7318,515665,SUV,Hyundai,White,2022,False
14286,KA02JT9748,515666,Car,Tata,Yellow,2014,False
14287,KA09OD9795,515666,Auto Rickshaw,Honda,Blue,2009,False
14288,KA04FY7202,515667,Motorcycle,Mahindra,Black,2020,False
14289,KA19AQ1102,515667,Bus,Toyota,Green,2024,False
14290,KA01BL9750,515668,Truck,Mahindra,Silver,2025,False
14291,KA11JY9350,515668,Car,Tata,Blue,2025,True
14292,KA01CM9836,515669,Motorcycle,Maruti Suzuki,Red,2008,False
14293,KA05LW3442,515669,SUV,Tata,Yellow,2010,True
14294,KA02XI7002,515671,Truck,Royal Enfield,Red,2020,False
14295,KA02DI6869,515671,Truck,Hyundai,Yellow,2018,True
14296,KA05GZ6418,515673,Auto Rickshaw,Tata,Black,2019,True
14297,KA02RX8543,515673,Motorcycle,Hyundai,Silver,2024,False
14298,KA02EI5540,515674,Car,Hero,Green,2014,False
14299,KA04OP1539,515675,Car,Hero,White,2012,False
14300,KA09KB9336,515677,Scooter,TVS,Yellow,2017,False
14301,KA05SP5042,515678,Car,Bajaj,Yellow,2025,False
14302,KA03RJ2477,515681,Car,Hyundai,White,2013,False
14303,KA03ZJ1359,515681,Van,Mahindra,Red,2021,False
14304,KA04MX9280,515682,Scooter,Bajaj,Grey,2020,True
14305,KA11EG6932,515683,Motorcycle,Bajaj,Blue,2014,False
14306,KA19JX3738,515683,Car,TVS,Grey,2020,True
14307,KA01CY7150,515684,SUV,Tata,Blue,2018,False
14308,KA11LI7355,515684,Bus,Tata,Silver,2022,True
14309,KA19LN3614,515685,Scooter,Hero,White,2022,False
14310,KA03OM2528,515686,Van,Bajaj,Green,2009,False
14311,KA05OS6235,515687,SUV,Maruti Suzuki,Blue,2008,False
14312,KA03NU9402,515688,Car,Hero,Silver,2024,False
14313,KA11HO8998,515689,Motorcycle,Toyota,Red,2018,False
14314,KA04PP9399,515691,SUV,Mahindra,Red,2022,True
14315,KA05NE7797,515691,Van,Kia,Red,2025,True
14316,KA11DZ6070,515692,Motorcycle,TVS,Silver,2019,True
14317,KA01UL4365,515692,Motorcycle,Mahindra,Red,2024,False
14318,KA02ZF1245,515693,Van,Royal Enfield,Green,2021,True
14319,KA09ZC4342,515693,Truck,Tata,Red,2008,False
14320,KA03JU4302,515694,Motorcycle,TVS,Grey,2018,False
14321,KA01BD1352,515694,Car,TVS,Grey,2022,True
14322,KA04RC8214,515695,SUV,Tata,Yellow,2024,True
14323,KA03IP1033,515696,Motorcycle,Maruti Suzuki,Blue,2008,False
14324,KA03NT4726,515696,Truck,Bajaj,Silver,2024,False
14325,KA11VI9576,515698,Scooter,Mahindra,Black,2025,False
14326,KA01FO6511,515699,SUV,Mahindra,Grey,2019,False
14327,KA01OT9671,515699,Motorcycle,Royal Enfield,Yellow,2009,False
14328,KA04WJ1978,515700,Van,Toyota,Black,2018,False
14329,KA09LY6950,515702,SUV,Royal Enfield,Blue,2025,False
14330,KA11KS6244,515702,Bus,Kia,Black,2009,True
14331,KA11FW1571,515704,Auto Rickshaw,Honda,Blue,2019,False
14332,KA11BJ3482,515706,Car,Honda,Green,2016,False
14333,KA19QT8907,515706,Bus,Honda,Yellow,2013,True
14334,KA03IU5927,515707,Truck,Mahindra,Black,2015,False
14335,KA04WA9262,515707,Scooter,Maruti Suzuki,Grey,2013,False
14336,KA11CJ5869,515708,Motorcycle,TVS,White,2011,False
14337,KA11EK4831,515709,Scooter,TVS,Silver,2023,True
14338,KA04IA4345,515709,Van,Honda,Blue,2024,True
14339,KA01HB7071,515710,Truck,Royal Enfield,Black,2010,False
14340,KA19AZ4013,515710,Van,Kia,Yellow,2009,True
14341,KA05VS8152,515711,Van,Hyundai,Silver,2023,False
14342,KA04CD6543,515714,Scooter,Mahindra,Green,2021,False
14343,KA05ZG9462,515715,Car,Royal Enfield,White,2016,False
14344,KA09HN7204,515715,Car,Maruti Suzuki,Blue,2016,False
14345,KA19YW4257,515716,Auto Rickshaw,Honda,Red,2020,False
14346,KA04NG1611,515717,SUV,Bajaj,Blue,2015,False
14347,KA03KI7627,515717,Van,Toyota,Blue,2025,False
14348,KA05KW9962,515718,Bus,Kia,White,2019,True
14349,KA04KR2520,515720,Auto Rickshaw,Tata,White,2012,False
14350,KA19ZV2004,515722,Car,Toyota,Grey,2017,True
14351,KA05PS2745,515722,Van,Royal Enfield,Black,2021,True
14352,KA09KJ3305,515724,Bus,Hero,Red,2010,False
14353,KA04JD5117,515724,SUV,TVS,Grey,2017,True
14354,KA03JV2584,515725,Car,TVS,Grey,2010,True
14355,KA02RB4862,515726,Car,Hyundai,Red,2025,False
14356,KA01SE1647,515726,Motorcycle,Kia,Silver,2017,True
14357,KA05OY7433,515729,Scooter,Toyota,Green,2010,False
14358,KA03MO9356,515730,SUV,Tata,Green,2014,False
14359,KA03DC1026,515730,Truck,Tata,White,2016,True
14360,KA03WG2851,515732,Van,Maruti Suzuki,Red,2022,False
14361,KA11FL9425,515732,Truck,Tata,Black,2009,False
14362,KA01WO7901,515734,Car,Kia,Black,2013,False
14363,KA03DY3945,515734,Auto Rickshaw,Honda,Blue,2025,False
14364,KA01AW3491,515735,Scooter,Toyota,White,2015,False
14365,KA11QV8246,515735,SUV,Hero,Blue,2010,False
14366,KA05XD2212,515736,Auto Rickshaw,Maruti Suzuki,Red,2016,False
14367,KA04RJ8649,515737,Motorcycle,Hero,Grey,2009,False
14368,KA03JH4011,515740,Car,Maruti Suzuki,White,2018,False
14369,KA11PU2626,515742,Van,TVS,Blue,2011,False
14370,KA11CO5691,515745,Bus,Bajaj,Blue,2021,False
14371,KA04KG1802,515746,Van,Hyundai,Silver,2025,False
14372,KA04DG8233,515746,Van,Bajaj,Silver,2012,False
14373,KA09RD8249,515747,Scooter,Tata,Yellow,2010,False
14374,KA04WH4072,515747,Bus,Mahindra,Red,2025,True
14375,KA02VZ5668,515749,Motorcycle,Mahindra,Red,2019,False
14376,KA02IG5201,515749,Auto Rickshaw,Hyundai,Black,2022,True
14377,KA19OI5022,515752,SUV,Hyundai,Red,2010,False
14378,KA19BN5861,515752,Car,Mahindra,Grey,2016,True
14379,KA05IZ5843,515753,Truck,Mahindra,Black,2008,False
14380,KA09JZ8834,515753,Auto Rickshaw,Kia,Grey,2013,False
14381,KA05EF7911,515754,Van,Tata,Yellow,2012,False
14382,KA01XK2362,515754,Car,Kia,Grey,2008,False
14383,KA02PF9151,515756,SUV,Toyota,Yellow,2013,False
14384,KA03GR5757,515757,Motorcycle,Hyundai,Yellow,2016,False
14385,KA02BI8053,515757,Van,Tata,Yellow,2014,False
14386,KA19CX2768,515758,Motorcycle,Mahindra,Yellow,2022,True
14387,KA05YR7927,515758,Van,Hero,Silver,2008,False
14388,KA04DP1603,515761,Van,Bajaj,White,2021,True
14389,KA01QG4253,515761,Truck,Hero,Blue,2019,False
14390,KA04QM2884,515762,Motorcycle,Bajaj,White,2017,True
14391,KA11QX2146,515762,SUV,Honda,White,2024,False
14392,KA19ZO1776,515763,Motorcycle,Royal Enfield,Black,2022,False
14393,KA11SR8962,515765,Motorcycle,Royal Enfield,White,2013,False
14394,KA02FV8664,515766,Van,Maruti Suzuki,Yellow,2015,False
14395,KA03SF7066,515768,Scooter,Hero,Green,2014,False
14396,KA03SA9029,515770,Bus,Mahindra,Grey,2013,False
14397,KA03CL9285,515772,Auto Rickshaw,Kia,White,2018,True
14398,KA19DR3178,515774,Auto Rickshaw,Mahindra,Yellow,2014,False
14399,KA11VZ9311,515774,Car,Honda,Green,2017,False
14400,KA01MK9147,515775,Car,Tata,White,2020,False
14401,KA19QY8368,515775,SUV,Tata,Grey,2009,True
14402,KA19QV9784,515777,Car,Kia,White,2017,False
14403,KA09KU2622,515777,Auto Rickshaw,Kia,Red,2022,False
14404,KA05MQ5572,515778,Scooter,Honda,Grey,2016,False
14405,KA19UT4765,515778,Scooter,Maruti Suzuki,Grey,2021,False
14406,KA01AI9708,515780,Bus,Toyota,Black,2023,False
14407,KA19NF2421,515780,Truck,Royal Enfield,Yellow,2014,False
14408,KA09PL1641,515783,Car,Royal Enfield,Blue,2011,True
14409,KA03IO8584,515783,Motorcycle,Tata,Grey,2025,True
14410,KA19ST8263,515784,SUV,Tata,Green,2010,False
14411,KA03AF8408,515785,Truck,Hyundai,White,2021,False
14412,KA01UV7225,515787,Bus,Hyundai,Silver,2008,True
14413,KA03OG8734,515787,Auto Rickshaw,Honda,White,2023,True
14414,KA11GA1957,515788,Car,Tata,Red,2013,False
14415,KA04EK1734,515789,Auto Rickshaw,Hero,Yellow,2021,False
14416,KA02DQ9576,515790,Auto Rickshaw,Tata,Black,2023,False
14417,KA02GO4212,515790,Motorcycle,Bajaj,Black,2010,False
14418,KA02HK4705,515791,Car,Royal Enfield,Red,2020,True
14419,KA02ME9615,515792,Bus,Bajaj,Red,2010,False
14420,KA09OF7864,515792,Van,Maruti Suzuki,Red,2013,False
14421,KA05HX3435,515793,Motorcycle,Tata,Yellow,2010,True
14422,KA11JH7497,515794,Truck,Bajaj,White,2008,False
14423,KA19DG5302,515794,Truck,Maruti Suzuki,Yellow,2024,True
14424,KA04WC2888,515796,Bus,Hyundai,White,2023,False
14425,KA05BG4838,515798,Motorcycle,Toyota,Green,2015,True
14426,KA05SW2312,515798,Scooter,Toyota,Blue,2015,True
14427,KA09BD7178,515799,Scooter,Bajaj,White,2024,True
14428,KA05ZK5985,515799,Bus,Mahindra,Yellow,2020,False
14429,KA11BK8001,515800,Car,Mahindra,Yellow,2011,False
14430,KA05PA8615,515802,SUV,Bajaj,Red,2015,False
14431,KA11UC9147,515802,Motorcycle,TVS,Silver,2023,True
14432,KA09WC2971,515804,Van,Hero,Grey,2018,False
14433,KA01UR1741,515804,SUV,TVS,Green,2008,False
14434,KA04ZJ7796,515807,SUV,Royal Enfield,Black,2010,False
14435,KA03NB6756,515810,Scooter,Maruti Suzuki,Yellow,2009,False
14436,KA02IW6139,515810,Van,Hyundai,Red,2021,False
14437,KA09WK3523,515814,Auto Rickshaw,Maruti Suzuki,Black,2023,False
14438,KA03BH9816,515814,SUV,Kia,Blue,2022,False
14439,KA11HP1631,515815,Auto Rickshaw,Toyota,Yellow,2024,False
14440,KA05YD4766,515815,Auto Rickshaw,Hero,Black,2023,False
14441,KA04XK8852,515816,SUV,Hero,Green,2016,False
14442,KA01EC4520,515816,Scooter,Mahindra,Grey,2018,False
14443,KA02YT1668,515817,Car,Hyundai,Blue,2008,False
14444,KA19YD5645,515818,SUV,Maruti Suzuki,White,2013,False
14445,KA05SA2932,515818,Bus,Hyundai,Blue,2016,True
14446,KA02BV4402,515819,Van,Toyota,Yellow,2012,False
14447,KA01JY5051,515820,Motorcycle,Mahindra,White,2010,True
14448,KA01BY9880,515820,Scooter,Royal Enfield,Black,2013,False
14449,KA05AJ1585,515823,Car,Royal Enfield,Grey,2024,True
14450,KA11UL6656,515823,Scooter,Hyundai,Green,2019,False
14451,KA01ET5408,515824,Auto Rickshaw,Hero,Silver,2016,False
14452,KA01VY8791,515825,Van,Mahindra,Yellow,2024,True
14453,KA09ZN3119,515825,Van,Bajaj,Silver,2008,False
14454,KA01DD6480,515826,SUV,Tata,White,2016,False
14455,KA05PM5228,515829,Auto Rickshaw,Mahindra,Yellow,2012,False
14456,KA09DJ4588,515829,Auto Rickshaw,Royal Enfield,Black,2017,True
14457,KA03YL1077,515830,Bus,TVS,Red,2008,True
14458,KA03BR2644,515831,Truck,Honda,Green,2019,False
14459,KA19LH8436,515832,Scooter,Maruti Suzuki,White,2019,True
14460,KA05GY8626,515834,Scooter,Maruti Suzuki,Silver,2009,False
14461,KA11IR3093,515836,Bus,TVS,Green,2008,False
14462,KA02SQ4594,515836,Bus,TVS,Green,2014,False
14463,KA05VX2695,515839,Scooter,Hyundai,Blue,2010,False
14464,KA01SG5642,515839,Motorcycle,Tata,Black,2022,False
14465,KA01RN2165,515840,Auto Rickshaw,Toyota,Yellow,2013,False
14466,KA11JV7423,515842,Motorcycle,Maruti Suzuki,Green,2015,False
14467,KA03GV9900,515842,Van,Toyota,Red,2011,False
14468,KA11HJ7318,515844,Bus,TVS,Black,2018,False
14469,KA03BW6595,515844,Car,TVS,Blue,2019,False
14470,KA01BE9460,515845,Motorcycle,Mahindra,Blue,2022,True
14471,KA03ZK6379,515846,SUV,Hyundai,Green,2014,False
14472,KA05EQ7587,515847,Bus,Tata,Grey,2020,False
14473,KA09GD1627,515847,Van,Hyundai,Silver,2022,False
14474,KA04LV5015,515848,Truck,Hyundai,Green,2017,True
14475,KA02CI7303,515848,Scooter,Royal Enfield,Red,2014,False
14476,KA09AK1064,515850,SUV,Hyundai,Blue,2015,True
14477,KA02XK4083,515851,Scooter,Royal Enfield,Grey,2018,True
14478,KA01XC5776,515853,Bus,Royal Enfield,Blue,2020,False
14479,KA04GP6417,515854,Van,Kia,Green,2013,False
14480,KA04XP6122,515854,Truck,Hyundai,Green,2023,True
14481,KA03BW4113,515857,Motorcycle,Mahindra,Silver,2010,False
14482,KA02AG3013,515858,Auto Rickshaw,Bajaj,Blue,2022,True
14483,KA19QW6438,515858,Scooter,Toyota,Black,2014,False
14484,KA11KG1889,515859,SUV,Maruti Suzuki,Red,2011,False
14485,KA04KA9839,515860,SUV,Kia,Grey,2021,False
14486,KA02JQ8890,515860,SUV,Toyota,Yellow,2022,False
14487,KA03OX9147,515861,Van,TVS,Yellow,2008,False
14488,KA03AC4923,515861,SUV,Kia,Red,2019,True
14489,KA05XL5930,515862,Motorcycle,Mahindra,Blue,2015,False
14490,KA19VV2125,515863,Motorcycle,Royal Enfield,Green,2019,False
14491,KA04AM5853,515864,Truck,Honda,Grey,2019,True
14492,KA09UY8922,515867,Auto Rickshaw,Maruti Suzuki,Green,2015,False
14493,KA01II5705,515868,Scooter,Toyota,Yellow,2025,True
14494,KA04MO8099,515869,SUV,Tata,Black,2016,True
14495,KA01SY3493,515869,Bus,Hyundai,Silver,2012,True
14496,KA02HF7733,515872,Bus,Bajaj,Red,2024,False
14497,KA02SK9736,515874,Scooter,Bajaj,Yellow,2025,True
14498,KA05OJ9705,515876,Auto Rickshaw,Maruti Suzuki,Black,2009,False
14499,KA04RZ2412,515877,Car,TVS,Black,2009,False
14500,KA19YU7526,515877,Scooter,Hero,Red,2019,False
14501,KA02RR7116,515878,Car,Maruti Suzuki,Silver,2020,False
14502,KA01MN8338,515878,SUV,Maruti Suzuki,Silver,2024,False
14503,KA03AW8005,515880,SUV,Royal Enfield,Yellow,2019,True
14504,KA05GF1738,515880,Van,Royal Enfield,Silver,2024,False
14505,KA02XJ4535,515881,SUV,Hyundai,Green,2011,True
14506,KA03ZU5810,515882,SUV,TVS,Grey,2012,False
14507,KA02PC2466,515882,Scooter,Bajaj,Black,2020,False
14508,KA19FE3789,515883,Auto Rickshaw,Kia,Red,2012,True
14509,KA04XZ2265,515884,Auto Rickshaw,Toyota,Yellow,2022,False
14510,KA05WG3257,515884,Auto Rickshaw,TVS,Yellow,2020,False
14511,KA05QD7212,515885,Truck,Bajaj,Red,2008,False
14512,KA02AS6489,515886,Auto Rickshaw,TVS,Grey,2014,False
14513,KA03WD4583,515887,SUV,Mahindra,Red,2021,True
14514,KA01XS6296,515888,Auto Rickshaw,TVS,Blue,2015,False
14515,KA03PN8164,515889,Car,Tata,Silver,2021,False
14516,KA03EK6579,515889,Scooter,Hero,Green,2011,False
14517,KA03VW3247,515891,Motorcycle,Maruti Suzuki,Red,2019,True
14518,KA02UO2237,515891,Truck,Bajaj,Red,2008,False
14519,KA02AT6710,515892,Scooter,Maruti Suzuki,Green,2021,False
14520,KA03DI4537,515894,Bus,TVS,White,2012,False
14521,KA01XQ2576,515896,Van,Kia,Silver,2022,False
14522,KA01HC5641,515897,Car,Toyota,Yellow,2014,False
14523,KA03CH9072,515897,Motorcycle,Toyota,Green,2012,True
14524,KA11VZ6629,515898,Motorcycle,Toyota,Green,2024,False
14525,KA11XJ3996,515898,Van,Royal Enfield,Black,2014,False
14526,KA05GV5790,515899,Auto Rickshaw,Kia,Grey,2018,False
14527,KA09KF9894,515903,Auto Rickshaw,TVS,Green,2025,False
14528,KA01PT6564,515903,Bus,Bajaj,Red,2011,False
14529,KA01TA5291,515904,Van,Maruti Suzuki,Green,2010,False
14530,KA11IQ2422,515905,Car,Honda,Black,2019,False
14531,KA03YG3574,515905,Scooter,Kia,Red,2014,False
14532,KA05YN5637,515906,Motorcycle,Maruti Suzuki,Blue,2017,False
14533,KA19MM1201,515906,Auto Rickshaw,Royal Enfield,Blue,2017,False
14534,KA04MF2845,515907,Van,Toyota,Blue,2016,False
14535,KA11CD6895,515907,Scooter,Honda,Green,2014,False
14536,KA05CY7888,515909,Auto Rickshaw,Maruti Suzuki,Black,2011,False
14537,KA09IL2138,515909,Car,Tata,Silver,2015,False
14538,KA11UG6246,515911,Truck,TVS,Yellow,2014,False
14539,KA03RF3037,515911,Motorcycle,Maruti Suzuki,Yellow,2018,True
14540,KA03PF1693,515912,Van,Hyundai,Green,2018,False
14541,KA11PS5112,515912,Scooter,Honda,Green,2021,False
14542,KA03EO8161,515913,Car,TVS,Black,2023,False
14543,KA05UC8091,515913,Truck,Hyundai,White,2022,False
14544,KA03OJ5761,515914,Auto Rickshaw,Tata,Blue,2019,False
14545,KA01UK5791,515917,Motorcycle,Maruti Suzuki,Red,2011,False
14546,KA01QY5380,515922,Auto Rickshaw,TVS,Grey,2012,False
14547,KA02WJ5160,515923,SUV,Tata,Blue,2019,False
14548,KA09IV3351,515923,Scooter,Bajaj,Silver,2016,False
14549,KA04UQ3102,515926,SUV,Mahindra,Green,2020,False
14550,KA11GZ7944,515926,Auto Rickshaw,Mahindra,Blue,2017,True
14551,KA02OR3923,515927,Scooter,Hero,Green,2022,False
14552,KA01UU6137,515927,Van,Maruti Suzuki,Green,2016,False
14553,KA01EB9217,515928,Car,Toyota,Blue,2019,False
14554,KA09CB1188,515931,Motorcycle,Honda,Blue,2008,False
14555,KA04UE7393,515931,Motorcycle,Hero,Yellow,2021,True
14556,KA19RM1182,515932,Truck,TVS,Blue,2017,False
14557,KA04EZ3120,515934,Van,Tata,Silver,2018,False
14558,KA19SB6215,515934,Van,Bajaj,Silver,2022,False
14559,KA05ST9242,515935,Car,Hyundai,Green,2012,False
14560,KA02DV3295,515936,Truck,Royal Enfield,Red,2025,False
14561,KA19HO5823,515937,Motorcycle,Honda,Yellow,2023,False
14562,KA05TL6005,515937,Scooter,Mahindra,Yellow,2023,False
14563,KA01QA7401,515938,Truck,Tata,Blue,2016,False
14564,KA19OY4012,515939,Scooter,Hero,Yellow,2024,False
14565,KA02OT6558,515939,Scooter,Maruti Suzuki,Grey,2022,False
14566,KA03JN3764,515940,Car,Honda,Silver,2018,True
14567,KA02TM1907,515940,Car,Bajaj,Grey,2020,False
14568,KA02OY8148,515942,Scooter,Tata,Silver,2013,False
14569,KA19LO5075,515943,Car,Maruti Suzuki,Silver,2023,False
14570,KA03KG6435,515945,Car,Honda,Yellow,2009,False
14571,KA05OM9143,515945,Scooter,Mahindra,Silver,2020,False
14572,KA19UQ2437,515947,Bus,Honda,Red,2023,False
14573,KA19NO5064,515947,Car,Toyota,Yellow,2019,True
14574,KA04KM6346,515950,Motorcycle,Honda,Black,2012,False
14575,KA03MP1711,515950,Truck,Tata,Silver,2021,True
14576,KA04XA4705,515952,Scooter,Mahindra,Yellow,2013,False
14577,KA09TB6398,515953,Scooter,Honda,Yellow,2013,True
14578,KA04PD8230,515953,Auto Rickshaw,Tata,Yellow,2015,True
14579,KA11HJ6799,515954,Auto Rickshaw,Bajaj,Black,2009,False
14580,KA19DH8239,515955,SUV,Honda,Grey,2022,False
14581,KA03TG1563,515955,Van,TVS,White,2009,True
14582,KA09JU8753,515957,Scooter,Honda,Silver,2010,False
14583,KA11KN7311,515958,Truck,Kia,Grey,2010,True
14584,KA01HU7211,515961,Van,Kia,Black,2019,True
14585,KA01PA6627,515961,Bus,Maruti Suzuki,Green,2014,True
14586,KA05BG1482,515962,Van,Hyundai,Green,2023,False
14587,KA05XT2963,515964,Car,Tata,Blue,2020,False
14588,KA01WS5961,515964,Car,TVS,Silver,2022,True
14589,KA02RL1035,515965,Auto Rickshaw,Mahindra,Red,2021,True
14590,KA11CP4292,515965,SUV,Honda,Black,2019,True
14591,KA19FL7795,515966,Truck,Honda,Green,2021,False
14592,KA05PA8368,515966,Car,Maruti Suzuki,Yellow,2009,False
14593,KA01JE6170,515968,Scooter,Mahindra,Red,2013,False
14594,KA01SL9935,515968,Auto Rickshaw,Kia,Silver,2020,False
14595,KA05ZV9467,515971,Motorcycle,Maruti Suzuki,Red,2012,False
14596,KA11YP3614,515973,Bus,Kia,White,2021,False
14597,KA01GM4640,515973,Truck,Tata,Red,2011,True
14598,KA09BR8571,515974,Auto Rickshaw,Hyundai,Blue,2009,False
14599,KA03LI4628,515975,Car,Hero,Blue,2013,False
14600,KA19HF9917,515976,Bus,Honda,Blue,2014,False
14601,KA04KY2930,515978,Scooter,Hyundai,Green,2013,False
14602,KA11RU1199,515981,Car,Bajaj,White,2021,False
14603,KA01NS1409,515981,Scooter,Mahindra,Red,2011,True
14604,KA09FH3752,515982,Auto Rickshaw,Tata,Silver,2008,False
14605,KA11FS6238,515983,Car,Tata,White,2013,False
14606,KA19JC1708,515984,Car,Bajaj,Red,2012,False
14607,KA19NC6761,515985,SUV,TVS,Red,2016,False
14608,KA03IB8639,515985,Auto Rickshaw,TVS,Yellow,2017,True
14609,KA01GP9403,515988,SUV,Toyota,Grey,2017,False
14610,KA11WO7384,515988,Truck,Maruti Suzuki,Blue,2012,False
14611,KA19ZF3347,515989,Scooter,Honda,Blue,2025,True
14612,KA05SB7838,515990,Auto Rickshaw,Royal Enfield,Black,2011,False
14613,KA09TI6000,515992,Auto Rickshaw,Hero,Yellow,2016,False
14614,KA19NZ6036,515993,Car,Tata,Green,2009,False
14615,KA03IL2173,515993,Motorcycle,Hero,Grey,2008,False
14616,KA03XD7407,515994,Motorcycle,Tata,White,2024,False
14617,KA01GO8369,515994,Scooter,Maruti Suzuki,Grey,2022,False
14618,KA05HJ5737,515998,Van,Toyota,Grey,2018,True
14619,KA09BY6130,515998,Auto Rickshaw,Hyundai,Yellow,2012,False
14620,KA01NJ7547,516000,Van,Royal Enfield,Red,2015,False
14621,KA11FL7138,516000,Car,Hero,Red,2010,False
14622,KA11GW4187,516001,SUV,Mahindra,Blue,2025,False
14623,KA02KH6308,516001,Motorcycle,Royal Enfield,Yellow,2020,False
14624,KA01JT3737,516002,Scooter,Maruti Suzuki,Grey,2009,False
14625,KA19KC5096,516003,Van,Royal Enfield,Yellow,2010,False
