CourtCaseID,CaseID,CourtName,JudgeName,HearingCount,Judgement
2399,2399,Belagavi Sessions Court,Justice 435,10,Convicted
2400,2400,Kalaburagi District Court,Justice 236,2,Convicted
2401,2401,Mangaluru District Court,Justice 15,18,Pending
2402,2402,Kalaburagi District Court,Justice 90,7,Pending
2403,2403,Bengaluru Sessions Court,Justice 204,1,Acquitted
2404,2404,Kalaburagi District Court,Justice 85,13,Pending
2405,2405,Bengaluru Sessions Court,Justice 220,6,Convicted
2406,2406,Mangaluru District Court,Justice 44,15,Convicted
2407,2407,Mangaluru District Court,Justice 189,16,Pending
2408,2408,Hubballi District Court,Justice 387,13,Convicted
2409,2409,Bengaluru Sessions Court,Justice 39,13,Acquitted
2410,2410,Mangaluru District Court,Justice 335,16,Convicted
2411,2411,Mysuru District Court,Justice 11,6,Pending
2412,2412,Hubballi District Court,Justice 60,2,Acquitted
2413,2413,Hubballi District Court,Justice 74,2,Convicted
2414,2414,Kalaburagi District Court,Justice 255,20,Convicted
2415,2415,Kalaburagi District Court,Justice 319,6,Convicted
2416,2416,Mangaluru District Court,Justice 66,16,Acquitted
2417,2417,Belagavi Sessions Court,Justice 94,17,Pending
2418,2418,Mysuru District Court,Justice 254,19,Convicted
2419,2419,Mysuru District Court,Justice 41,18,Pending
2420,2420,Belagavi Sessions Court,Justice 28,18,Acquitted
2421,2421,Mangaluru District Court,Justice 78,2,Convicted
2422,2422,Belagavi Sessions Court,Justice 248,6,Pending
2423,2423,Belagavi Sessions Court,Justice 142,15,Acquitted
2424,2424,Hubballi District Court,Justice 211,7,Convicted
2425,2425,Mangaluru District Court,Justice 317,10,Pending
2426,2426,Belagavi Sessions Court,Justice 346,5,Convicted
2427,2427,Belagavi Sessions Court,Justice 274,17,Pending
2428,2428,Bengaluru Sessions Court,Justice 192,13,Acquitted
2429,2429,Mangaluru District Court,Justice 71,14,Convicted
2430,2430,Kalaburagi District Court,Justice 194,11,Acquitted
2431,2431,Belagavi Sessions Court,Justice 126,18,Pending
2432,2432,Belagavi Sessions Court,Justice 437,17,Convicted
2433,2433,Mangaluru District Court,Justice 340,16,Convicted
2434,2434,Mangaluru District Court,Justice 206,8,Acquitted
2435,2435,Belagavi Sessions Court,Justice 165,20,Convicted
2436,2436,Belagavi Sessions Court,Justice 356,11,Acquitted
2437,2437,Bengaluru Sessions Court,Justice 83,16,Pending
2438,2438,Belagavi Sessions Court,Justice 170,7,Acquitted
2439,2439,Hubballi District Court,Justice 209,7,Pending
2440,2440,Bengaluru Sessions Court,Justice 429,13,Pending
2441,2441,Bengaluru Sessions Court,Justice 267,7,Pending
2442,2442,Hubballi District Court,Justice 209,11,Convicted
2443,2443,Mangaluru District Court,Justice 300,19,Pending
2444,2444,Kalaburagi District Court,Justice 228,18,Convicted
2445,2445,Mangaluru District Court,Justice 148,8,Acquitted
2446,2446,Hubballi District Court,Justice 53,5,Acquitted
2447,2447,Belagavi Sessions Court,Justice 96,1,Pending
2448,2448,Mysuru District Court,Justice 125,10,Pending
2449,2449,Kalaburagi District Court,Justice 183,7,Convicted
2450,2450,Kalaburagi District Court,Justice 443,11,Pending
2451,2451,Mysuru District Court,Justice 368,10,Acquitted
2452,2452,Mysuru District Court,Justice 57,9,Convicted
2453,2453,Mysuru District Court,Justice 412,4,Convicted
2454,2454,Mangaluru District Court,Justice 131,10,Acquitted
2455,2455,Kalaburagi District Court,Justice 11,14,Convicted
2456,2456,Belagavi Sessions Court,Justice 181,19,Pending
2457,2457,Mangaluru District Court,Justice 51,11,Pending
2458,2458,Mysuru District Court,Justice 133,3,Acquitted
2459,2459,Hubballi District Court,Justice 79,3,Acquitted
2460,2460,Kalaburagi District Court,Justice 156,9,Pending
2461,2461,Kalaburagi District Court,Justice 318,2,Pending
2462,2462,Bengaluru Sessions Court,Justice 233,16,Pending
2463,2463,Kalaburagi District Court,Justice 190,10,Acquitted
2464,2464,Mangaluru District Court,Justice 383,3,Acquitted
2465,2465,Hubballi District Court,Justice 209,20,Convicted
2466,2466,Kalaburagi District Court,Justice 132,14,Convicted
2467,2467,Kalaburagi District Court,Justice 161,4,Convicted
2468,2468,Kalaburagi District Court,Justice 141,11,Acquitted
2469,2469,Bengaluru Sessions Court,Justice 440,20,Pending
2470,2470,Mangaluru District Court,Justice 14,1,Convicted
2471,2471,Hubballi District Court,Justice 320,1,Acquitted
2472,2472,Bengaluru Sessions Court,Justice 295,15,Acquitted
2473,2473,Mysuru District Court,Justice 214,2,Acquitted
2474,2474,Belagavi Sessions Court,Justice 72,5,Pending
2475,2475,Belagavi Sessions Court,Justice 51,18,Convicted
2476,2476,Hubballi District Court,Justice 169,5,Convicted
2477,2477,Kalaburagi District Court,Justice 81,10,Convicted
2478,2478,Hubballi District Court,Justice 225,12,Convicted
2479,2479,Mangaluru District Court,Justice 395,15,Pending
2480,2480,Mangaluru District Court,Justice 328,1,Pending
2481,2481,Belagavi Sessions Court,Justice 406,8,Convicted
2482,2482,Bengaluru Sessions Court,Justice 344,15,Convicted
2483,2483,Bengaluru Sessions Court,Justice 429,14,Acquitted
2484,2484,Kalaburagi District Court,Justice 3,7,Convicted
2485,2485,Hubballi District Court,Justice 293,13,Pending
2486,2486,Mysuru District Court,Justice 478,3,Pending
2487,2487,Mangaluru District Court,Justice 8,11,Pending
2488,2488,Mangaluru District Court,Justice 160,7,Pending
2489,2489,Kalaburagi District Court,Justice 403,17,Convicted
2490,2490,Hubballi District Court,Justice 173,7,Acquitted
2491,2491,Mangaluru District Court,Justice 254,7,Acquitted
2492,2492,Hubballi District Court,Justice 467,11,Pending
2493,2493,Belagavi Sessions Court,Justice 142,10,Acquitted
2494,2494,Belagavi Sessions Court,Justice 211,3,Acquitted
2495,2495,Mangaluru District Court,Justice 41,14,Acquitted
2496,2496,Mysuru District Court,Justice 232,1,Pending
2497,2497,Bengaluru Sessions Court,Justice 127,3,Convicted
2498,2498,Bengaluru Sessions Court,Justice 215,17,Pending
2499,2499,Belagavi Sessions Court,Justice 310,20,Pending
2500,2500,Bengaluru Sessions Court,Justice 205,16,Acquitted
2501,2501,Mysuru District Court,Justice 9,10,Acquitted
2502,2502,Kalaburagi District Court,Justice 382,9,Convicted
2503,2503,Kalaburagi District Court,Justice 365,19,Convicted
2504,2504,Kalaburagi District Court,Justice 72,20,Pending
2505,2505,Hubballi District Court,Justice 324,13,Convicted
2506,2506,Mangaluru District Court,Justice 294,14,Pending
2507,2507,Bengaluru Sessions Court,Justice 417,19,Acquitted
2508,2508,Mysuru District Court,Justice 410,7,Convicted
2509,2509,Hubballi District Court,Justice 10,17,Pending
2510,2510,Kalaburagi District Court,Justice 439,18,Pending
2511,2511,Mangaluru District Court,Justice 242,15,Acquitted
2512,2512,Kalaburagi District Court,Justice 77,16,Convicted
2513,2513,Mysuru District Court,Justice 338,12,Convicted
2514,2514,Hubballi District Court,Justice 303,11,Acquitted
2515,2515,Kalaburagi District Court,Justice 38,20,Convicted
2516,2516,Mangaluru District Court,Justice 128,15,Pending
2517,2517,Bengaluru Sessions Court,Justice 219,14,Acquitted
2518,2518,Belagavi Sessions Court,Justice 233,10,Pending
2519,2519,Mysuru District Court,Justice 18,11,Acquitted
2520,2520,Bengaluru Sessions Court,Justice 400,9,Pending
2521,2521,Mysuru District Court,Justice 91,8,Pending
2522,2522,Mysuru District Court,Justice 181,8,Convicted
2523,2523,Kalaburagi District Court,Justice 244,11,Convicted
2524,2524,Belagavi Sessions Court,Justice 244,1,Convicted
2525,2525,Mysuru District Court,Justice 500,2,Pending
2526,2526,Hubballi District Court,Justice 406,16,Pending
2527,2527,Hubballi District Court,Justice 324,10,Acquitted
2528,2528,Mysuru District Court,Justice 353,4,Pending
2529,2529,Kalaburagi District Court,Justice 30,4,Pending
2530,2530,Kalaburagi District Court,Justice 108,13,Pending
2531,2531,Hubballi District Court,Justice 334,4,Pending
2532,2532,Kalaburagi District Court,Justice 84,20,Acquitted
2533,2533,Belagavi Sessions Court,Justice 215,3,Pending
2534,2534,Bengaluru Sessions Court,Justice 374,9,Acquitted
2535,2535,Kalaburagi District Court,Justice 308,4,Acquitted
2536,2536,Mysuru District Court,Justice 232,17,Convicted
2537,2537,Mangaluru District Court,Justice 165,20,Acquitted
2538,2538,Mysuru District Court,Justice 337,11,Convicted
2539,2539,Kalaburagi District Court,Justice 39,19,Convicted
2540,2540,Hubballi District Court,Justice 336,6,Convicted
2541,2541,Belagavi Sessions Court,Justice 290,19,Pending
2542,2542,Hubballi District Court,Justice 93,11,Pending
2543,2543,Belagavi Sessions Court,Justice 61,19,Pending
2544,2544,Belagavi Sessions Court,Justice 197,5,Convicted
2545,2545,Mangaluru District Court,Justice 251,16,Acquitted
2546,2546,Mysuru District Court,Justice 442,4,Convicted
2547,2547,Kalaburagi District Court,Justice 485,14,Acquitted
2548,2548,Belagavi Sessions Court,Justice 100,20,Convicted
2549,2549,Belagavi Sessions Court,Justice 142,1,Pending
2550,2550,Mangaluru District Court,Justice 232,19,Pending
2551,2551,Kalaburagi District Court,Justice 378,5,Pending
2552,2552,Hubballi District Court,Justice 448,4,Acquitted
2553,2553,Kalaburagi District Court,Justice 262,13,Convicted
2554,2554,Belagavi Sessions Court,Justice 236,20,Pending
2555,2555,Bengaluru Sessions Court,Justice 396,2,Pending
2556,2556,Bengaluru Sessions Court,Justice 139,20,Convicted
2557,2557,Kalaburagi District Court,Justice 312,9,Convicted
2558,2558,Mangaluru District Court,Justice 216,6,Acquitted
2559,2559,Mysuru District Court,Justice 409,19,Acquitted
2560,2560,Mysuru District Court,Justice 169,9,Acquitted
2561,2561,Mangaluru District Court,Justice 351,18,Acquitted
2562,2562,Mangaluru District Court,Justice 272,4,Acquitted
2563,2563,Kalaburagi District Court,Justice 72,16,Convicted
2564,2564,Mangaluru District Court,Justice 92,7,Acquitted
2565,2565,Hubballi District Court,Justice 33,10,Pending
2566,2566,Mangaluru District Court,Justice 401,7,Acquitted
2567,2567,Bengaluru Sessions Court,Justice 239,8,Acquitted
2568,2568,Belagavi Sessions Court,Justice 437,10,Acquitted
2569,2569,Mysuru District Court,Justice 443,16,Pending
2570,2570,Mangaluru District Court,Justice 126,13,Convicted
2571,2571,Mysuru District Court,Justice 78,11,Pending
2572,2572,Mysuru District Court,Justice 322,3,Pending
2573,2573,Belagavi Sessions Court,Justice 215,6,Pending
2574,2574,Belagavi Sessions Court,Justice 372,12,Pending
2575,2575,Belagavi Sessions Court,Justice 320,6,Convicted
2576,2576,Hubballi District Court,Justice 477,11,Pending
2577,2577,Bengaluru Sessions Court,Justice 372,3,Convicted
2578,2578,Belagavi Sessions Court,Justice 103,20,Acquitted
2579,2579,Mangaluru District Court,Justice 173,16,Pending
2580,2580,Bengaluru Sessions Court,Justice 16,19,Pending
2581,2581,Hubballi District Court,Justice 42,11,Acquitted
2582,2582,Hubballi District Court,Justice 411,19,Acquitted
2583,2583,Mangaluru District Court,Justice 163,18,Convicted
2584,2584,Belagavi Sessions Court,Justice 95,1,Pending
2585,2585,Mangaluru District Court,Justice 475,6,Pending
2586,2586,Mangaluru District Court,Justice 64,12,Convicted
2587,2587,Hubballi District Court,Justice 253,17,Acquitted
2588,2588,Kalaburagi District Court,Justice 316,5,Acquitted
2589,2589,Bengaluru Sessions Court,Justice 409,20,Pending
2590,2590,Mysuru District Court,Justice 450,2,Pending
2591,2591,Hubballi District Court,Justice 329,18,Convicted
2592,2592,Belagavi Sessions Court,Justice 135,8,Convicted
2593,2593,Mangaluru District Court,Justice 474,2,Acquitted
2594,2594,Kalaburagi District Court,Justice 356,12,Pending
2595,2595,Mangaluru District Court,Justice 286,19,Pending
2596,2596,Mysuru District Court,Justice 239,4,Pending
2597,2597,Belagavi Sessions Court,Justice 191,5,Convicted
2598,2598,Mysuru District Court,Justice 193,3,Pending
2599,2599,Mysuru District Court,Justice 136,1,Convicted
2600,2600,Mangaluru District Court,Justice 281,3,Acquitted
2601,2601,Bengaluru Sessions Court,Justice 466,5,Convicted
2602,2602,Mysuru District Court,Justice 268,18,Pending
2603,2603,Bengaluru Sessions Court,Justice 39,6,Convicted
2604,2604,Bengaluru Sessions Court,Justice 223,1,Convicted
2605,2605,Belagavi Sessions Court,Justice 11,12,Convicted
2606,2606,Kalaburagi District Court,Justice 177,15,Convicted
2607,2607,Kalaburagi District Court,Justice 128,18,Acquitted
2608,2608,Mysuru District Court,Justice 173,1,Convicted
2609,2609,Belagavi Sessions Court,Justice 147,6,Convicted
2610,2610,Kalaburagi District Court,Justice 383,20,Pending
2611,2611,Bengaluru Sessions Court,Justice 223,12,Convicted
2612,2612,Bengaluru Sessions Court,Justice 289,17,Pending
2613,2613,Hubballi District Court,Justice 331,5,Pending
2614,2614,Mangaluru District Court,Justice 305,4,Convicted
2615,2615,Mysuru District Court,Justice 15,16,Acquitted
2616,2616,Hubballi District Court,Justice 58,20,Pending
2617,2617,Bengaluru Sessions Court,Justice 451,9,Acquitted
2618,2618,Kalaburagi District Court,Justice 450,5,Pending
2619,2619,Bengaluru Sessions Court,Justice 297,15,Acquitted
2620,2620,Bengaluru Sessions Court,Justice 358,10,Acquitted
2621,2621,Mangaluru District Court,Justice 244,19,Convicted
2622,2622,Bengaluru Sessions Court,Justice 13,18,Pending
2623,2623,Mysuru District Court,Justice 145,14,Convicted
2624,2624,Belagavi Sessions Court,Justice 58,10,Pending
2625,2625,Belagavi Sessions Court,Justice 340,1,Pending
2626,2626,Mysuru District Court,Justice 39,3,Acquitted
2627,2627,Belagavi Sessions Court,Justice 449,2,Convicted
2628,2628,Bengaluru Sessions Court,Justice 489,12,Convicted
2629,2629,Hubballi District Court,Justice 414,10,Acquitted
2630,2630,Kalaburagi District Court,Justice 123,1,Pending
2631,2631,Hubballi District Court,Justice 258,4,Acquitted
2632,2632,Mysuru District Court,Justice 345,3,Acquitted
2633,2633,Bengaluru Sessions Court,Justice 157,9,Convicted
2634,2634,Bengaluru Sessions Court,Justice 59,6,Acquitted
2635,2635,Kalaburagi District Court,Justice 402,16,Acquitted
2636,2636,Mangaluru District Court,Justice 47,14,Pending
2637,2637,Bengaluru Sessions Court,Justice 113,20,Convicted
2638,2638,Bengaluru Sessions Court,Justice 338,19,Acquitted
2639,2639,Mangaluru District Court,Justice 206,15,Acquitted
2640,2640,Bengaluru Sessions Court,Justice 375,10,Convicted
2641,2641,Hubballi District Court,Justice 3,5,Convicted
2642,2642,Kalaburagi District Court,Justice 289,10,Acquitted
2643,2643,Kalaburagi District Court,Justice 158,2,Convicted
2644,2644,Belagavi Sessions Court,Justice 74,14,Acquitted
2645,2645,Bengaluru Sessions Court,Justice 461,2,Pending
2646,2646,Bengaluru Sessions Court,Justice 133,15,Pending
2647,2647,Bengaluru Sessions Court,Justice 96,15,Convicted
2648,2648,Kalaburagi District Court,Justice 344,9,Convicted
2649,2649,Mysuru District Court,Justice 212,6,Convicted
2650,2650,Mysuru District Court,Justice 302,10,Convicted
2651,2651,Belagavi Sessions Court,Justice 56,6,Pending
2652,2652,Hubballi District Court,Justice 139,4,Convicted
2653,2653,Hubballi District Court,Justice 203,6,Acquitted
2654,2654,Kalaburagi District Court,Justice 430,9,Acquitted
2655,2655,Mangaluru District Court,Justice 166,4,Acquitted
2656,2656,Mysuru District Court,Justice 85,18,Pending
2657,2657,Mangaluru District Court,Justice 47,1,Convicted
2658,2658,Bengaluru Sessions Court,Justice 25,18,Acquitted
2659,2659,Bengaluru Sessions Court,Justice 144,10,Acquitted
2660,2660,Kalaburagi District Court,Justice 8,3,Acquitted
2661,2661,Hubballi District Court,Justice 326,11,Convicted
2662,2662,Kalaburagi District Court,Justice 477,7,Pending
2663,2663,Mangaluru District Court,Justice 244,19,Convicted
2664,2664,Bengaluru Sessions Court,Justice 472,18,Pending
2665,2665,Mangaluru District Court,Justice 88,20,Acquitted
2666,2666,Mysuru District Court,Justice 164,19,Convicted
2667,2667,Belagavi Sessions Court,Justice 253,10,Pending
2668,2668,Mysuru District Court,Justice 29,20,Convicted
2669,2669,Belagavi Sessions Court,Justice 396,12,Pending
2670,2670,Belagavi Sessions Court,Justice 409,17,Convicted
2671,2671,Mysuru District Court,Justice 391,18,Pending
2672,2672,Mysuru District Court,Justice 375,20,Acquitted
2673,2673,Mysuru District Court,Justice 41,3,Convicted
2674,2674,Mangaluru District Court,Justice 38,12,Pending
2675,2675,Kalaburagi District Court,Justice 8,9,Pending
2676,2676,Mangaluru District Court,Justice 308,6,Pending
2677,2677,Mangaluru District Court,Justice 313,19,Pending
2678,2678,Hubballi District Court,Justice 20,19,Pending
2679,2679,Belagavi Sessions Court,Justice 100,11,Acquitted
2680,2680,Bengaluru Sessions Court,Justice 93,13,Pending
2681,2681,Belagavi Sessions Court,Justice 261,14,Convicted
2682,2682,Hubballi District Court,Justice 262,7,Convicted
2683,2683,Kalaburagi District Court,Justice 274,20,Pending
2684,2684,Mysuru District Court,Justice 125,3,Pending
2685,2685,Belagavi Sessions Court,Justice 230,9,Pending
2686,2686,Mysuru District Court,Justice 454,3,Convicted
2687,2687,Hubballi District Court,Justice 142,15,Convicted
2688,2688,Bengaluru Sessions Court,Justice 493,19,Pending
2689,2689,Mysuru District Court,Justice 115,17,Acquitted
2690,2690,Hubballi District Court,Justice 348,10,Convicted
2691,2691,Belagavi Sessions Court,Justice 7,20,Acquitted
2692,2692,Bengaluru Sessions Court,Justice 198,7,Pending
2693,2693,Kalaburagi District Court,Justice 411,1,Pending
2694,2694,Hubballi District Court,Justice 482,2,Acquitted
2695,2695,Bengaluru Sessions Court,Justice 302,18,Convicted
2696,2696,Bengaluru Sessions Court,Justice 440,13,Convicted
2697,2697,Mangaluru District Court,Justice 11,19,Pending
2698,2698,Hubballi District Court,Justice 397,8,Pending
2699,2699,Belagavi Sessions Court,Justice 466,5,Pending
2700,2700,Mysuru District Court,Justice 19,6,Acquitted
2701,2701,Mangaluru District Court,Justice 278,11,Acquitted
2702,2702,Mangaluru District Court,Justice 483,10,Pending
2703,2703,Hubballi District Court,Justice 283,5,Acquitted
2704,2704,Hubballi District Court,Justice 301,6,Pending
2705,2705,Mysuru District Court,Justice 367,10,Pending
2706,2706,Mysuru District Court,Justice 6,9,Pending
2707,2707,Hubballi District Court,Justice 134,18,Convicted
2708,2708,Hubballi District Court,Justice 22,11,Convicted
2709,2709,Mysuru District Court,Justice 320,6,Pending
2710,2710,Mangaluru District Court,Justice 356,9,Convicted
2711,2711,Hubballi District Court,Justice 233,7,Acquitted
2712,2712,Mangaluru District Court,Justice 250,14,Acquitted
2713,2713,Belagavi Sessions Court,Justice 185,16,Acquitted
2714,2714,Hubballi District Court,Justice 106,9,Convicted
2715,2715,Kalaburagi District Court,Justice 413,11,Pending
2716,2716,Belagavi Sessions Court,Justice 419,7,Convicted
2717,2717,Bengaluru Sessions Court,Justice 70,13,Convicted
2718,2718,Mysuru District Court,Justice 454,18,Pending
2719,2719,Belagavi Sessions Court,Justice 330,3,Convicted
2720,2720,Mangaluru District Court,Justice 79,2,Convicted
2721,2721,Belagavi Sessions Court,Justice 353,5,Convicted
2722,2722,Mangaluru District Court,Justice 491,7,Acquitted
2723,2723,Mangaluru District Court,Justice 415,10,Pending
2724,2724,Bengaluru Sessions Court,Justice 63,3,Pending
2725,2725,Mangaluru District Court,Justice 476,14,Convicted
2726,2726,Hubballi District Court,Justice 261,12,Convicted
2727,2727,Mangaluru District Court,Justice 109,11,Convicted
2728,2728,Kalaburagi District Court,Justice 253,13,Acquitted
2729,2729,Mysuru District Court,Justice 217,20,Pending
2730,2730,Mysuru District Court,Justice 208,14,Convicted
2731,2731,Hubballi District Court,Justice 293,3,Acquitted
2732,2732,Belagavi Sessions Court,Justice 496,17,Pending
2733,2733,Mangaluru District Court,Justice 498,6,Acquitted
2734,2734,Mysuru District Court,Justice 334,16,Acquitted
2735,2735,Mysuru District Court,Justice 388,12,Acquitted
2736,2736,Hubballi District Court,Justice 422,1,Pending
2737,2737,Hubballi District Court,Justice 70,11,Pending
2738,2738,Mangaluru District Court,Justice 202,17,Convicted
2739,2739,Mangaluru District Court,Justice 468,16,Convicted
2740,2740,Belagavi Sessions Court,Justice 478,3,Convicted
2741,2741,Mysuru District Court,Justice 233,18,Pending
2742,2742,Mysuru District Court,Justice 467,3,Convicted
2743,2743,Kalaburagi District Court,Justice 80,7,Pending
2744,2744,Belagavi Sessions Court,Justice 18,13,Pending
2745,2745,Kalaburagi District Court,Justice 271,9,Acquitted
2746,2746,Mangaluru District Court,Justice 315,17,Pending
2747,2747,Belagavi Sessions Court,Justice 141,10,Convicted
2748,2748,Bengaluru Sessions Court,Justice 125,6,Convicted
2749,2749,Bengaluru Sessions Court,Justice 439,17,Convicted
2750,2750,Bengaluru Sessions Court,Justice 99,15,Convicted
2751,2751,Mysuru District Court,Justice 473,5,Acquitted
2752,2752,Bengaluru Sessions Court,Justice 463,1,Acquitted
2753,2753,Kalaburagi District Court,Justice 375,4,Acquitted
2754,2754,Bengaluru Sessions Court,Justice 331,10,Acquitted
2755,2755,Belagavi Sessions Court,Justice 359,1,Pending
2756,2756,Belagavi Sessions Court,Justice 41,9,Acquitted
2757,2757,Bengaluru Sessions Court,Justice 50,18,Convicted
2758,2758,Kalaburagi District Court,Justice 373,20,Acquitted
2759,2759,Bengaluru Sessions Court,Justice 362,16,Pending
2760,2760,Kalaburagi District Court,Justice 63,3,Pending
2761,2761,Hubballi District Court,Justice 496,11,Acquitted
2762,2762,Hubballi District Court,Justice 252,13,Acquitted
2763,2763,Kalaburagi District Court,Justice 439,11,Convicted
2764,2764,Hubballi District Court,Justice 349,10,Acquitted
2765,2765,Kalaburagi District Court,Justice 491,10,Acquitted
2766,2766,Belagavi Sessions Court,Justice 56,16,Acquitted
2767,2767,Kalaburagi District Court,Justice 148,6,Convicted
2768,2768,Mysuru District Court,Justice 182,13,Pending
2769,2769,Belagavi Sessions Court,Justice 287,3,Acquitted
2770,2770,Mangaluru District Court,Justice 146,20,Pending
2771,2771,Mangaluru District Court,Justice 477,19,Convicted
2772,2772,Mysuru District Court,Justice 337,1,Pending
2773,2773,Kalaburagi District Court,Justice 204,18,Acquitted
2774,2774,Mysuru District Court,Justice 30,15,Convicted
2775,2775,Hubballi District Court,Justice 137,17,Pending
2776,2776,Mangaluru District Court,Justice 135,8,Pending
2777,2777,Kalaburagi District Court,Justice 170,4,Acquitted
2778,2778,Bengaluru Sessions Court,Justice 354,19,Acquitted
2779,2779,Mangaluru District Court,Justice 177,8,Convicted
2780,2780,Kalaburagi District Court,Justice 363,5,Acquitted
2781,2781,Kalaburagi District Court,Justice 275,13,Convicted
2782,2782,Bengaluru Sessions Court,Justice 30,9,Pending
2783,2783,Bengaluru Sessions Court,Justice 190,18,Pending
2784,2784,Mysuru District Court,Justice 110,16,Convicted
2785,2785,Mysuru District Court,Justice 357,11,Pending
2786,2786,Mangaluru District Court,Justice 222,9,Acquitted
2787,2787,Mangaluru District Court,Justice 196,7,Acquitted
2788,2788,Belagavi Sessions Court,Justice 265,16,Convicted
2789,2789,Hubballi District Court,Justice 421,12,Convicted
2790,2790,Mangaluru District Court,Justice 408,15,Pending
2791,2791,Mangaluru District Court,Justice 80,15,Pending
2792,2792,Kalaburagi District Court,Justice 185,8,Convicted
2793,2793,Bengaluru Sessions Court,Justice 34,11,Pending
2794,2794,Kalaburagi District Court,Justice 237,8,Convicted
2795,2795,Mysuru District Court,Justice 209,7,Convicted
2796,2796,Mangaluru District Court,Justice 72,1,Pending
2797,2797,Bengaluru Sessions Court,Justice 264,15,Pending
2798,2798,Mysuru District Court,Justice 92,9,Pending
2799,2799,Mangaluru District Court,Justice 494,8,Pending
2800,2800,Hubballi District Court,Justice 166,10,Acquitted
2801,2801,Mysuru District Court,Justice 379,3,Pending
2802,2802,Belagavi Sessions Court,Justice 233,2,Acquitted
2803,2803,Hubballi District Court,Justice 18,5,Acquitted
2804,2804,Bengaluru Sessions Court,Justice 188,1,Pending
2805,2805,Hubballi District Court,Justice 200,16,Convicted
2806,2806,Mangaluru District Court,Justice 146,9,Convicted
2807,2807,Belagavi Sessions Court,Justice 323,16,Convicted
2808,2808,Kalaburagi District Court,Justice 476,13,Acquitted
2809,2809,Mangaluru District Court,Justice 382,13,Acquitted
2810,2810,Hubballi District Court,Justice 259,19,Convicted
2811,2811,Bengaluru Sessions Court,Justice 391,6,Convicted
2812,2812,Kalaburagi District Court,Justice 60,3,Pending
2813,2813,Mysuru District Court,Justice 496,6,Pending
2814,2814,Kalaburagi District Court,Justice 163,13,Convicted
2815,2815,Belagavi Sessions Court,Justice 315,18,Pending
2816,2816,Kalaburagi District Court,Justice 165,5,Acquitted
2817,2817,Hubballi District Court,Justice 118,10,Acquitted
2818,2818,Bengaluru Sessions Court,Justice 112,9,Acquitted
2819,2819,Mangaluru District Court,Justice 404,13,Convicted
2820,2820,Kalaburagi District Court,Justice 412,12,Acquitted
2821,2821,Mysuru District Court,Justice 27,9,Acquitted
2822,2822,Mysuru District Court,Justice 133,11,Acquitted
2823,2823,Hubballi District Court,Justice 145,17,Convicted
2824,2824,Belagavi Sessions Court,Justice 271,9,Pending
2825,2825,Mangaluru District Court,Justice 298,18,Pending
2826,2826,Mysuru District Court,Justice 475,19,Pending
2827,2827,Hubballi District Court,Justice 258,14,Convicted
2828,2828,Hubballi District Court,Justice 67,16,Pending
2829,2829,Kalaburagi District Court,Justice 377,7,Convicted
2830,2830,Mangaluru District Court,Justice 183,2,Pending
2831,2831,Hubballi District Court,Justice 102,12,Acquitted
2832,2832,Mysuru District Court,Justice 206,6,Convicted
2833,2833,Kalaburagi District Court,Justice 237,8,Convicted
2834,2834,Mysuru District Court,Justice 16,9,Pending
2835,2835,Mysuru District Court,Justice 135,15,Pending
2836,2836,Kalaburagi District Court,Justice 58,17,Pending
2837,2837,Mangaluru District Court,Justice 114,16,Convicted
2838,2838,Mangaluru District Court,Justice 233,10,Convicted
2839,2839,Mangaluru District Court,Justice 486,5,Acquitted
2840,2840,Hubballi District Court,Justice 151,17,Pending
2841,2841,Kalaburagi District Court,Justice 355,19,Acquitted
2842,2842,Mangaluru District Court,Justice 105,2,Convicted
2843,2843,Mangaluru District Court,Justice 494,20,Pending
2844,2844,Bengaluru Sessions Court,Justice 304,7,Convicted
2845,2845,Mysuru District Court,Justice 141,4,Convicted
2846,2846,Kalaburagi District Court,Justice 219,4,Convicted
2847,2847,Hubballi District Court,Justice 363,16,Acquitted
2848,2848,Bengaluru Sessions Court,Justice 168,6,Acquitted
2849,2849,Mysuru District Court,Justice 446,8,Convicted
2850,2850,Belagavi Sessions Court,Justice 284,18,Acquitted
2851,2851,Hubballi District Court,Justice 171,20,Pending
2852,2852,Bengaluru Sessions Court,Justice 178,1,Pending
2853,2853,Belagavi Sessions Court,Justice 83,10,Acquitted
2854,2854,Kalaburagi District Court,Justice 204,9,Pending
2855,2855,Hubballi District Court,Justice 222,8,Acquitted
2856,2856,Mangaluru District Court,Justice 205,13,Acquitted
2857,2857,Bengaluru Sessions Court,Justice 92,1,Pending
2858,2858,Hubballi District Court,Justice 450,6,Acquitted
2859,2859,Bengaluru Sessions Court,Justice 399,1,Convicted
2860,2860,Kalaburagi District Court,Justice 110,4,Pending
2861,2861,Mangaluru District Court,Justice 321,13,Convicted
2862,2862,Kalaburagi District Court,Justice 498,18,Pending
2863,2863,Mangaluru District Court,Justice 340,9,Pending
2864,2864,Belagavi Sessions Court,Justice 360,5,Convicted
2865,2865,Hubballi District Court,Justice 172,12,Acquitted
2866,2866,Hubballi District Court,Justice 75,2,Pending
2867,2867,Bengaluru Sessions Court,Justice 223,15,Convicted
2868,2868,Hubballi District Court,Justice 140,8,Pending
2869,2869,Mysuru District Court,Justice 447,5,Acquitted
2870,2870,Hubballi District Court,Justice 65,10,Convicted
