RecordID,CaseID,PersonID,VictimType
5442,2736,507437,Primary
5443,2736,520991,Primary
5444,2736,501537,Secondary
5445,2737,517723,Secondary
5446,2738,520046,Secondary
5447,2739,500558,Primary
5448,2740,517591,Primary
5449,2741,507652,Secondary
5450,2741,503527,Secondary
5451,2741,522994,Secondary
5452,2742,508211,Primary
5453,2743,517121,Primary
5454,2744,506034,Primary
5455,2744,523242,Primary
5456,2744,514829,Primary
5457,2745,517241,Primary
5458,2746,510319,Secondary
5459,2746,507754,Secondary
5460,2747,521331,Primary
5461,2747,502567,Secondary
5462,2747,504165,Secondary
5463,2748,506041,Primary
5464,2748,504809,Primary
5465,2748,508851,Primary
5466,2749,523552,Primary
5467,2750,520985,Secondary
5468,2751,521297,Secondary
5469,2751,502416,Primary
5470,2751,511273,Primary
5471,2752,503452,Secondary
5472,2753,503467,Secondary
5473,2754,509119,Primary
5474,2754,504594,Primary
5475,2754,511733,Secondary
5476,2755,512707,Secondary
5477,2756,500373,Secondary
5478,2756,507205,Primary
5479,2757,502606,Secondary
5480,2757,517929,Secondary
5481,2758,517452,Secondary
5482,2758,520530,Secondary
5483,2758,521250,Primary
5484,2759,514553,Secondary
5485,2759,509734,Secondary
5486,2760,510615,Primary
5487,2761,511484,Secondary
5488,2761,500251,Secondary
5489,2761,505194,Primary
5490,2762,513425,Secondary
5491,2763,501137,Secondary
5492,2763,506372,Primary
5493,2764,515591,Primary
5494,2764,524115,Primary
5495,2764,503393,Primary
5496,2765,512663,Secondary
5497,2765,514756,Primary
5498,2765,505568,Secondary
5499,2766,508215,Primary
5500,2766,518935,Primary
5501,2766,511300,Secondary
5502,2767,509500,Primary
5503,2767,504239,Primary
5504,2768,509914,Primary
5505,2768,522177,Secondary
5506,2769,502442,Secondary
5507,2770,501822,Secondary
5508,2770,519735,Primary
5509,2771,509970,Primary
5510,2772,524156,Secondary
5511,2772,524628,Primary
5512,2772,506062,Primary
5513,2773,507938,Secondary
5514,2773,507306,Primary
5515,2773,516761,Secondary
5516,2774,504613,Primary
5517,2774,507908,Secondary
5518,2775,514029,Primary
5519,2776,512499,Primary
5520,2776,511383,Primary
5521,2776,508880,Primary
5522,2777,514500,Primary
5523,2777,501616,Secondary
5524,2778,519976,Secondary
5525,2779,502246,Secondary
5526,2780,502069,Secondary
5527,2780,513768,Secondary
5528,2781,501816,Primary
5529,2782,517558,Secondary
5530,2782,507993,Primary
5531,2783,509674,Secondary
5532,2783,517209,Secondary
5533,2784,522549,Secondary
5534,2784,507326,Primary
5535,2785,500003,Primary
5536,2786,506462,Secondary
5537,2787,502611,Secondary
5538,2787,523378,Secondary
5539,2788,512725,Primary
5540,2788,502871,Secondary
5541,2788,512644,Primary
5542,2789,502371,Secondary
5543,2789,512782,Primary
5544,2789,511366,Secondary
5545,2790,505069,Primary
5546,2790,518578,Primary
5547,2791,507480,Primary
5548,2792,501145,Primary
5549,2793,508568,Secondary
5550,2793,515155,Primary
5551,2794,513512,Primary
5552,2794,506003,Primary
5553,2795,521690,Primary
5554,2796,503858,Primary
5555,2796,514069,Primary
5556,2797,513465,Secondary
5557,2798,511900,Primary
5558,2798,505297,Secondary
5559,2799,516237,Secondary
5560,2799,514606,Secondary
5561,2799,521578,Secondary
5562,2800,501944,Primary
5563,2800,513638,Secondary
5564,2800,502559,Secondary
5565,2801,524426,Secondary
5566,2801,521014,Primary
5567,2802,505562,Primary
5568,2802,522452,Secondary
5569,2803,514081,Primary
5570,2803,509800,Secondary
5571,2803,504653,Primary
5572,2804,501263,Primary
5573,2804,513201,Secondary
5574,2805,512491,Primary
5575,2805,505556,Primary
5576,2805,506636,Primary
5577,2806,506273,Secondary
5578,2806,509656,Primary
5579,2807,504681,Primary
5580,2807,501305,Secondary
5581,2807,511814,Secondary
5582,2808,518243,Primary
5583,2808,516478,Primary
5584,2808,521047,Primary
5585,2809,519866,Primary
5586,2809,505904,Primary
5587,2810,507943,Primary
5588,2810,505489,Primary
5589,2811,509189,Secondary
5590,2811,518334,Secondary
5591,2812,500486,Primary
5592,2812,513232,Secondary
5593,2812,500513,Primary
5594,2813,519063,Primary
5595,2814,506793,Primary
5596,2814,519820,Secondary
5597,2814,511624,Secondary
5598,2815,500887,Secondary
5599,2815,505995,Secondary
5600,2815,522540,Secondary
5601,2816,512159,Secondary
5602,2816,510685,Secondary
5603,2816,523712,Secondary
5604,2817,508302,Secondary
5605,2817,512938,Secondary
5606,2818,501001,Secondary
5607,2819,513887,Secondary
5608,2819,524091,Secondary
5609,2819,502888,Primary
5610,2820,508189,Secondary
5611,2821,520479,Secondary
5612,2821,513058,Secondary
5613,2821,522256,Secondary
5614,2822,512022,Secondary
5615,2823,501491,Primary
5616,2823,507055,Primary
5617,2824,518035,Primary
5618,2824,508347,Secondary
5619,2825,505520,Primary
5620,2825,510767,Secondary
5621,2825,500584,Primary
5622,2826,507068,Secondary
5623,2826,519791,Secondary
5624,2827,507041,Secondary
5625,2827,504509,Primary
5626,2827,502189,Secondary
5627,2828,510282,Primary
5628,2828,501256,Primary
5629,2828,510996,Secondary
5630,2829,515871,Primary
5631,2829,509387,Primary
5632,2830,518505,Secondary
5633,2830,503915,Primary
5634,2831,500430,Primary
5635,2831,508355,Secondary
5636,2831,506271,Primary
5637,2832,523544,Primary
5638,2832,502466,Primary
5639,2833,504841,Secondary
5640,2834,511269,Secondary
5641,2834,503291,Primary
5642,2835,501878,Secondary
5643,2836,503094,Primary
5644,2837,523611,Secondary
5645,2838,504412,Secondary
5646,2838,512044,Primary
5647,2838,504178,Secondary
5648,2839,510781,Primary
5649,2839,524381,Primary
5650,2839,523071,Primary
5651,2840,509419,Secondary
5652,2840,520250,Secondary
5653,2841,517302,Secondary
5654,2842,503750,Primary
5655,2843,514516,Secondary
5656,2843,521815,Primary
5657,2843,507372,Primary
5658,2844,521944,Secondary
5659,2844,507763,Secondary
5660,2845,519821,Secondary
5661,2845,512625,Primary
5662,2846,504936,Secondary
5663,2846,519088,Secondary
5664,2846,519062,Secondary
5665,2847,523156,Primary
5666,2847,518449,Secondary
5667,2847,520133,Primary
5668,2848,515674,Primary
5669,2849,500967,Secondary
5670,2849,508068,Secondary
5671,2849,511535,Primary
5672,2850,523305,Secondary
5673,2851,501462,Primary
5674,2852,520313,Primary
5675,2852,519182,Primary
5676,2852,508649,Secondary
5677,2853,517864,Primary
5678,2854,521125,Secondary
5679,2854,512606,Primary
5680,2855,511436,Secondary
5681,2856,519100,Primary
5682,2856,510810,Secondary
5683,2857,506064,Primary
5684,2858,505297,Primary
5685,2859,520115,Primary
5686,2859,508590,Secondary
5687,2860,512368,Primary
5688,2860,502620,Primary
5689,2861,500590,Primary
5690,2861,520661,Secondary
5691,2862,523195,Primary
5692,2863,523366,Primary
5693,2863,508777,Secondary
5694,2864,503415,Secondary
5695,2864,510150,Primary
5696,2864,503001,Secondary
5697,2865,519272,Primary
5698,2865,500633,Primary
5699,2866,521732,Secondary
5700,2866,515974,Secondary
5701,2866,512485,Primary
5702,2867,515356,Primary
5703,2867,517569,Secondary
5704,2868,506706,Primary
5705,2868,509491,Secondary
5706,2869,520186,Primary
5707,2869,501574,Primary
5708,2870,523965,Secondary
5709,2870,505802,Primary
5710,2871,517047,Secondary
5711,2871,522989,Secondary
5712,2872,514992,Secondary
5713,2873,521735,Secondary
5714,2873,518076,Secondary
5715,2873,523455,Secondary
5716,2874,512594,Secondary
5717,2875,512173,Secondary
5718,2876,509610,Primary
5719,2877,515666,Primary
5720,2878,507622,Secondary
5721,2878,517157,Secondary
5722,2879,506615,Primary
5723,2879,520542,Secondary
5724,2879,519506,Primary
5725,2880,508061,Primary
5726,2880,515882,Secondary
5727,2881,513673,Primary
5728,2881,514512,Secondary
5729,2881,504486,Primary
5730,2882,515530,Primary
5731,2882,521717,Secondary
5732,2883,509675,Secondary
5733,2883,501080,Secondary
5734,2884,521959,Secondary
5735,2884,524717,Secondary
5736,2885,503471,Secondary
5737,2886,509551,Primary
5738,2886,509458,Primary
5739,2887,521844,Primary
5740,2888,512304,Primary
5741,2888,524964,Primary
5742,2888,520230,Primary
5743,2889,515756,Primary
5744,2889,510877,Secondary
5745,2889,520519,Secondary
5746,2890,501653,Secondary
5747,2890,514524,Primary
5748,2891,502717,Secondary
5749,2892,502331,Primary
5750,2892,507181,Primary
5751,2893,514422,Secondary
5752,2893,517154,Secondary
5753,2894,503281,Primary
5754,2894,514918,Secondary
5755,2894,500832,Primary
5756,2895,520620,Secondary
5757,2895,516442,Secondary
5758,2896,515983,Primary
5759,2896,517356,Primary
5760,2897,502284,Primary
5761,2898,501894,Secondary
5762,2898,520496,Primary
5763,2899,508102,Primary
5764,2899,500062,Secondary
5765,2900,518632,Primary
5766,2900,522148,Primary
5767,2901,504051,Secondary
5768,2901,524939,Primary
5769,2902,500684,Secondary
5770,2902,510079,Secondary
5771,2903,501649,Secondary
5772,2903,506095,Secondary
5773,2904,505526,Secondary
5774,2905,502622,Primary
5775,2906,503025,Primary
5776,2906,507103,Primary
5777,2906,508018,Secondary
5778,2907,523020,Primary
5779,2907,504068,Primary
5780,2907,502919,Secondary
5781,2908,509154,Secondary
5782,2908,519308,Secondary
5783,2908,510774,Secondary
5784,2909,513449,Primary
5785,2909,508920,Primary
5786,2909,515782,Secondary
5787,2910,524735,Secondary
5788,2910,511535,Secondary
5789,2910,524870,Primary
5790,2911,505183,Primary
5791,2911,507105,Primary
5792,2912,522255,Secondary
5793,2912,512043,Primary
5794,2912,510185,Secondary
5795,2913,513931,Primary
5796,2913,521949,Primary
5797,2913,508998,Primary
5798,2914,517664,Primary
5799,2914,514315,Primary
5800,2915,510679,Primary
5801,2915,514455,Secondary
5802,2916,505604,Secondary
5803,2916,508139,Secondary
5804,2916,508928,Secondary
5805,2917,524453,Secondary
5806,2917,518833,Secondary
5807,2918,519882,Secondary
5808,2918,509780,Primary
5809,2919,505927,Primary
5810,2920,505581,Primary
5811,2920,517729,Secondary
5812,2920,500851,Primary
5813,2921,510063,Primary
5814,2922,506078,Primary
5815,2922,505102,Primary
5816,2923,524305,Secondary
5817,2924,517155,Primary
5818,2925,500512,Secondary
5819,2926,523033,Primary
5820,2926,503537,Secondary
5821,2927,505105,Secondary
5822,2927,504334,Primary
5823,2928,516079,Primary
5824,2929,503395,Primary
5825,2930,512510,Primary
5826,2931,516315,Primary
5827,2932,505975,Secondary
5828,2932,515061,Primary
5829,2932,507323,Secondary
5830,2933,514287,Secondary
5831,2934,523825,Primary
5832,2934,523267,Secondary
5833,2934,507137,Secondary
5834,2935,516797,Secondary
5835,2935,505764,Secondary
5836,2935,515190,Primary
5837,2936,515708,Primary
5838,2936,522663,Secondary
5839,2936,517685,Primary
5840,2937,524386,Secondary
5841,2937,524408,Primary
5842,2937,514428,Primary
5843,2938,517015,Secondary
5844,2939,512497,Primary
5845,2939,522117,Secondary
5846,2940,515924,Secondary
5847,2940,523229,Secondary
5848,2941,505527,Secondary
5849,2942,507455,Primary
5850,2942,502371,Secondary
5851,2943,516874,Secondary
5852,2943,516937,Secondary
5853,2944,521542,Secondary
5854,2944,509309,Primary
5855,2944,511617,Primary
5856,2945,520467,Primary
5857,2945,502660,Primary
5858,2946,511099,Primary
5859,2947,504147,Secondary
5860,2947,516282,Secondary
5861,2948,505317,Secondary
5862,2949,521440,Primary
5863,2949,503247,Primary
5864,2950,514041,Primary
5865,2950,518875,Primary
5866,2950,502152,Primary
5867,2951,510638,Primary
5868,2951,503367,Secondary
5869,2952,516184,Primary
5870,2953,508935,Primary
5871,2953,505093,Secondary
5872,2954,519390,Primary
5873,2954,504249,Secondary
5874,2954,521868,Secondary
5875,2955,524675,Secondary
5876,2956,518253,Secondary
5877,2957,511105,Secondary
5878,2957,522339,Secondary
5879,2958,524366,Secondary
5880,2958,514900,Secondary
5881,2958,511229,Primary
5882,2959,515446,Primary
5883,2960,516358,Primary
5884,2960,519994,Secondary
5885,2960,510994,Primary
5886,2961,519846,Primary
5887,2961,505681,Secondary
5888,2961,507768,Primary
5889,2962,501818,Secondary
5890,2963,505796,Primary
5891,2963,501005,Secondary
5892,2963,518732,Secondary
5893,2964,516722,Secondary
5894,2965,502401,Primary
5895,2966,507068,Primary
5896,2966,520638,Secondary
5897,2967,509226,Secondary
5898,2968,516045,Primary
5899,2968,523390,Secondary
5900,2969,506069,Primary
5901,2969,523659,Secondary
5902,2970,506939,Secondary
5903,2971,509201,Primary
5904,2971,515360,Secondary
5905,2971,501818,Primary
5906,2972,523440,Secondary
5907,2972,516939,Secondary
5908,2973,502700,Primary
5909,2974,520240,Primary
5910,2975,511920,Primary
5911,2975,513288,Primary
5912,2975,508890,Secondary
5913,2976,520468,Secondary
5914,2976,516508,Primary
5915,2977,507953,Secondary
5916,2978,523021,Secondary
5917,2978,501741,Primary
5918,2978,524182,Secondary
5919,2979,524060,Secondary
5920,2979,503960,Secondary
5921,2979,504843,Primary
5922,2980,507621,Primary
5923,2980,524792,Primary
5924,2981,502425,Primary
5925,2981,507798,Secondary
5926,2982,500429,Secondary
5927,2983,512396,Primary
5928,2983,502807,Secondary
5929,2983,503283,Secondary
5930,2984,509344,Primary
5931,2984,518519,Secondary
5932,2985,503324,Secondary
5933,2986,521422,Secondary
5934,2986,520181,Primary
5935,2986,516620,Secondary
5936,2987,515580,Primary
5937,2987,514281,Primary
5938,2987,507108,Secondary
5939,2988,518591,Primary
5940,2989,503615,Primary
5941,2989,514810,Secondary
5942,2990,502648,Primary
5943,2991,524935,Secondary
5944,2991,523218,Secondary
5945,2992,505610,Primary
5946,2992,521117,Primary
5947,2992,515393,Primary
5948,2993,506222,Secondary
5949,2994,519445,Secondary
5950,2995,512657,Secondary
5951,2996,516484,Secondary
5952,2997,520819,Primary
5953,2997,519393,Secondary
5954,2998,506082,Primary
5955,2998,500640,Secondary
5956,2998,517995,Secondary
5957,2999,511080,Secondary
5958,2999,510303,Secondary
5959,2999,507563,Primary
5960,3000,509138,Secondary
5961,3000,518250,Secondary
5962,3001,509490,Secondary
5963,3002,510444,Primary
5964,3002,505109,Secondary
5965,3003,500097,Secondary
5966,3004,518150,Primary
5967,3004,503847,Secondary
5968,3005,502210,Primary
5969,3005,507076,Primary
5970,3005,523834,Primary
5971,3006,501350,Secondary
5972,3006,503356,Primary
5973,3007,507107,Secondary
5974,3008,500142,Primary
5975,3008,501419,Secondary
5976,3009,509822,Primary
5977,3010,517664,Primary
5978,3011,507267,Primary
5979,3011,504051,Primary
5980,3011,510614,Secondary
5981,3012,510402,Primary
5982,3013,518746,Secondary
5983,3013,511946,Primary
5984,3013,518166,Primary
5985,3014,512109,Secondary
5986,3015,523926,Primary
5987,3015,518652,Primary
5988,3015,502722,Secondary
5989,3016,519143,Primary
5990,3016,511641,Secondary
5991,3017,508391,Primary
5992,3017,506318,Secondary
5993,3018,523496,Primary
5994,3019,512630,Secondary
5995,3019,511000,Secondary
5996,3019,503060,Primary
5997,3020,521638,Primary
5998,3021,509520,Primary
5999,3022,524520,Secondary
6000,3022,512718,Secondary
6001,3022,509801,Secondary
6002,3023,506080,Primary
6003,3023,501460,Secondary
6004,3024,518988,Primary
6005,3025,507932,Primary
6006,3025,523333,Primary
6007,3026,507959,Secondary
6008,3026,506717,Secondary
6009,3027,505838,Primary
6010,3028,509328,Secondary
6011,3028,521602,Primary
6012,3028,514727,Secondary
6013,3029,503409,Primary
6014,3029,509740,Primary
6015,3029,524511,Secondary
6016,3030,502937,Primary
6017,3030,519199,Primary
6018,3030,514673,Primary
6019,3031,523593,Secondary
6020,3031,504178,Secondary
6021,3031,517080,Secondary
6022,3032,518740,Primary
6023,3032,507894,Primary
6024,3032,513012,Secondary
6025,3033,506150,Primary
6026,3033,506248,Primary
6027,3034,524769,Primary
6028,3035,524487,Primary
6029,3036,524468,Secondary
6030,3036,519237,Primary
6031,3037,508060,Secondary
6032,3038,518527,Primary
6033,3038,511686,Primary
6034,3038,513440,Secondary
6035,3039,506489,Primary
6036,3040,507446,Secondary
6037,3040,504226,Secondary
6038,3040,522996,Secondary
6039,3041,512852,Secondary
6040,3041,502910,Secondary
6041,3042,521042,Primary
6042,3042,503932,Primary
6043,3042,517690,Primary
6044,3043,512171,Primary
6045,3043,500896,Secondary
6046,3044,506816,Secondary
6047,3045,512001,Secondary
6048,3046,519401,Primary
6049,3046,514008,Primary
6050,3047,518359,Secondary
6051,3047,511802,Primary
6052,3048,510954,Primary
6053,3048,506501,Primary
6054,3048,515132,Secondary
6055,3049,521383,Secondary
6056,3049,521218,Secondary
6057,3050,524870,Primary
6058,3050,519808,Secondary
6059,3051,506796,Primary
6060,3051,522279,Primary
6061,3051,517307,Primary
6062,3052,524789,Primary
6063,3053,515481,Primary
6064,3054,509855,Primary
6065,3055,510243,Primary
6066,3055,506726,Secondary
6067,3056,500828,Primary
6068,3057,520852,Secondary
6069,3057,508470,Secondary
6070,3057,507614,Primary
6071,3058,506617,Secondary
6072,3059,514170,Primary
6073,3060,509978,Secondary
6074,3060,514862,Secondary
6075,3061,513187,Secondary
6076,3061,513389,Secondary
6077,3061,506211,Primary
6078,3062,500557,Primary
6079,3062,504661,Primary
6080,3063,509965,Primary
6081,3064,500055,Primary
6082,3065,505865,Secondary
6083,3065,505398,Secondary
6084,3065,509286,Secondary
6085,3066,506067,Secondary
6086,3066,519073,Secondary
6087,3066,512572,Secondary
6088,3067,505085,Primary
6089,3067,510360,Primary
6090,3067,514591,Secondary
6091,3068,516316,Primary
6092,3068,514146,Secondary
6093,3068,517373,Primary
6094,3069,513879,Secondary
6095,3069,511249,Primary
6096,3069,520691,Secondary
6097,3070,504810,Primary
6098,3071,501980,Primary
6099,3071,518697,Secondary
6100,3072,523815,Secondary
6101,3072,511272,Primary
6102,3073,516569,Secondary
6103,3073,506132,Secondary
6104,3073,524578,Secondary
6105,3074,519633,Primary
6106,3074,516862,Primary
6107,3075,509799,Secondary
6108,3075,506935,Primary
6109,3076,509536,Secondary
6110,3076,501798,Secondary
6111,3077,506084,Secondary
6112,3078,509501,Primary
6113,3078,509383,Primary
6114,3078,513937,Primary
6115,3079,515662,Secondary
6116,3079,521509,Secondary
6117,3079,510077,Secondary
6118,3080,504570,Secondary
6119,3080,508390,Secondary
6120,3080,522927,Primary
6121,3081,512610,Secondary
6122,3081,523489,Secondary
6123,3082,519272,Secondary
6124,3083,500411,Primary
6125,3084,523921,Secondary
6126,3084,512159,Primary
6127,3085,518427,Secondary
6128,3086,505096,Primary
6129,3086,508508,Primary
6130,3087,519595,Secondary
6131,3088,519869,Secondary
6132,3088,504429,Secondary
6133,3088,512192,Secondary
6134,3089,510013,Secondary
6135,3089,512959,Primary
6136,3089,501555,Primary
6137,3090,506902,Primary
6138,3091,508618,Primary
6139,3091,520744,Secondary
6140,3091,504334,Primary
6141,3092,504044,Primary
6142,3092,515826,Secondary
6143,3093,501267,Primary
6144,3093,515979,Primary
6145,3093,506621,Secondary
6146,3094,518536,Primary
6147,3094,504299,Primary
6148,3094,500559,Secondary
6149,3095,507956,Primary
6150,3095,502687,Secondary
6151,3095,504590,Secondary
6152,3096,517137,Primary
6153,3096,514842,Primary
6154,3096,524549,Secondary
6155,3097,521565,Primary
6156,3097,507017,Secondary
6157,3098,509575,Secondary
6158,3098,508666,Primary
6159,3099,511410,Primary
6160,3099,510456,Secondary
6161,3100,524108,Primary
6162,3100,500503,Secondary
6163,3100,507444,Secondary
6164,3101,508766,Secondary
6165,3101,510313,Primary
6166,3102,518574,Primary
6167,3102,518807,Primary
6168,3103,508070,Primary
6169,3104,516142,Secondary
6170,3104,502164,Primary
6171,3105,510369,Secondary
6172,3105,513967,Secondary
6173,3106,509013,Secondary
6174,3107,524688,Secondary
6175,3107,505933,Primary
6176,3107,505305,Secondary
6177,3108,517898,Primary
6178,3108,524305,Primary
6179,3109,524809,Secondary
6180,3109,506293,Primary
6181,3110,508492,Primary
6182,3111,516163,Primary
6183,3111,513771,Secondary
6184,3111,509189,Secondary
6185,3112,518190,Secondary
6186,3113,511883,Primary
6187,3113,523538,Primary
6188,3114,520182,Primary
6189,3114,507768,Secondary
6190,3115,508795,Secondary
6191,3115,502903,Primary
6192,3116,522738,Primary
6193,3116,503960,Secondary
6194,3117,513692,Primary
6195,3117,514345,Primary
6196,3117,524130,Primary
6197,3118,512114,Primary
6198,3119,513842,Primary
6199,3119,520539,Primary
6200,3119,515675,Primary
6201,3120,522575,Primary
6202,3120,503390,Primary
6203,3120,521798,Primary
6204,3121,516327,Primary
6205,3121,510503,Secondary
6206,3122,515099,Primary
6207,3123,519829,Primary
6208,3124,519840,Secondary
6209,3124,501741,Primary
6210,3124,518482,Secondary
6211,3125,519890,Secondary
6212,3125,502425,Primary
6213,3125,521632,Primary
6214,3126,513725,Primary
6215,3126,505712,Primary
6216,3126,510333,Secondary
6217,3127,520992,Secondary
6218,3127,511401,Primary
6219,3127,509536,Primary
6220,3128,508043,Primary
6221,3129,508554,Secondary
6222,3129,509007,Secondary
6223,3129,504073,Secondary
6224,3130,508402,Primary
6225,3130,500235,Secondary
6226,3131,521352,Primary
6227,3131,523040,Secondary
6228,3131,513023,Secondary
6229,3132,510862,Secondary
6230,3132,505397,Primary
6231,3132,522579,Secondary
6232,3133,516950,Secondary
6233,3134,517266,Secondary
6234,3135,506185,Primary
6235,3135,509097,Secondary
6236,3135,509055,Secondary
6237,3136,518711,Primary
6238,3136,511694,Primary
6239,3137,522727,Secondary
6240,3137,501167,Primary
6241,3138,518554,Secondary
6242,3138,521997,Primary
6243,3138,503238,Primary
6244,3139,511430,Secondary
6245,3140,518155,Primary
6246,3141,516636,Secondary
6247,3141,517791,Secondary
6248,3142,504930,Secondary
6249,3143,514469,Primary
6250,3143,515661,Primary
6251,3144,515000,Primary
6252,3145,513452,Secondary
6253,3145,513894,Secondary
6254,3146,512179,Secondary
6255,3146,524873,Primary
6256,3146,508790,Secondary
6257,3147,507470,Primary
6258,3147,501390,Secondary
6259,3148,502141,Secondary
6260,3148,517956,Primary
6261,3148,519747,Primary
6262,3149,519013,Primary
6263,3150,503790,Primary
6264,3151,517672,Primary
6265,3152,500918,Secondary
6266,3152,505607,Primary
6267,3152,503299,Secondary
6268,3153,514868,Secondary
6269,3153,507699,Primary
6270,3153,508421,Primary
6271,3154,521302,Secondary
6272,3154,514403,Primary
6273,3155,520211,Secondary
6274,3156,523257,Primary
6275,3157,524888,Secondary
6276,3157,520784,Primary
6277,3157,508711,Primary
6278,3158,524449,Secondary
6279,3158,511309,Secondary
6280,3159,522969,Secondary
6281,3159,502317,Primary
6282,3160,520396,Secondary
6283,3160,511832,Primary
6284,3160,523265,Secondary
6285,3161,523776,Primary
6286,3161,506822,Secondary
6287,3162,506733,Primary
6288,3162,519250,Primary
6289,3162,510346,Secondary
6290,3163,501046,Secondary
6291,3163,505522,Secondary
6292,3163,524314,Secondary
6293,3164,508332,Secondary
6294,3165,516094,Secondary
6295,3165,513445,Secondary
6296,3165,520794,Primary
6297,3166,506100,Secondary
6298,3166,506108,Primary
6299,3167,506710,Primary
6300,3168,503549,Secondary
6301,3168,521212,Primary
6302,3168,519354,Primary
6303,3169,520278,Secondary
6304,3169,512964,Primary
6305,3170,506609,Secondary
6306,3171,521026,Primary
6307,3171,502138,Primary
6308,3172,500024,Primary
6309,3172,504045,Primary
6310,3173,520717,Secondary
6311,3174,522263,Secondary
6312,3174,509718,Primary
6313,3174,514173,Secondary
6314,3175,518125,Primary
6315,3175,503176,Primary
6316,3175,511909,Secondary
6317,3176,522401,Secondary
6318,3176,505798,Primary
6319,3176,511861,Primary
6320,3177,524928,Secondary
6321,3177,500823,Primary
6322,3177,522661,Primary
6323,3178,522192,Primary
6324,3178,513114,Secondary
6325,3178,501325,Secondary
6326,3179,510219,Primary
6327,3179,513794,Secondary
6328,3179,511817,Primary
6329,3180,522128,Secondary
6330,3180,521604,Primary
6331,3181,504720,Primary
6332,3181,505248,Primary
6333,3182,510090,Secondary
6334,3183,508475,Secondary
6335,3183,500842,Secondary
6336,3184,509638,Secondary
6337,3184,501050,Secondary
6338,3185,509602,Secondary
6339,3186,523861,Secondary
6340,3187,523497,Secondary
6341,3188,515872,Primary
6342,3188,518816,Primary
6343,3188,524164,Secondary
6344,3189,513353,Secondary
6345,3189,513619,Primary
6346,3190,517396,Secondary
6347,3190,510377,Secondary
6348,3191,500990,Secondary
6349,3192,522415,Primary
6350,3192,519906,Primary
6351,3192,512892,Secondary
6352,3193,512328,Primary
6353,3194,519466,Secondary
6354,3194,511551,Primary
6355,3195,504051,Primary
6356,3196,512480,Secondary
6357,3197,514208,Secondary
6358,3197,516413,Secondary
6359,3197,516115,Primary
6360,3198,519607,Primary
6361,3198,509353,Secondary
6362,3199,518754,Primary
6363,3199,523775,Primary
6364,3200,514324,Secondary
6365,3200,516848,Primary
6366,3200,508391,Secondary
6367,3201,512402,Secondary
6368,3202,503688,Secondary
6369,3202,509771,Secondary
6370,3203,504463,Secondary
6371,3203,506343,Primary
6372,3204,500706,Secondary
6373,3204,520544,Primary
6374,3205,519196,Secondary
6375,3205,521462,Primary
6376,3205,505032,Primary
6377,3206,522085,Primary
6378,3206,503023,Secondary
6379,3207,500619,Primary
6380,3207,513891,Primary
6381,3208,504677,Secondary
6382,3209,507343,Secondary
6383,3209,510908,Primary
6384,3209,524215,Primary
6385,3210,502923,Primary
6386,3210,505350,Secondary
6387,3210,502728,Secondary
6388,3211,520036,Secondary
6389,3211,512207,Secondary
6390,3212,519928,Primary
6391,3212,519065,Secondary
6392,3213,500258,Primary
6393,3213,507771,Secondary
6394,3213,524557,Primary
6395,3214,512211,Primary
6396,3214,504678,Primary
6397,3215,516574,Primary
6398,3216,508421,Secondary
6399,3217,517952,Primary
6400,3217,524348,Secondary
6401,3217,512688,Primary
6402,3218,517413,Secondary
6403,3219,505120,Secondary
6404,3219,501448,Primary
6405,3220,510562,Primary
6406,3220,516018,Primary
6407,3221,521887,Primary
6408,3222,504536,Primary
6409,3223,524086,Primary
6410,3223,507290,Primary
6411,3223,509160,Primary
6412,3224,500278,Primary
6413,3224,513432,Secondary
6414,3224,514802,Primary
6415,3225,519156,Primary
6416,3226,504754,Secondary
6417,3226,514612,Primary
6418,3226,510458,Secondary
6419,3227,503248,Primary
6420,3227,517469,Primary
6421,3227,517561,Primary
6422,3228,515735,Primary
6423,3229,517635,Secondary
6424,3229,515100,Primary
6425,3230,523924,Primary
6426,3230,501878,Secondary
6427,3231,501062,Primary
6428,3231,506545,Primary
6429,3232,510481,Primary
6430,3232,522803,Secondary
6431,3232,506303,Primary
6432,3233,501694,Secondary
6433,3233,515489,Secondary
6434,3234,509732,Primary
6435,3235,511432,Primary
6436,3236,508768,Secondary
6437,3236,516627,Secondary
6438,3236,519699,Secondary
6439,3237,515545,Secondary
6440,3238,508292,Primary
6441,3238,510949,Primary
6442,3239,505680,Primary
6443,3240,524519,Primary
6444,3240,509804,Secondary
6445,3241,505425,Secondary
6446,3241,517232,Primary
6447,3242,518884,Secondary
6448,3242,506322,Secondary
6449,3243,508587,Secondary
6450,3243,508903,Primary
6451,3243,513460,Secondary
6452,3244,522140,Secondary
6453,3244,512877,Secondary
6454,3245,503901,Primary
6455,3245,505020,Primary
6456,3246,512291,Secondary
6457,3247,504336,Secondary
6458,3248,506010,Primary
6459,3248,508743,Secondary
6460,3249,502503,Secondary
6461,3249,522231,Primary
6462,3250,511616,Primary
6463,3250,506303,Secondary
6464,3251,511048,Secondary
6465,3252,507159,Primary
6466,3252,506859,Secondary
6467,3253,511498,Primary
6468,3253,514187,Primary
6469,3253,521703,Primary
6470,3254,502812,Primary
6471,3255,507165,Secondary
6472,3255,509700,Secondary
6473,3256,505993,Primary
6474,3256,520856,Primary
6475,3257,504691,Primary
6476,3257,505416,Primary
6477,3258,517549,Primary
