EvidenceID,CaseID,EvidenceType,CollectedDate,Status,ForensicLab,Verified
7594,2547,USB Drive,2026-12-17,Sent to FSL,Bengaluru FSL,True
7595,2547,Clothing,2026-12-17,Collected,Mangaluru FSL,False
7596,2548,Vehicle,2026-12-18,Collected,Mangaluru FSL,False
7597,2549,Fingerprint,2025-05-10,Collected,Mysuru FSL,False
7598,2550,USB Drive,2023-10-02,Rejected,Bengaluru FSL,True
7599,2550,Vehicle,2023-10-02,Verified,Bengaluru FSL,True
7600,2551,Vehicle,2024-06-28,Collected,Mangaluru FSL,True
7601,2551,Blood Sample,2024-06-28,Pending Analysis,Mysuru FSL,True
7602,2551,CCTV Footage,2024-06-28,Pending Analysis,Mysuru FSL,True
7603,2551,Firearm,2024-06-28,Rejected,Mangaluru FSL,False
7604,2551,SIM Card,2024-06-28,Pending Analysis,Mangaluru FSL,False
7605,2552,Knife,2023-06-02,Sent to FSL,Mangaluru FSL,False
7606,2552,Blood Sample,2023-06-02,Verified,Mysuru FSL,True
7607,2552,DNA Sample,2023-06-02,Rejected,Bengaluru FSL,True
7608,2553,Firearm,2022-05-22,Rejected,Mysuru FSL,True
7609,2553,Mobile Phone,2022-05-22,Collected,Mangaluru FSL,True
7610,2553,Clothing,2022-05-22,Pending Analysis,Mangaluru FSL,False
7611,2553,SIM Card,2022-05-22,Rejected,Mangaluru FSL,False
7612,2553,Blood Sample,2022-05-22,Rejected,Bengaluru FSL,False
7613,2554,Hard Disk,2026-09-05,Pending Analysis,Bengaluru FSL,False
7614,2554,Vehicle,2026-09-05,Collected,Bengaluru FSL,True
7615,2554,Document,2026-09-05,Rejected,Bengaluru FSL,True
7616,2554,Knife,2026-09-05,Rejected,Bengaluru FSL,False
7617,2555,Hard Disk,2023-12-24,Collected,Mangaluru FSL,True
7618,2556,Knife,2024-05-19,Pending Analysis,Bengaluru FSL,False
7619,2556,Document,2024-05-19,Pending Analysis,Bengaluru FSL,False
7620,2556,Firearm,2024-05-19,Verified,Mangaluru FSL,True
7621,2557,CCTV Footage,2026-11-28,Sent to FSL,Mangaluru FSL,False
7622,2557,Blood Sample,2026-11-28,Verified,Mysuru FSL,True
7623,2557,Laptop,2026-11-28,Verified,Bengaluru FSL,False
7624,2557,Fingerprint,2026-11-28,Pending Analysis,Bengaluru FSL,False
7625,2558,DNA Sample,2022-04-25,Verified,Bengaluru FSL,True
7626,2558,USB Drive,2022-04-25,Verified,Mangaluru FSL,True
7627,2559,CCTV Footage,2025-01-26,Collected,Bengaluru FSL,False
7628,2560,USB Drive,2026-03-16,Sent to FSL,Mysuru FSL,True
7629,2560,Blood Sample,2026-03-16,Sent to FSL,Mysuru FSL,False
7630,2560,DNA Sample,2026-03-16,Sent to FSL,Bengaluru FSL,True
7631,2560,Clothing,2026-03-16,Rejected,Mangaluru FSL,False
7632,2561,Mobile Phone,2023-07-18,Collected,Mangaluru FSL,False
7633,2561,Clothing,2023-07-18,Rejected,Mysuru FSL,True
7634,2561,DNA Sample,2023-07-18,Verified,Bengaluru FSL,True
7635,2562,Drug Sample,2022-03-29,Pending Analysis,Mangaluru FSL,False
7636,2562,Fingerprint,2022-03-29,Verified,Mysuru FSL,False
7637,2562,USB Drive,2022-03-29,Sent to FSL,Mysuru FSL,False
7638,2563,USB Drive,2026-10-29,Collected,Mangaluru FSL,False
7639,2563,SIM Card,2026-10-29,Collected,Bengaluru FSL,False
7640,2564,SIM Card,2022-06-02,Rejected,Mysuru FSL,True
7641,2564,Vehicle,2022-06-02,Rejected,Mysuru FSL,True
7642,2564,CCTV Footage,2022-06-02,Verified,Bengaluru FSL,False
7643,2564,Firearm,2022-06-02,Rejected,Mangaluru FSL,False
7644,2565,SIM Card,2024-12-25,Verified,Bengaluru FSL,True
7645,2565,Document,2024-12-25,Collected,Mysuru FSL,True
7646,2565,Blood Sample,2024-12-25,Verified,Mangaluru FSL,False
7647,2565,Hard Disk,2024-12-25,Verified,Mysuru FSL,False
7648,2566,Firearm,2025-03-29,Pending Analysis,Bengaluru FSL,True
7649,2566,Document,2025-03-29,Collected,Mangaluru FSL,False
7650,2566,Hard Disk,2025-03-29,Collected,Mangaluru FSL,False
7651,2566,Fingerprint,2025-03-29,Rejected,Bengaluru FSL,False
7652,2566,Blood Sample,2025-03-29,Sent to FSL,Mangaluru FSL,True
7653,2567,Clothing,2026-09-18,Collected,Mangaluru FSL,False
7654,2567,Laptop,2026-09-18,Rejected,Mysuru FSL,True
7655,2568,Hard Disk,2022-03-24,Sent to FSL,Mysuru FSL,False
7656,2568,Blood Sample,2022-03-24,Sent to FSL,Mangaluru FSL,False
7657,2568,Knife,2022-03-24,Sent to FSL,Bengaluru FSL,False
7658,2569,Laptop,2026-12-08,Rejected,Mysuru FSL,True
7659,2569,Mobile Phone,2026-12-08,Collected,Mangaluru FSL,False
7660,2569,DNA Sample,2026-12-08,Pending Analysis,Bengaluru FSL,True
7661,2569,CCTV Footage,2026-12-08,Pending Analysis,Mangaluru FSL,False
7662,2570,Clothing,2022-04-29,Collected,Mangaluru FSL,True
7663,2570,Drug Sample,2022-04-29,Verified,Bengaluru FSL,True
7664,2570,Document,2022-04-29,Rejected,Mysuru FSL,True
7665,2571,Firearm,2024-03-31,Collected,Mysuru FSL,True
7666,2571,CCTV Footage,2024-03-31,Sent to FSL,Bengaluru FSL,False
7667,2571,DNA Sample,2024-03-31,Collected,Mysuru FSL,True
7668,2571,Knife,2024-03-31,Sent to FSL,Mysuru FSL,False
7669,2572,Blood Sample,2023-12-15,Sent to FSL,Mangaluru FSL,True
7670,2572,Mobile Phone,2023-12-15,Collected,Mangaluru FSL,False
7671,2572,CCTV Footage,2023-12-15,Sent to FSL,Mysuru FSL,True
7672,2573,Laptop,2024-04-11,Pending Analysis,Mysuru FSL,False
7673,2573,Document,2024-04-11,Verified,Mysuru FSL,True
7674,2573,Hard Disk,2024-04-11,Sent to FSL,Mysuru FSL,False
7675,2573,CCTV Footage,2024-04-11,Collected,Mangaluru FSL,True
7676,2573,Clothing,2024-04-11,Pending Analysis,Mysuru FSL,True
7677,2574,Drug Sample,2026-04-20,Pending Analysis,Mangaluru FSL,True
7678,2574,Document,2026-04-20,Pending Analysis,Bengaluru FSL,False
7679,2574,CCTV Footage,2026-04-20,Verified,Mysuru FSL,False
7680,2574,Blood Sample,2026-04-20,Collected,Mangaluru FSL,False
7681,2575,USB Drive,2025-03-02,Sent to FSL,Mangaluru FSL,True
7682,2575,Document,2025-03-02,Rejected,Mysuru FSL,True
7683,2575,Knife,2025-03-02,Sent to FSL,Mysuru FSL,False
7684,2575,Hard Disk,2025-03-02,Collected,Mangaluru FSL,True
7685,2575,Laptop,2025-03-02,Sent to FSL,Mysuru FSL,False
7686,2576,Laptop,2025-05-24,Verified,Bengaluru FSL,False
7687,2577,Vehicle,2026-06-20,Verified,Bengaluru FSL,False
7688,2577,Drug Sample,2026-06-20,Verified,Mysuru FSL,True
7689,2577,Firearm,2026-06-20,Pending Analysis,Mangaluru FSL,True
7690,2577,Document,2026-06-20,Sent to FSL,Mangaluru FSL,False
7691,2578,Laptop,2024-05-31,Sent to FSL,Bengaluru FSL,False
7692,2578,Hard Disk,2024-05-31,Collected,Mangaluru FSL,True
7693,2579,Knife,2022-05-29,Verified,Bengaluru FSL,False
7694,2579,Firearm,2022-05-29,Collected,Mysuru FSL,True
7695,2579,Document,2022-05-29,Pending Analysis,Mangaluru FSL,True
7696,2579,Clothing,2022-05-29,Rejected,Mangaluru FSL,False
7697,2579,Blood Sample,2022-05-29,Sent to FSL,Bengaluru FSL,True
7698,2580,Document,2023-10-05,Collected,Bengaluru FSL,False
7699,2580,Firearm,2023-10-05,Collected,Mangaluru FSL,True
7700,2581,Knife,2026-06-19,Sent to FSL,Mangaluru FSL,False
7701,2581,Vehicle,2026-06-19,Sent to FSL,Bengaluru FSL,True
7702,2582,Mobile Phone,2025-07-02,Pending Analysis,Mangaluru FSL,True
7703,2583,Mobile Phone,2024-08-31,Rejected,Mysuru FSL,False
7704,2584,SIM Card,2025-05-08,Collected,Bengaluru FSL,False
7705,2584,Blood Sample,2025-05-08,Sent to FSL,Mangaluru FSL,False
7706,2584,Firearm,2025-05-08,Pending Analysis,Mangaluru FSL,True
7707,2585,Hard Disk,2025-06-25,Pending Analysis,Mysuru FSL,True
7708,2585,SIM Card,2025-06-25,Verified,Mysuru FSL,False
7709,2585,CCTV Footage,2025-06-25,Collected,Bengaluru FSL,False
7710,2585,Mobile Phone,2025-06-25,Collected,Mysuru FSL,True
7711,2585,Laptop,2025-06-25,Rejected,Bengaluru FSL,False
7712,2586,DNA Sample,2025-03-21,Sent to FSL,Mangaluru FSL,True
7713,2586,Blood Sample,2025-03-21,Verified,Mangaluru FSL,False
7714,2586,USB Drive,2025-03-21,Collected,Bengaluru FSL,True
7715,2586,Drug Sample,2025-03-21,Sent to FSL,Mangaluru FSL,True
7716,2587,Mobile Phone,2025-04-01,Collected,Bengaluru FSL,True
7717,2588,Document,2026-03-10,Collected,Bengaluru FSL,False
7718,2588,Fingerprint,2026-03-10,Verified,Bengaluru FSL,False
7719,2588,Clothing,2026-03-10,Rejected,Mysuru FSL,False
7720,2588,Mobile Phone,2026-03-10,Rejected,Mangaluru FSL,True
7721,2588,Knife,2026-03-10,Sent to FSL,Mysuru FSL,False
7722,2589,Hard Disk,2022-08-06,Sent to FSL,Bengaluru FSL,True
7723,2589,Vehicle,2022-08-06,Verified,Bengaluru FSL,True
7724,2589,Firearm,2022-08-06,Verified,Mysuru FSL,True
7725,2589,SIM Card,2022-08-06,Verified,Mangaluru FSL,True
7726,2590,Blood Sample,2026-06-29,Sent to FSL,Bengaluru FSL,False
7727,2590,Clothing,2026-06-29,Pending Analysis,Bengaluru FSL,True
7728,2591,Clothing,2022-12-17,Sent to FSL,Bengaluru FSL,False
7729,2591,Document,2022-12-17,Sent to FSL,Bengaluru FSL,False
7730,2591,Fingerprint,2022-12-17,Pending Analysis,Bengaluru FSL,True
7731,2591,Laptop,2022-12-17,Sent to FSL,Bengaluru FSL,False
7732,2592,CCTV Footage,2024-04-17,Collected,Mangaluru FSL,True
7733,2593,DNA Sample,2024-09-05,Pending Analysis,Bengaluru FSL,True
7734,2593,Drug Sample,2024-09-05,Verified,Mysuru FSL,False
7735,2593,Mobile Phone,2024-09-05,Sent to FSL,Bengaluru FSL,False
7736,2594,Blood Sample,2026-03-16,Verified,Mysuru FSL,False
7737,2594,Laptop,2026-03-16,Sent to FSL,Mysuru FSL,True
7738,2594,Knife,2026-03-16,Sent to FSL,Bengaluru FSL,False
7739,2594,Vehicle,2026-03-16,Verified,Bengaluru FSL,True
7740,2595,Vehicle,2024-10-11,Verified,Mysuru FSL,True
7741,2595,USB Drive,2024-10-11,Pending Analysis,Mysuru FSL,False
7742,2595,Fingerprint,2024-10-11,Rejected,Bengaluru FSL,True
7743,2595,Document,2024-10-11,Rejected,Mangaluru FSL,False
7744,2596,Hard Disk,2024-05-29,Rejected,Bengaluru FSL,False
7745,2596,Knife,2024-05-29,Sent to FSL,Bengaluru FSL,True
7746,2597,Knife,2025-02-10,Collected,Bengaluru FSL,False
7747,2597,Drug Sample,2025-02-10,Sent to FSL,Mysuru FSL,False
7748,2597,Fingerprint,2025-02-10,Pending Analysis,Mysuru FSL,True
7749,2597,Clothing,2025-02-10,Collected,Mangaluru FSL,True
7750,2598,Blood Sample,2023-10-04,Rejected,Bengaluru FSL,True
7751,2598,Fingerprint,2023-10-04,Rejected,Bengaluru FSL,True
7752,2599,SIM Card,2026-02-18,Collected,Mangaluru FSL,False
7753,2599,Knife,2026-02-18,Pending Analysis,Bengaluru FSL,True
7754,2600,Firearm,2024-01-01,Verified,Mysuru FSL,True
7755,2600,Document,2024-01-01,Collected,Mysuru FSL,True
7756,2600,Fingerprint,2024-01-01,Sent to FSL,Bengaluru FSL,True
7757,2600,Drug Sample,2024-01-01,Sent to FSL,Mangaluru FSL,False
7758,2600,USB Drive,2024-01-01,Verified,Bengaluru FSL,False
7759,2601,USB Drive,2023-06-09,Sent to FSL,Mysuru FSL,False
7760,2602,Mobile Phone,2026-08-17,Sent to FSL,Mangaluru FSL,False
7761,2602,Blood Sample,2026-08-17,Sent to FSL,Bengaluru FSL,True
7762,2602,CCTV Footage,2026-08-17,Verified,Mysuru FSL,True
7763,2603,Knife,2025-02-23,Rejected,Bengaluru FSL,False
7764,2603,Hard Disk,2025-02-23,Pending Analysis,Bengaluru FSL,True
7765,2603,Laptop,2025-02-23,Collected,Bengaluru FSL,False
7766,2603,CCTV Footage,2025-02-23,Sent to FSL,Mysuru FSL,False
7767,2604,Fingerprint,2023-01-22,Collected,Mangaluru FSL,False
7768,2604,DNA Sample,2023-01-22,Pending Analysis,Mysuru FSL,False
7769,2605,Firearm,2022-05-01,Verified,Mysuru FSL,True
7770,2605,CCTV Footage,2022-05-01,Collected,Mysuru FSL,True
7771,2606,DNA Sample,2025-04-01,Sent to FSL,Mysuru FSL,False
7772,2607,USB Drive,2022-12-23,Pending Analysis,Bengaluru FSL,False
7773,2608,Hard Disk,2025-02-28,Sent to FSL,Mysuru FSL,True
7774,2608,Knife,2025-02-28,Sent to FSL,Bengaluru FSL,False
7775,2609,Blood Sample,2022-06-03,Verified,Bengaluru FSL,True
7776,2609,Vehicle,2022-06-03,Verified,Mangaluru FSL,False
7777,2609,Document,2022-06-03,Sent to FSL,Mysuru FSL,False
7778,2609,USB Drive,2022-06-03,Verified,Bengaluru FSL,False
7779,2609,Hard Disk,2022-06-03,Collected,Mangaluru FSL,True
7780,2610,Laptop,2022-11-18,Verified,Mysuru FSL,True
7781,2611,USB Drive,2025-06-23,Pending Analysis,Bengaluru FSL,True
7782,2611,SIM Card,2025-06-23,Rejected,Mysuru FSL,True
7783,2611,Blood Sample,2025-06-23,Collected,Bengaluru FSL,True
7784,2611,Hard Disk,2025-06-23,Sent to FSL,Mysuru FSL,False
7785,2612,Fingerprint,2026-10-29,Sent to FSL,Mangaluru FSL,False
7786,2613,SIM Card,2025-12-07,Rejected,Mysuru FSL,False
7787,2613,Vehicle,2025-12-07,Verified,Bengaluru FSL,True
7788,2613,CCTV Footage,2025-12-07,Verified,Mangaluru FSL,True
7789,2613,Blood Sample,2025-12-07,Rejected,Mangaluru FSL,False
7790,2613,Mobile Phone,2025-12-07,Sent to FSL,Mysuru FSL,True
7791,2614,Hard Disk,2024-11-13,Rejected,Bengaluru FSL,False
7792,2615,Laptop,2024-05-21,Rejected,Mangaluru FSL,True
7793,2616,Blood Sample,2025-05-24,Sent to FSL,Bengaluru FSL,True
7794,2616,Document,2025-05-24,Collected,Mysuru FSL,False
7795,2616,Firearm,2025-05-24,Collected,Mangaluru FSL,True
7796,2617,Hard Disk,2023-01-08,Verified,Bengaluru FSL,True
7797,2617,Clothing,2023-01-08,Verified,Bengaluru FSL,False
7798,2618,Knife,2026-11-21,Rejected,Bengaluru FSL,False
7799,2618,Document,2026-11-21,Collected,Mysuru FSL,False
7800,2618,Clothing,2026-11-21,Sent to FSL,Mysuru FSL,False
7801,2618,DNA Sample,2026-11-21,Pending Analysis,Mysuru FSL,False
7802,2618,SIM Card,2026-11-21,Sent to FSL,Mangaluru FSL,True
7803,2619,Vehicle,2023-07-26,Pending Analysis,Mysuru FSL,True
7804,2619,Blood Sample,2023-07-26,Verified,Mysuru FSL,True
7805,2620,Laptop,2026-04-24,Collected,Bengaluru FSL,False
7806,2620,Vehicle,2026-04-24,Rejected,Mysuru FSL,True
7807,2620,USB Drive,2026-04-24,Sent to FSL,Mysuru FSL,True
7808,2620,Firearm,2026-04-24,Verified,Bengaluru FSL,True
7809,2620,SIM Card,2026-04-24,Rejected,Mysuru FSL,True
7810,2621,Vehicle,2022-07-09,Collected,Mysuru FSL,False
7811,2621,Mobile Phone,2022-07-09,Pending Analysis,Mysuru FSL,True
7812,2621,Laptop,2022-07-09,Sent to FSL,Bengaluru FSL,True
7813,2621,Document,2022-07-09,Verified,Mysuru FSL,False
7814,2622,DNA Sample,2026-01-21,Verified,Mysuru FSL,False
7815,2623,DNA Sample,2026-09-26,Sent to FSL,Mysuru FSL,False
7816,2623,Firearm,2026-09-26,Rejected,Mangaluru FSL,True
7817,2624,CCTV Footage,2022-12-01,Rejected,Bengaluru FSL,False
7818,2625,Mobile Phone,2025-08-28,Pending Analysis,Mangaluru FSL,True
7819,2625,CCTV Footage,2025-08-28,Collected,Mysuru FSL,False
7820,2625,DNA Sample,2025-08-28,Verified,Mysuru FSL,True
7821,2626,Mobile Phone,2026-05-30,Verified,Mysuru FSL,False
7822,2626,Firearm,2026-05-30,Collected,Mangaluru FSL,True
7823,2627,Knife,2024-12-16,Pending Analysis,Mysuru FSL,False
7824,2627,SIM Card,2024-12-16,Verified,Bengaluru FSL,False
7825,2628,USB Drive,2026-03-16,Sent to FSL,Mysuru FSL,False
7826,2628,Drug Sample,2026-03-16,Sent to FSL,Mysuru FSL,True
7827,2629,Mobile Phone,2026-12-26,Sent to FSL,Mangaluru FSL,False
7828,2629,USB Drive,2026-12-26,Sent to FSL,Mysuru FSL,False
7829,2629,Clothing,2026-12-26,Sent to FSL,Bengaluru FSL,True
7830,2629,Knife,2026-12-26,Pending Analysis,Mangaluru FSL,False
7831,2629,Blood Sample,2026-12-26,Rejected,Bengaluru FSL,True
7832,2630,USB Drive,2025-03-23,Collected,Bengaluru FSL,True
7833,2630,Drug Sample,2025-03-23,Rejected,Mysuru FSL,False
7834,2631,Firearm,2026-05-26,Rejected,Mangaluru FSL,True
7835,2631,Document,2026-05-26,Collected,Bengaluru FSL,False
7836,2632,DNA Sample,2024-02-15,Verified,Mangaluru FSL,True
7837,2632,SIM Card,2024-02-15,Sent to FSL,Bengaluru FSL,True
7838,2632,USB Drive,2024-02-15,Collected,Bengaluru FSL,True
7839,2632,CCTV Footage,2024-02-15,Pending Analysis,Bengaluru FSL,True
7840,2633,Firearm,2022-11-11,Sent to FSL,Bengaluru FSL,True
7841,2633,Document,2022-11-11,Pending Analysis,Mysuru FSL,False
7842,2633,Knife,2022-11-11,Verified,Mysuru FSL,True
7843,2633,Drug Sample,2022-11-11,Rejected,Mysuru FSL,True
7844,2633,Vehicle,2022-11-11,Pending Analysis,Mysuru FSL,False
7845,2634,Drug Sample,2025-02-09,Collected,Mysuru FSL,True
7846,2634,Firearm,2025-02-09,Rejected,Mangaluru FSL,True
7847,2634,Vehicle,2025-02-09,Verified,Mysuru FSL,True
7848,2634,Laptop,2025-02-09,Pending Analysis,Mysuru FSL,True
7849,2634,Clothing,2025-02-09,Pending Analysis,Mysuru FSL,True
7850,2635,CCTV Footage,2024-06-15,Collected,Mangaluru FSL,False
7851,2635,USB Drive,2024-06-15,Verified,Mysuru FSL,False
7852,2635,Knife,2024-06-15,Collected,Bengaluru FSL,True
7853,2636,Firearm,2024-08-01,Verified,Bengaluru FSL,True
7854,2636,Mobile Phone,2024-08-01,Verified,Mysuru FSL,False
7855,2637,Blood Sample,2024-12-12,Collected,Mysuru FSL,True
7856,2637,DNA Sample,2024-12-12,Sent to FSL,Bengaluru FSL,True
7857,2637,Knife,2024-12-12,Sent to FSL,Bengaluru FSL,False
7858,2638,CCTV Footage,2025-01-01,Pending Analysis,Mysuru FSL,False
7859,2638,Vehicle,2025-01-01,Collected,Bengaluru FSL,False
7860,2639,SIM Card,2024-04-02,Verified,Mysuru FSL,False
7861,2639,Blood Sample,2024-04-02,Sent to FSL,Mangaluru FSL,True
7862,2639,Clothing,2024-04-02,Verified,Bengaluru FSL,False
7863,2640,Vehicle,2023-06-04,Sent to FSL,Mangaluru FSL,True
7864,2641,SIM Card,2023-01-23,Pending Analysis,Bengaluru FSL,False
7865,2642,DNA Sample,2025-09-24,Collected,Mangaluru FSL,True
7866,2643,SIM Card,2022-02-16,Rejected,Mangaluru FSL,True
7867,2643,Drug Sample,2022-02-16,Collected,Mangaluru FSL,False
7868,2643,Clothing,2022-02-16,Collected,Mysuru FSL,False
7869,2643,Mobile Phone,2022-02-16,Sent to FSL,Bengaluru FSL,False
7870,2643,Document,2022-02-16,Sent to FSL,Mangaluru FSL,False
7871,2644,CCTV Footage,2023-08-16,Verified,Mysuru FSL,False
7872,2644,Fingerprint,2023-08-16,Collected,Mysuru FSL,False
7873,2644,Drug Sample,2023-08-16,Pending Analysis,Mysuru FSL,True
7874,2644,Clothing,2023-08-16,Verified,Mangaluru FSL,True
7875,2645,Fingerprint,2023-04-12,Rejected,Mangaluru FSL,True
7876,2645,USB Drive,2023-04-12,Collected,Mysuru FSL,False
7877,2646,Blood Sample,2026-06-21,Verified,Bengaluru FSL,False
7878,2646,Clothing,2026-06-21,Collected,Mangaluru FSL,True
7879,2646,Fingerprint,2026-06-21,Collected,Mangaluru FSL,True
7880,2646,Firearm,2026-06-21,Sent to FSL,Mangaluru FSL,False
7881,2647,Knife,2024-09-28,Pending Analysis,Bengaluru FSL,True
7882,2647,CCTV Footage,2024-09-28,Sent to FSL,Bengaluru FSL,True
7883,2648,CCTV Footage,2024-03-03,Rejected,Mysuru FSL,True
7884,2648,SIM Card,2024-03-03,Verified,Bengaluru FSL,False
7885,2649,SIM Card,2023-03-22,Rejected,Mysuru FSL,True
7886,2649,DNA Sample,2023-03-22,Verified,Mangaluru FSL,False
7887,2649,Fingerprint,2023-03-22,Collected,Bengaluru FSL,True
7888,2649,Hard Disk,2023-03-22,Pending Analysis,Mangaluru FSL,False
7889,2649,Vehicle,2023-03-22,Sent to FSL,Mangaluru FSL,False
7890,2650,Drug Sample,2022-05-12,Rejected,Mysuru FSL,True
7891,2651,Hard Disk,2024-04-30,Pending Analysis,Mysuru FSL,True
7892,2651,Firearm,2024-04-30,Verified,Mangaluru FSL,False
7893,2651,Vehicle,2024-04-30,Rejected,Mangaluru FSL,True
7894,2651,Knife,2024-04-30,Rejected,Mangaluru FSL,True
7895,2651,Drug Sample,2024-04-30,Verified,Mysuru FSL,True
7896,2652,CCTV Footage,2022-06-18,Collected,Mysuru FSL,False
7897,2652,Mobile Phone,2022-06-18,Pending Analysis,Mangaluru FSL,True
7898,2652,Drug Sample,2022-06-18,Verified,Mangaluru FSL,False
7899,2652,Clothing,2022-06-18,Rejected,Mangaluru FSL,False
7900,2653,CCTV Footage,2022-12-09,Pending Analysis,Mysuru FSL,False
7901,2653,Knife,2022-12-09,Sent to FSL,Bengaluru FSL,False
7902,2653,Hard Disk,2022-12-09,Rejected,Mangaluru FSL,False
7903,2653,Firearm,2022-12-09,Rejected,Mangaluru FSL,True
7904,2654,Fingerprint,2023-05-23,Verified,Bengaluru FSL,True
7905,2655,Firearm,2025-02-02,Sent to FSL,Mangaluru FSL,False
7906,2655,USB Drive,2025-02-02,Rejected,Bengaluru FSL,True
7907,2656,USB Drive,2024-12-09,Sent to FSL,Mysuru FSL,False
7908,2656,Drug Sample,2024-12-09,Verified,Mysuru FSL,True
7909,2656,DNA Sample,2024-12-09,Sent to FSL,Mysuru FSL,False
7910,2656,CCTV Footage,2024-12-09,Sent to FSL,Bengaluru FSL,True
7911,2656,Mobile Phone,2024-12-09,Collected,Bengaluru FSL,True
7912,2657,CCTV Footage,2025-05-27,Rejected,Bengaluru FSL,True
7913,2658,Drug Sample,2022-05-18,Rejected,Mangaluru FSL,False
7914,2658,Firearm,2022-05-18,Sent to FSL,Mysuru FSL,False
7915,2658,CCTV Footage,2022-05-18,Verified,Mysuru FSL,True
7916,2658,Vehicle,2022-05-18,Sent to FSL,Mysuru FSL,False
7917,2659,CCTV Footage,2023-11-20,Verified,Bengaluru FSL,False
7918,2659,Document,2023-11-20,Pending Analysis,Bengaluru FSL,False
7919,2660,DNA Sample,2025-05-15,Pending Analysis,Mysuru FSL,False
7920,2661,Drug Sample,2024-08-27,Sent to FSL,Mysuru FSL,False
7921,2661,SIM Card,2024-08-27,Collected,Mangaluru FSL,False
7922,2661,USB Drive,2024-08-27,Pending Analysis,Mysuru FSL,False
7923,2661,Hard Disk,2024-08-27,Pending Analysis,Mysuru FSL,False
7924,2662,CCTV Footage,2023-08-09,Verified,Mysuru FSL,False
7925,2662,Mobile Phone,2023-08-09,Rejected,Mysuru FSL,True
7926,2662,Laptop,2023-08-09,Sent to FSL,Mysuru FSL,True
7927,2662,Knife,2023-08-09,Pending Analysis,Mangaluru FSL,False
7928,2663,Drug Sample,2022-01-05,Collected,Mysuru FSL,True
7929,2663,Vehicle,2022-01-05,Sent to FSL,Mangaluru FSL,True
7930,2663,SIM Card,2022-01-05,Rejected,Mysuru FSL,True
7931,2664,Document,2024-09-02,Collected,Mysuru FSL,False
7932,2664,Mobile Phone,2024-09-02,Sent to FSL,Mangaluru FSL,True
7933,2664,Knife,2024-09-02,Verified,Bengaluru FSL,True
7934,2665,Laptop,2026-09-26,Pending Analysis,Mysuru FSL,False
7935,2665,Fingerprint,2026-09-26,Verified,Mangaluru FSL,True
7936,2665,Vehicle,2026-09-26,Sent to FSL,Mysuru FSL,False
7937,2665,Knife,2026-09-26,Collected,Bengaluru FSL,True
7938,2666,Fingerprint,2025-01-09,Collected,Mysuru FSL,True
7939,2667,Hard Disk,2023-01-24,Verified,Bengaluru FSL,False
7940,2667,Clothing,2023-01-24,Sent to FSL,Bengaluru FSL,True
7941,2667,CCTV Footage,2023-01-24,Collected,Mysuru FSL,True
7942,2667,Blood Sample,2023-01-24,Pending Analysis,Mysuru FSL,True
7943,2667,Drug Sample,2023-01-24,Collected,Mysuru FSL,True
7944,2668,SIM Card,2025-05-03,Sent to FSL,Bengaluru FSL,False
7945,2668,Hard Disk,2025-05-03,Sent to FSL,Mysuru FSL,False
7946,2668,Fingerprint,2025-05-03,Collected,Mysuru FSL,True
7947,2669,Clothing,2025-02-10,Collected,Mangaluru FSL,True
7948,2670,Mobile Phone,2023-03-30,Collected,Bengaluru FSL,True
7949,2670,DNA Sample,2023-03-30,Collected,Mangaluru FSL,False
7950,2670,Vehicle,2023-03-30,Pending Analysis,Bengaluru FSL,True
7951,2670,Firearm,2023-03-30,Pending Analysis,Mysuru FSL,False
7952,2671,Clothing,2026-02-23,Rejected,Bengaluru FSL,True
7953,2671,Blood Sample,2026-02-23,Collected,Mysuru FSL,False
7954,2671,Fingerprint,2026-02-23,Rejected,Mysuru FSL,False
7955,2671,Vehicle,2026-02-23,Rejected,Bengaluru FSL,True
7956,2671,Firearm,2026-02-23,Verified,Bengaluru FSL,False
7957,2672,Blood Sample,2023-11-17,Collected,Bengaluru FSL,False
7958,2672,CCTV Footage,2023-11-17,Pending Analysis,Mangaluru FSL,True
7959,2673,Mobile Phone,2026-09-16,Sent to FSL,Bengaluru FSL,True
7960,2673,USB Drive,2026-09-16,Verified,Bengaluru FSL,True
7961,2674,Knife,2026-01-08,Sent to FSL,Mysuru FSL,False
7962,2674,Blood Sample,2026-01-08,Rejected,Mangaluru FSL,False
7963,2674,Laptop,2026-01-08,Rejected,Mysuru FSL,False
7964,2675,Knife,2023-09-25,Rejected,Mysuru FSL,True
7965,2675,Drug Sample,2023-09-25,Pending Analysis,Mangaluru FSL,True
7966,2675,SIM Card,2023-09-25,Rejected,Mangaluru FSL,False
7967,2675,Firearm,2023-09-25,Sent to FSL,Mangaluru FSL,False
7968,2676,Fingerprint,2023-09-23,Collected,Bengaluru FSL,True
7969,2676,Hard Disk,2023-09-23,Rejected,Mangaluru FSL,False
7970,2677,Blood Sample,2026-07-26,Pending Analysis,Mysuru FSL,False
7971,2678,Knife,2025-12-25,Collected,Mysuru FSL,True
7972,2678,USB Drive,2025-12-25,Collected,Mysuru FSL,False
7973,2678,Clothing,2025-12-25,Rejected,Mysuru FSL,False
7974,2678,Mobile Phone,2025-12-25,Collected,Bengaluru FSL,False
7975,2678,Fingerprint,2025-12-25,Rejected,Mangaluru FSL,False
