CaseID,FIRNumber,CrimeType,CrimeCategory,District,PoliceStation,Latitude,Longitude,Date,Time,Severity,Status,VictimID,SuspectID,Weapon,RepeatOffender,GangID,EstimatedLoss
4249,FIR-104248,Robbery,Property Crime,Mysuru,Chittoor PS,12.305475138695563,76.69619432253927,2025-11-29,07:17:43,High,Open,15925,4305,Blunt Object,True,74,284274
4250,FIR-104249,Fraud,Financial Crime,Mysuru,Berhampur PS,12.258872965182377,76.57931184188627,2025-08-03,11:00:04,High,Under Investigation,8987,6691,Knife,False,120,223073
4251,FIR-104250,Theft,Property Crime,Dakshina Kannada,Sasaram PS,12.903552758690651,74.7966394139575,2026-04-16,13:19:32,Low,Closed,20182,3339,Blunt Object,True,128,16856
4252,FIR-104251,Cyber Crime,Cyber Crime,Dakshina Kannada,Miryalaguda PS,12.850733329856865,74.83583643469784,2025-09-19,21:49:11,Medium,Under Investigation,14290,208,None,True,96,251078
4253,FIR-104252,Assault,Violent Crime,Bengaluru Urban,Ahmedabad PS,12.97841860221209,77.56630209238702,2024-10-12,03:11:44,Low,Chargesheet Filed,20215,7026,Blunt Object,True,108,454315
4254,FIR-104253,Murder,Violent Crime,Bengaluru Urban,Proddatur PS,12.98974913221541,77.65760039026142,2024-10-14,03:46:31,Low,Under Investigation,21820,4709,Gun,False,25,307414
4255,FIR-104254,Fraud,Financial Crime,Dakshina Kannada,Kavali PS,12.852102236829014,74.77631823287044,2025-06-18,10:39:45,High,Closed,13674,3149,Knife,False,93,41811
4256,FIR-104255,Robbery,Property Crime,Mysuru,Jalgaon PS,12.259853375732282,76.69629164703277,2025-05-12,13:18:40,High,Open,3016,7698,Unknown,False,64,207372
4257,FIR-104256,Drug Trafficking,Organized Crime,Mysuru,Nanded PS,12.375241509217089,76.61739886704936,2025-05-04,23:35:37,Low,Closed,10819,3566,None,True,149,414677
4258,FIR-104257,Drug Trafficking,Organized Crime,Dakshina Kannada,Miryalaguda PS,12.984097646894101,74.78563459576097,2024-11-18,23:07:08,High,Under Investigation,15449,6624,Blunt Object,False,218,242054
4259,FIR-104258,Kidnapping,Violent Crime,Dakshina Kannada,Kishanganj PS,12.9897419267057,74.8533466165156,2025-10-01,00:35:16,High,Open,12401,6945,None,False,101,460798
4260,FIR-104259,Domestic Violence,Social Crime,Mysuru,Morena PS,12.241047596615195,76.60583077241932,2025-04-18,06:20:14,High,Chargesheet Filed,14593,1707,None,False,233,51634
4261,FIR-104260,Domestic Violence,Social Crime,Dakshina Kannada,Bongaigaon PS,12.992013797990685,74.83158606912431,2026-07-06,02:55:15,Medium,Closed,13230,5694,Knife,True,106,269139
4262,FIR-104261,Robbery,Property Crime,Dakshina Kannada,Cuttack PS,12.890086568682644,74.83623564758216,2024-08-12,16:30:26,Medium,Open,12688,760,Gun,True,3,399763
4263,FIR-104262,Robbery,Property Crime,Dakshina Kannada,Bikaner PS,12.854563548352253,74.8791042968963,2025-08-30,02:07:40,High,Under Investigation,18011,3389,Unknown,False,4,443600
4264,FIR-104263,Drug Trafficking,Organized Crime,Mysuru,Anantapuram PS,12.250620892403246,76.66822509018903,2025-03-28,00:25:33,Low,Chargesheet Filed,16071,3056,None,False,100,441695
4265,FIR-104264,Burglary,Property Crime,Mysuru,Bihar Sharif PS,12.283285309822666,76.55969373920374,2026-03-03,15:50:18,Medium,Closed,15928,6385,None,True,234,459786
4266,FIR-104265,Murder,Violent Crime,Bengaluru Urban,Ranchi PS,12.950333092897719,77.56650009481744,2026-01-28,11:11:59,Low,Under Investigation,865,1624,Blunt Object,False,163,139177
4267,FIR-104266,Cyber Crime,Cyber Crime,Bengaluru Urban,Nandyal PS,12.991495170647507,77.60954868048589,2026-05-20,10:44:15,Low,Chargesheet Filed,3491,3338,Knife,False,15,71644
4268,FIR-104267,Theft,Property Crime,Dakshina Kannada,Ranchi PS,12.844236355497404,74.916092834294,2025-09-29,13:13:19,Medium,Closed,18959,1587,Gun,False,12,191353
4269,FIR-104268,Burglary,Property Crime,Dakshina Kannada,Indore PS,12.915596375579256,74.78516895169939,2025-06-07,04:41:34,High,Under Investigation,4596,3425,Unknown,False,3,74985
4270,FIR-104269,Burglary,Property Crime,Dakshina Kannada,Guna PS,12.957007287938847,74.84662294182233,2024-07-23,18:55:01,Medium,Open,21627,1146,Blunt Object,False,101,246182
4271,FIR-104270,Domestic Violence,Social Crime,Dakshina Kannada,Dehri PS,12.88073821607867,74.77910210012901,2025-06-20,04:58:19,Medium,Under Investigation,9724,5096,Unknown,False,74,39609
4272,FIR-104271,Domestic Violence,Social Crime,Bengaluru Urban,Bahraich PS,12.91622148669346,77.64659899759802,2026-03-19,08:01:10,High,Chargesheet Filed,6801,3029,Gun,True,93,200987
4273,FIR-104272,Fraud,Financial Crime,Dakshina Kannada,Phusro PS,12.977284486224708,74.89438119629084,2024-08-02,19:47:56,Medium,Closed,3705,1812,Gun,False,42,28913
4274,FIR-104273,Domestic Violence,Social Crime,Bengaluru Urban,Shivpuri PS,12.9554155836305,77.62980385114608,2024-08-14,09:26:23,Low,Closed,13776,647,Knife,True,84,352762
4275,FIR-104274,Drug Trafficking,Organized Crime,Bengaluru Urban,Jalna PS,12.898260678864787,77.63543503557923,2026-03-11,05:54:48,Medium,Closed,330,1726,None,False,237,386456
4276,FIR-104275,Domestic Violence,Social Crime,Dakshina Kannada,Gwalior PS,12.841803839870916,74.80729026973991,2024-12-21,19:16:51,Medium,Under Investigation,20872,7825,Gun,False,172,55328
4277,FIR-104276,Cyber Crime,Cyber Crime,Mysuru,Bhiwandi PS,12.315386549127082,76.5680612360037,2025-08-23,23:27:26,High,Open,23181,2135,Unknown,True,21,80494
4278,FIR-104277,Theft,Property Crime,Bengaluru Urban,Gopalpur PS,12.973560768426726,77.55442808166661,2025-01-25,16:09:06,Low,Under Investigation,17158,5412,None,True,218,182130
4279,FIR-104278,Drug Trafficking,Organized Crime,Dakshina Kannada,Raichur PS,12.956427464556972,74.81682536133675,2024-09-24,17:14:02,Medium,Open,23030,3808,Blunt Object,True,87,250786
4280,FIR-104279,Drug Trafficking,Organized Crime,Mysuru,Sambalpur PS,12.329868998878949,76.56965013051008,2025-07-26,22:57:51,Low,Under Investigation,859,5173,Unknown,False,36,302917
4281,FIR-104280,Murder,Violent Crime,Mysuru,Shimla PS,12.242331549093564,76.58848871290004,2026-01-02,18:29:18,Medium,Open,8029,1701,None,False,184,437331
4282,FIR-104281,Murder,Violent Crime,Dakshina Kannada,Jabalpur PS,12.864746037680959,74.79244217927668,2025-03-06,08:31:03,High,Chargesheet Filed,7018,7983,Blunt Object,False,110,43509
4283,FIR-104282,Domestic Violence,Social Crime,Bengaluru Urban,Allahabad PS,12.928532306493794,77.59362194269517,2026-04-29,21:42:58,Medium,Chargesheet Filed,4461,3910,None,False,154,408905
4284,FIR-104283,Domestic Violence,Social Crime,Bengaluru Urban,Solapur PS,12.927907252182242,77.61314389458222,2025-11-05,14:07:03,Low,Open,5469,7867,None,True,213,7656
4285,FIR-104284,Murder,Violent Crime,Mysuru,Nagaon PS,12.30136054195283,76.6372327911824,2024-11-07,02:10:50,Low,Under Investigation,14636,7155,Unknown,False,136,58570
4286,FIR-104285,Drug Trafficking,Organized Crime,Mysuru,Loni PS,12.302223082565089,76.60109709668544,2025-12-05,03:56:00,High,Open,9003,320,Knife,True,126,38179
4287,FIR-104286,Domestic Violence,Social Crime,Bengaluru Urban,Berhampur PS,13.01102105005558,77.63715181555271,2024-12-15,01:25:21,High,Closed,24781,2095,Blunt Object,True,36,301900
4288,FIR-104287,Drug Trafficking,Organized Crime,Dakshina Kannada,Bhalswa Jahangir Pur PS,12.932749208760928,74.87726962509048,2026-05-10,10:38:15,High,Under Investigation,5171,4904,Blunt Object,False,190,477702
4289,FIR-104288,Drug Trafficking,Organized Crime,Dakshina Kannada,Anantapuram PS,12.971185736104763,74.92438155908306,2025-06-16,01:24:22,High,Closed,12367,7675,Unknown,True,90,214817
4290,FIR-104289,Kidnapping,Violent Crime,Dakshina Kannada,Malegaon PS,12.84184858515635,74.91705652417147,2025-07-15,18:37:48,Low,Under Investigation,8168,6894,None,False,220,422811
4291,FIR-104290,Cyber Crime,Cyber Crime,Bengaluru Urban,Motihari PS,13.001895998251811,77.52453782854673,2025-09-10,16:52:30,High,Under Investigation,4997,1529,Knife,True,23,409411
4292,FIR-104291,Burglary,Property Crime,Dakshina Kannada,Kakinada PS,12.87731603137381,74.82923462423459,2024-07-26,19:56:31,High,Chargesheet Filed,7509,1227,Unknown,False,108,289092
4293,FIR-104292,Theft,Property Crime,Mysuru,Rohtak PS,12.219558153867167,76.70007388953172,2024-11-16,13:36:30,Medium,Open,11798,814,None,True,171,345553
4294,FIR-104293,Kidnapping,Violent Crime,Mysuru,Raichur PS,12.22685716073381,76.58284445409194,2024-12-04,11:23:46,Low,Closed,5838,1733,Blunt Object,True,187,387192
4295,FIR-104294,Burglary,Property Crime,Mysuru,Nagpur PS,12.345973078624327,76.65267883558072,2026-05-26,10:09:08,Medium,Chargesheet Filed,14072,5044,Unknown,True,165,225567
4296,FIR-104295,Cyber Crime,Cyber Crime,Bengaluru Urban,Bhilwara PS,12.90022340181268,77.62764954540204,2026-02-01,05:43:48,High,Under Investigation,4138,1634,Gun,True,155,481288
4297,FIR-104296,Kidnapping,Violent Crime,Dakshina Kannada,Sasaram PS,12.969626245821702,74.88258551378179,2025-12-08,06:39:48,High,Closed,21860,2502,None,False,11,340626
4298,FIR-104297,Assault,Violent Crime,Bengaluru Urban,Danapur PS,12.989326205665337,77.61896483969632,2024-10-01,10:43:31,Medium,Open,12350,4604,Gun,True,209,318682
4299,FIR-104298,Domestic Violence,Social Crime,Bengaluru Urban,Mira-Bhayandar PS,13.002837080983317,77.64003156227294,2026-03-07,19:25:12,Low,Open,2880,5732,Blunt Object,True,129,390249
4300,FIR-104299,Cyber Crime,Cyber Crime,Dakshina Kannada,Satara PS,12.968833102256983,74.8945364782231,2025-01-25,09:59:44,Low,Closed,23359,2360,Knife,False,78,240656
4301,FIR-104300,Drug Trafficking,Organized Crime,Bengaluru Urban,Muzaffarnagar PS,12.89855170384347,77.66324494294747,2025-07-24,14:18:20,High,Under Investigation,8574,7245,Knife,False,244,259733
4302,FIR-104301,Domestic Violence,Social Crime,Bengaluru Urban,Sasaram PS,12.949820987660813,77.62575919369236,2026-01-03,03:05:48,Low,Open,13233,827,Gun,True,81,342340
4303,FIR-104302,Kidnapping,Violent Crime,Dakshina Kannada,Srinagar PS,12.894482958572008,74.84093344931038,2026-03-28,04:21:10,High,Open,10956,3627,Unknown,False,168,185856
4304,FIR-104303,Burglary,Property Crime,Dakshina Kannada,Guntur PS,12.860304758593246,74.77744598004378,2025-01-22,02:02:04,Low,Closed,19062,1660,None,False,145,82750
4305,FIR-104304,Domestic Violence,Social Crime,Dakshina Kannada,Sangli-Miraj & Kupwad PS,12.903363753133123,74.8496240185037,2026-07-20,09:37:34,High,Open,24367,6333,Blunt Object,True,134,146328
4306,FIR-104305,Robbery,Property Crime,Bengaluru Urban,Gwalior PS,13.010534295741724,77.63561561536777,2025-12-30,17:34:50,Low,Chargesheet Filed,4978,864,Gun,False,101,175411
4307,FIR-104306,Cyber Crime,Cyber Crime,Bengaluru Urban,Sonipat PS,12.994735679194337,77.57079136916663,2025-04-30,18:40:19,Low,Chargesheet Filed,11713,3339,Unknown,True,60,277033
4308,FIR-104307,Theft,Property Crime,Dakshina Kannada,Medininagar PS,12.86260580366338,74.87569381008318,2024-09-09,13:03:19,Medium,Chargesheet Filed,8175,4311,Blunt Object,False,170,423107
4309,FIR-104308,Domestic Violence,Social Crime,Mysuru,Mathura PS,12.231408875469743,76.70644672651997,2024-08-30,10:04:50,Medium,Chargesheet Filed,568,7327,Knife,True,179,278381
4310,FIR-104309,Kidnapping,Violent Crime,Bengaluru Urban,Shivpuri PS,13.048585343669709,77.66323337052006,2025-03-28,19:01:30,High,Chargesheet Filed,7574,7476,Knife,True,168,1292
4311,FIR-104310,Cyber Crime,Cyber Crime,Mysuru,Gandhinagar PS,12.302606677789932,76.67399234447748,2026-01-19,20:35:52,Low,Under Investigation,6142,7727,Gun,True,72,403498
4312,FIR-104311,Kidnapping,Violent Crime,Bengaluru Urban,Panvel PS,12.950006215170312,77.66278939434325,2024-12-25,14:57:28,High,Open,7214,4797,Gun,False,101,273961
4313,FIR-104312,Drug Trafficking,Organized Crime,Dakshina Kannada,Kurnool PS,12.89542499852161,74.78681149562489,2025-06-07,08:32:52,High,Chargesheet Filed,17,3469,None,True,116,222645
4314,FIR-104313,Burglary,Property Crime,Mysuru,Thanjavur PS,12.316276778705983,76.58551139876614,2025-10-25,16:05:30,Low,Chargesheet Filed,3382,6675,Blunt Object,False,46,172269
4315,FIR-104314,Kidnapping,Violent Crime,Bengaluru Urban,Nashik PS,13.009087040140589,77.65949391598839,2025-01-02,21:32:03,High,Closed,6596,7323,Blunt Object,False,75,346264
4316,FIR-104315,Theft,Property Crime,Dakshina Kannada,Ongole PS,12.941947193843303,74.81704403285856,2025-12-19,05:25:22,Low,Open,10304,6050,Gun,False,127,297697
4317,FIR-104316,Drug Trafficking,Organized Crime,Bengaluru Urban,Bokaro PS,13.045559382293863,77.59965251786471,2024-07-30,23:11:41,Medium,Closed,14433,1106,Knife,True,75,413473
4318,FIR-104317,Kidnapping,Violent Crime,Dakshina Kannada,Purnia PS,12.903604778548898,74.87169654908351,2025-11-18,01:07:30,Medium,Closed,12298,4878,Knife,True,161,399298
4319,FIR-104318,Fraud,Financial Crime,Bengaluru Urban,Shahjahanpur PS,12.984596868997725,77.60473795215408,2025-03-13,21:21:55,Low,Chargesheet Filed,19231,651,Unknown,True,147,432388
4320,FIR-104319,Kidnapping,Violent Crime,Dakshina Kannada,Ambala PS,12.978347304392772,74.89270297762509,2025-04-18,07:22:21,Low,Chargesheet Filed,1629,1746,None,False,35,133707
4321,FIR-104320,Domestic Violence,Social Crime,Dakshina Kannada,Meerut PS,12.847174565501456,74.90604726180116,2025-05-31,09:58:57,Low,Under Investigation,1987,2586,None,False,48,35460
4322,FIR-104321,Theft,Property Crime,Dakshina Kannada,Panchkula PS,12.95881652507217,74.91079071591828,2024-08-14,09:17:52,Low,Closed,10884,1972,Knife,True,40,383886
4323,FIR-104322,Kidnapping,Violent Crime,Bengaluru Urban,Jamshedpur PS,12.895684273907678,77.62290701063604,2025-07-29,12:18:21,Medium,Open,9056,5882,Gun,False,230,184541
4324,FIR-104323,Domestic Violence,Social Crime,Bengaluru Urban,Vadodara PS,12.97377256294334,77.5946447799497,2025-06-16,07:28:43,Low,Under Investigation,19916,5479,None,True,34,183210
4325,FIR-104324,Kidnapping,Violent Crime,Bengaluru Urban,Ajmer PS,12.929113416035305,77.66602438698072,2024-10-02,20:26:10,Low,Under Investigation,14937,2272,None,True,166,333891
4326,FIR-104325,Cyber Crime,Cyber Crime,Dakshina Kannada,Dhanbad PS,12.915000456289462,74.90968442370682,2026-06-14,22:07:37,Low,Under Investigation,3032,6019,None,True,95,36044
4327,FIR-104326,Fraud,Financial Crime,Dakshina Kannada,Morbi PS,12.904753038407636,74.86148397871193,2024-09-17,22:57:41,High,Open,15325,3487,Gun,True,36,180119
4328,FIR-104327,Kidnapping,Violent Crime,Mysuru,Ahmednagar PS,12.35860584558126,76.62928775254662,2025-03-07,11:46:25,Low,Open,5960,4138,Unknown,True,243,462998
4329,FIR-104328,Murder,Violent Crime,Bengaluru Urban,Medininagar PS,12.990456871897369,77.61475100392992,2025-05-23,17:59:53,High,Chargesheet Filed,22201,5859,Blunt Object,False,158,147536
4330,FIR-104329,Murder,Violent Crime,Bengaluru Urban,Kadapa PS,13.006238758048996,77.63626262975242,2024-12-04,06:43:10,Medium,Chargesheet Filed,10439,3597,Knife,True,45,125969
4331,FIR-104330,Robbery,Property Crime,Mysuru,Bhavnagar PS,12.246513365020684,76.65225142041415,2026-04-12,16:01:58,Low,Closed,8857,2677,Blunt Object,False,162,320481
4332,FIR-104331,Fraud,Financial Crime,Bengaluru Urban,Dindigul PS,12.914051871644476,77.57856036871154,2025-10-31,01:52:01,Low,Closed,15616,1799,Knife,False,224,349075
4333,FIR-104332,Burglary,Property Crime,Mysuru,Vellore PS,12.223414689736567,76.67872214110324,2024-09-01,19:01:31,Low,Open,21823,5402,Knife,True,52,85108
4334,FIR-104333,Kidnapping,Violent Crime,Mysuru,Miryalaguda PS,12.290583224826692,76.69483709167172,2025-04-19,03:54:58,Medium,Open,1202,5764,Gun,True,235,147942
4335,FIR-104334,Burglary,Property Crime,Mysuru,Dindigul PS,12.338770620143839,76.63486884127417,2025-02-16,02:56:02,Low,Open,8456,2013,Knife,True,173,82261
4336,FIR-104335,Drug Trafficking,Organized Crime,Mysuru,Tenali PS,12.308828336739351,76.61861461330261,2026-05-18,01:34:28,Low,Under Investigation,22695,2417,Blunt Object,False,48,209647
4337,FIR-104336,Kidnapping,Violent Crime,Dakshina Kannada,Chandigarh PS,12.975649980227486,74.83931720077832,2026-03-24,20:11:05,Medium,Open,673,5822,Unknown,True,224,35896
4338,FIR-104337,Theft,Property Crime,Dakshina Kannada,Pali PS,12.858946823892225,74.9135471548083,2025-04-02,12:09:55,Medium,Open,23324,680,Unknown,False,192,174112
4339,FIR-104338,Burglary,Property Crime,Mysuru,Munger PS,12.345157096940653,76.68862513996024,2025-09-15,16:58:15,High,Open,6679,6719,Gun,False,143,323741
4340,FIR-104339,Burglary,Property Crime,Mysuru,Panvel PS,12.235470493711738,76.63688280008482,2024-11-09,23:50:35,Low,Under Investigation,7185,5638,Unknown,False,224,420550
4341,FIR-104340,Burglary,Property Crime,Bengaluru Urban,Burhanpur PS,13.02253498034047,77.58194477019335,2025-05-27,22:10:08,Medium,Closed,8112,3162,Gun,True,83,357000
4342,FIR-104341,Assault,Violent Crime,Bengaluru Urban,Srinagar PS,13.031363372842975,77.55228651524835,2026-04-28,07:42:49,High,Chargesheet Filed,7555,1232,Gun,False,82,303844
4343,FIR-104342,Domestic Violence,Social Crime,Mysuru,Bihar Sharif PS,12.280533951503541,76.69669849146851,2024-08-18,14:17:28,Medium,Under Investigation,10020,5743,Unknown,True,177,186805
4344,FIR-104343,Murder,Violent Crime,Bengaluru Urban,Bhopal PS,12.925587606831689,77.65220234127736,2025-11-29,20:08:10,Medium,Open,15384,6816,None,True,98,304192
4345,FIR-104344,Murder,Violent Crime,Dakshina Kannada,Navi Mumbai PS,12.940134173052419,74.86534358944012,2025-02-12,11:12:04,Low,Under Investigation,20056,3093,Gun,False,229,248939
4346,FIR-104345,Drug Trafficking,Organized Crime,Mysuru,Guntakal PS,12.300536202970767,76.69779800022451,2025-03-26,01:14:49,High,Closed,21680,16,Unknown,False,25,256668
4347,FIR-104346,Burglary,Property Crime,Bengaluru Urban,Begusarai PS,12.93751295291439,77.58198824348875,2025-08-19,19:19:37,Medium,Open,16516,3389,Blunt Object,False,238,452928
4348,FIR-104347,Cyber Crime,Cyber Crime,Dakshina Kannada,Mumbai PS,12.835695017197246,74.91708047293359,2025-09-23,09:03:20,High,Open,24977,1099,Gun,True,113,487834
4349,FIR-104348,Domestic Violence,Social Crime,Mysuru,Hindupur PS,12.231803604424163,76.65432298051174,2025-06-09,17:30:35,High,Closed,9051,51,Knife,False,21,238771
4350,FIR-104349,Theft,Property Crime,Dakshina Kannada,North Dumdum PS,12.868253851716267,74.9278993649386,2024-09-02,22:11:35,Low,Open,23651,4829,Blunt Object,True,74,331869
4351,FIR-104350,Drug Trafficking,Organized Crime,Mysuru,Udupi PS,12.369786958761525,76.62487180585731,2026-01-29,23:50:30,Medium,Closed,9557,2782,Unknown,False,237,475131
4352,FIR-104351,Robbery,Property Crime,Mysuru,Anand PS,12.259403669142245,76.6149029022885,2025-07-30,03:59:15,High,Under Investigation,20117,3947,None,True,85,256471
4353,FIR-104352,Kidnapping,Violent Crime,Bengaluru Urban,Bhopal PS,12.92108330885428,77.57049193144138,2024-10-21,19:53:27,High,Chargesheet Filed,22319,5292,Gun,False,224,203864
4354,FIR-104353,Cyber Crime,Cyber Crime,Dakshina Kannada,Dibrugarh PS,12.849084557443541,74.80294218781357,2026-03-26,03:23:13,High,Under Investigation,6243,6221,Unknown,False,199,369001
4355,FIR-104354,Burglary,Property Crime,Dakshina Kannada,Ludhiana PS,12.889997577701953,74.79407628942322,2025-03-27,12:17:03,Medium,Closed,5247,3040,None,True,56,455585
4356,FIR-104355,Domestic Violence,Social Crime,Bengaluru Urban,Munger PS,13.04713384035323,77.57088362640121,2026-02-24,19:52:04,Low,Chargesheet Filed,8712,4414,Unknown,False,63,7757
4357,FIR-104356,Kidnapping,Violent Crime,Mysuru,Karawal Nagar PS,12.250694102180429,76.63317559396289,2025-04-28,14:56:37,High,Under Investigation,18356,1819,Blunt Object,False,44,399535
4358,FIR-104357,Kidnapping,Violent Crime,Mysuru,Bhopal PS,12.325385727059565,76.66732699464465,2026-05-27,10:18:55,Medium,Closed,18918,4223,Gun,False,21,159080
4359,FIR-104358,Assault,Violent Crime,Mysuru,Kakinada PS,12.297556932023486,76.66445873838809,2025-06-28,00:41:46,Medium,Chargesheet Filed,16719,2470,Blunt Object,False,188,128723
4360,FIR-104359,Cyber Crime,Cyber Crime,Dakshina Kannada,Nandyal PS,12.970823841976253,74.79106078055479,2025-08-01,19:38:31,Medium,Under Investigation,2773,7125,None,True,239,298540
4361,FIR-104360,Murder,Violent Crime,Bengaluru Urban,Gangtok PS,12.9766953498094,77.65365557711951,2025-08-25,12:40:00,Medium,Chargesheet Filed,12193,6896,Gun,True,198,77932
4362,FIR-104361,Burglary,Property Crime,Dakshina Kannada,Ozhukarai PS,12.928962622324141,74.78260681433373,2024-09-27,02:31:55,Low,Under Investigation,6858,6525,None,True,64,292144
4363,FIR-104362,Burglary,Property Crime,Bengaluru Urban,Allahabad PS,12.905857421625392,77.65574278975201,2024-11-05,02:17:36,High,Closed,3980,1623,Knife,False,119,231627
4364,FIR-104363,Theft,Property Crime,Bengaluru Urban,Chennai PS,13.042456146765927,77.59710434357474,2024-08-18,05:23:07,Medium,Open,16361,5294,Blunt Object,True,138,490008
4365,FIR-104364,Domestic Violence,Social Crime,Mysuru,Haldia PS,12.238676349521295,76.67427442091217,2024-10-15,15:56:15,High,Closed,7508,1932,Unknown,True,67,194738
4366,FIR-104365,Kidnapping,Violent Crime,Dakshina Kannada,Udaipur PS,12.841178940531776,74.81382774253439,2025-06-28,04:43:00,Medium,Under Investigation,6307,1422,Knife,True,3,110508
4367,FIR-104366,Cyber Crime,Cyber Crime,Bengaluru Urban,Deoghar PS,13.051028641638986,77.53191838721374,2025-12-28,08:00:32,Medium,Open,2714,2470,Unknown,False,201,170856
4368,FIR-104367,Robbery,Property Crime,Dakshina Kannada,Mirzapur PS,12.919314459138446,74.79162946700669,2025-03-20,16:47:44,Low,Closed,24141,4655,Gun,True,9,31966
4369,FIR-104368,Domestic Violence,Social Crime,Mysuru,Sonipat PS,12.358908468888176,76.63350810224694,2024-10-02,18:32:39,High,Closed,22457,6772,Blunt Object,False,77,60241
4370,FIR-104369,Robbery,Property Crime,Mysuru,Berhampore PS,12.218765697096048,76.71148756109923,2025-02-22,14:12:28,Medium,Chargesheet Filed,5892,6658,Unknown,True,155,239383
4371,FIR-104370,Domestic Violence,Social Crime,Bengaluru Urban,Haridwar PS,13.030829034656808,77.58592602335673,2026-04-14,20:15:21,High,Open,2019,749,None,False,217,245367
4372,FIR-104371,Theft,Property Crime,Bengaluru Urban,Moradabad PS,12.986013117125555,77.60087732708308,2026-04-10,06:39:24,Low,Open,24901,3804,None,False,121,363174
4373,FIR-104372,Assault,Violent Crime,Dakshina Kannada,Adoni PS,12.83753340621135,74.88479281177744,2024-07-25,09:30:43,High,Under Investigation,11989,4726,Blunt Object,True,184,242245
4374,FIR-104373,Fraud,Financial Crime,Bengaluru Urban,Patiala PS,12.902414024451701,77.53460105556564,2024-07-29,02:04:33,Low,Closed,6017,2003,Unknown,True,60,435034
4375,FIR-104374,Burglary,Property Crime,Bengaluru Urban,Hajipur PS,12.900951832234215,77.6004314344444,2025-09-15,21:39:48,Low,Closed,21120,4985,None,True,21,225190
4376,FIR-104375,Murder,Violent Crime,Mysuru,Visakhapatnam PS,12.360957032251418,76.71254059028675,2025-09-04,00:56:19,Medium,Open,9217,964,Gun,True,30,113907
4377,FIR-104376,Assault,Violent Crime,Bengaluru Urban,Rewa PS,13.001033111073221,77.57395698538937,2025-01-01,08:59:26,Low,Open,436,6621,Blunt Object,True,37,22248
4378,FIR-104377,Assault,Violent Crime,Dakshina Kannada,Tadepalligudem PS,12.958463355743113,74.84057983711426,2025-02-28,00:19:32,Medium,Closed,15400,5539,Unknown,True,213,56572
4379,FIR-104378,Burglary,Property Crime,Dakshina Kannada,Ghaziabad PS,12.839219170739536,74.78309726115364,2024-12-31,22:42:47,High,Chargesheet Filed,15474,520,Gun,False,36,342780
4380,FIR-104379,Domestic Violence,Social Crime,Mysuru,Vijayawada PS,12.358909779856948,76.60732717435188,2026-04-21,04:25:01,Low,Chargesheet Filed,7690,5578,Blunt Object,False,55,425681
4381,FIR-104380,Domestic Violence,Social Crime,Mysuru,Bulandshahr PS,12.298400926291707,76.65732706989648,2025-09-20,22:27:45,Medium,Closed,6456,4454,Unknown,True,100,215318
4382,FIR-104381,Robbery,Property Crime,Bengaluru Urban,Chandrapur PS,12.912886572318305,77.60375818373176,2025-03-15,04:45:34,Low,Open,3829,7355,Knife,True,209,123541
4383,FIR-104382,Robbery,Property Crime,Mysuru,Bellary PS,12.33470511625928,76.60081045576419,2026-03-25,04:22:34,High,Under Investigation,19418,6649,Blunt Object,False,153,196977
4384,FIR-104383,Drug Trafficking,Organized Crime,Dakshina Kannada,Kolhapur PS,12.855349575487118,74.93139579407716,2026-01-01,08:09:07,Low,Open,12161,6527,None,False,224,404168
4385,FIR-104384,Drug Trafficking,Organized Crime,Mysuru,Dehri PS,12.298838653097697,76.55998584980902,2025-11-15,20:22:04,High,Closed,19367,7259,Gun,True,138,239970
4386,FIR-104385,Domestic Violence,Social Crime,Mysuru,Jamalpur PS,12.30435201342625,76.61716270378615,2026-01-28,11:57:09,High,Open,5957,681,Unknown,False,199,357716
4387,FIR-104386,Cyber Crime,Cyber Crime,Dakshina Kannada,Bilaspur PS,12.951292801172878,74.89166918802214,2024-10-20,01:08:53,Low,Open,11130,4162,Knife,True,88,443061
4388,FIR-104387,Cyber Crime,Cyber Crime,Bengaluru Urban,Loni PS,13.04402450941944,77.60402225390527,2026-06-27,03:43:42,Medium,Under Investigation,7494,6461,None,True,21,414520
4389,FIR-104388,Assault,Violent Crime,Mysuru,Tiruchirappalli PS,12.30845698487398,76.63117266319084,2024-08-13,15:11:24,Medium,Open,17351,2953,Unknown,False,164,424858
4390,FIR-104389,Kidnapping,Violent Crime,Bengaluru Urban,Nagercoil PS,12.996431114521739,77.55811273449528,2025-11-17,15:33:52,High,Under Investigation,8474,2874,None,False,17,440079
4391,FIR-104390,Drug Trafficking,Organized Crime,Mysuru,Warangal PS,12.230902525727204,76.56888912898826,2024-08-15,19:52:32,Low,Closed,7163,257,Blunt Object,True,176,494982
4392,FIR-104391,Kidnapping,Violent Crime,Mysuru,Guntur PS,12.296115956646142,76.68524672028516,2025-01-12,06:13:22,Medium,Closed,21121,3296,Blunt Object,True,226,108401
4393,FIR-104392,Cyber Crime,Cyber Crime,Bengaluru Urban,Hindupur PS,12.897834729183568,77.60549763075905,2026-03-29,11:59:14,Low,Closed,794,1291,None,False,61,274297
4394,FIR-104393,Assault,Violent Crime,Bengaluru Urban,Raurkela Industrial Township PS,12.982210528037896,77.65238997266921,2025-08-05,17:34:32,High,Closed,1993,2508,Knife,True,39,269515
